tweet_text,sentiment
@Lua_nMuller @Tito_Reis Dia 26 estamos lá de novo. Mas não vai resolver :P,1
@_jonathantadeu nó q trem ruim! lembro vagamente dissaí... o vocal é como se fosse o adnet zuando o clipe da própria banda. :D,1
ranço é pouco :) https://t.co/rZ6DWN9fv5,1
@kamitachin ITI MALIAAAAAAAA COISINHA MAI LINDA DESSE MUNDO :((( https://t.co/VlDrWevJZb,0
@ICuffaro volve :(,0
"@Luh_Sanayotto HAUHAUAHAUA tranquilo, mas é na brincadeira, não tavam falando mal :))))",1
"@ivamrj @Haddad_Fernando Ele n e ""meu"" haddad, vc sabe quem votei no primeiro turno? O mal de vcs e acharem que só existe o Pt contra o SEU bolsonaro . Acorda :)",1
Yha podem fazer :) https://t.co/To508C7Rbo,1
dá atenção pros meus desenhos também :(,0
"@activstmila do canada não é nao mana, infelizmente nasci no Brasil :(",0
"Ru to com muito sono galere, tchau tchau :)",1
Meus posts anteriores não quer dizer q eu apoie o pt e esse n quer dizer q eu apoie o bolso :),1
Cansei de ser inútil :D,1
"ok, agora a capa tbm ta bonita desculpa meu cavalinho, vc ainda esta em meu coração e coleção do hearthstone :(",0
"@alderiex @jairbolsonaro Parabens, meus melhores desejos pra Vc :)",1
"eu preciso de ajuda médica :( isso tem acontecido com muita frequência... sempre que me exponho a qualquer situação de extresse (seja ela mínima), fico nesse estado... mas como vou explicar isso pra mim mãe, ou até mesmo pra outra pessoa sem que achem que é frescura? :(",0
@dfarias_ muitamuitamuitamuita :((( que saudade de morar na ilha e esbarrar contigo sempre,0
"@eitanamjoon @97lovebott eu dei block, mas como você não presta atenção em mim, nem viu :)",1
"@vandomoraes É fofa demaaaaais, eu amei tanto :( Mas tenho ctz q vai ficar estranhíssima em mim",0
tristíssima por acordar e não ouvir mais o barulinho do mar :(,0
ALERTA: provavelmente é brinks do @MysteryGuitarM :P mas não duvido que fosse real mesmo,1
Eu a passar a cancela e o comboio a ir embora :)),1
essa tag me deixou soft demais :(,0
"Só pra lembrar q em 2014 as pesquisas indicavam o aecio mt a frente da dilma :) Ou seja, PAREM DE CAIR EM PAPO DE PESQUISA CARALHOOOOOOOO",1
@KozixMana Né isso. :(,0
"@sadpaynesboy me manda dm por favor amorzinho, eu preciso de ajuda mas ngm quer me ajudar :(",0
bom dia! :D tá acordado? passa lá no meu canal! tem video novo :D https://t.co/AVufXcCZvh #RT,1
bom dia :),1
"""ASD :("" Nunca foi tão facil fazer uma playlista (o melhoor tá no final) https://t.co/zZU1jKzBcz #NowPlaying",0
Existe deusas sim :( https://t.co/dV9XoxcIYj,0
Estou aqui no banco a viver a vida adulta e tp está cá um bebe mt fofo apetece-me rapta-lo :),1
@muitofluida Servimos bem para servir sempre :),1
Preciso dormir e tô aqui lembrando de umas paradas :(,0
@gioddess sinto muito :(,0
o site pra reserva ta fora do ar :D,1
"Tenho ingressos superior e inferior laranja pro jogo de amanhã, barbada :)",1
@pambisitaMINIII nunca :(,0
"@GgRafa3 @alkymist @FEARLESS_mag @larimacao bom, políticos são eleitos todos os anos por serem cristãos, ou por serem evangélicos, ou por serem pecuaristas, por serem ambientalistas, por serem militares... existem muitos fatores nem um pouco engraçados que podem eleger um político junto à sua competência :)",1
"Eu juro que queria uma amiga pra contar as coisas sem ela falar “vamos beber e esquece isso” juro, queria conselhos, mas a única opção que me dão é bar :(",0
"@Juliagiacobbo Olá!! Pode não ser o Ciro, mas tem essa proposta no plano de governo do Haddad também! Inclusive de maneira mais completa, nessa entrevista ele explica melhor: https://t.co/gwSQQjaIqt (minuto 6:10) :))",1
"@MduardaCarvalh da tristeza, a gente luta por direitos e eles lutam pra perde-los :(",0
Bom dia :),1
"Essas meninas são simplesmente tudo na minha vida, amar elas foi a melhor coisa q eu ja poderia ter feito. Sou mt grata por todos os sorrisos e por toda a felicidade q elas me trazem em todos os momentos, eu te amo muito CLC obgd por fzr parte de mim :( 💗 https://t.co/FAXsnVZrFq",0
Eae @eduoliveira_SP beleza? Se for o vale compras vc consegue usar sem problemas nenhum com lojas parceiras :),1
O que aconteceu? :(( https://t.co/R3U4zPHrpN,0
"@nattvieiira de quem???? queria ver, eu sai por causa do lucas :(",0
"@Hee_walker ok, quando a merda feder, vou te lembrar desse post. passar bem :)",1
@jennynyuprice devo desculpas de novo kkksnfif eu to um poço de esquecimento af :(,0
Passei o recreio todo na fila da cantina e cheguei lá e n tinha minha salada de fruta &gt;:(,0
"""eu to aq p qlqr coisa"" a serio? percebi isso qnd vc ajudou no meu massacre :)",1
Eu também :) Brigado @cirogomes https://t.co/uoua95k9EV,1
@ana_claramends quemm? que linda :),1
bar :( : aee4b824-e16b-4173-abaa-24bfe354662b,0
Gostava de não pensar tanto nas coisas :),1
boa tarde por acaso :),1
to preocupada com Rhuan :(,0
"@MarthCadore não quero :( se eu me sentir ameaçada ou incomodada eu corro atrás disso, mas nem liguei de vdd só achei escroto",0
@lovelybabyeol Enviamos um e-mail pra quem participou da reserva escolher a verão ontem. Verifica seu spam :),1
"eu seguindo as pessoas, querendo chamar elas na dm mas o medo de levar vácuo é grande... :(",0
@umamigoo obrigada :),1
foo :) : 30177f89-4de0-47e2-9447-32df31ed19b0,1
só queria uma vitória Dallas :(,0
"@vishhamands Se tu ta dizendo, quem sou eu para descordar :)",1
sem pressão juju :),1
Estava aguardando ansiosamente essa análise :) https://t.co/Foizfd7ZVQ,1
"Se um jogador posta #elenão: -não misture meu time com política &gt;:( Se um jogador declara apoio ao facistinha: -ele vota em quem ele quer, sem mimimi",0
quem me odeia :( https://t.co/LmhN6x2YYh,0
"Eu acho que preciso ser menos feio, tampar a cara eh uma boa :) https://t.co/px2v1wB6gF",1
@MirianS87346343 Vou dar uns votos antes de dormir :),1
"@WeedLari Eu acho que vou entrar em depressão, só de pensar que ele é lindo maravilhoso, mas é só um personagem de anime :(",0
Acordar e perceber que o dia de ontem n foi um pesadelo :(,0
@awnlexia :((( tu tem meu apoio 💛,0
@deadpool_park :((( po babou o rolê,0
"@RafaelSantini_ Na minha percepção não, como eu disse, a pessoa não é obrigada a concordar com tudo o que o outro pensa, mesmo que seja indiretamente, ele não está totalmente de acordo, além do mais estamos falando de amizade, algo a ver com o que tem entre tu e outra pessoa, não os outros :)",1
"Eu to puta com essa situaçao, porem eu nao pago pra ver o pt de novo governando o Brasil :(,sinto mt, e pra mim é mt triste falar isso",0
@glaubermacario Vou até seguir o Marcelo D2 ele não quer conversa com nazifascita não. Manda logo vtnc :) preciso aprender a ser objetiva assim. Esse tipo de gente é só na pedrada mesmo hehehe,1
"Se você não está em paz consigo mesmo, então tem algo de errado...mas não com os outros,e sim, com você :) 😅😆😏",1
pq é q esticam as fotos do passe? assim parece que fico com a testa ainda maior do que é :((,0
"@amandalefou Loja física: Mundo verde. Loja online: Natue (BR) e iherb (gringa). Não sei se com o dólar alto e as taxas compensa comprar pela iherb, além da demora da nossa alfândega em liberar encomendas importadas... :)",1
@tigerggukie se cuida tá :(,0
@mateus9980 oq q houve?? :(,0
@wndwogus Bobo :(((,0
@FerBiembengut me escondendo na tua mala :(,0
"Bolsonaro nem venceu e já está falando coisas negativas sobre o nordeste, poxa eu estou com medo! :(",0
Ter emetofobia é MT ruim :( #segundadetremurasdv,0
Eu quero DORMIR :(,0
#ViraViraCIRO equipado com os colantes :) https://t.co/ZxUrERgiXJ,1
@My_PJM95 @BTS_twt -eu realmente espero :( como foi seu dia? #BTSARMY #BTS #MPN @BTS_twt,0
Tão claro como o dia :) https://t.co/0cyc4Z727y,1
"@bjustinbae Kkkkk prefiro assistir donnie darko que faz mais sentido que esse. Eu acho que a maioria dos filmes de guris virgens adolescentes sao assim, cheios de bobagem da disney versao adulta. Se eu pudesse te indicava alguns de comedia mas nao acho o nome :(",0
tive um sonho ruim :(,0
@coffejhs eu to com mto desespero e medo :(,0
bar :( : aee4b824-e16b-4173-abaa-24bfe354662b,0
"Netflix tá fazendo uma série de Nárnia, eu só to esperando eles fazerem uma do Percy :)",1
@lpdstt me busca obrigada :),1
"Parabéns Minas, votaram para o bem geral :) https://t.co/soQAIto0LO",1
@slkfernandes não consigo :(,0
@HOPEin_Life ai eu acho dificil nem tem mt informação tbm sobre :((,0
"Eu não consigo entender pessoas que se dizem cristãs e votam no Bonoro Eu não consigo entender pessoas que falam que votam nele por causa da segurança economia etc e deixam COMPLETAMENTE de lado o discurso de ódio Sério, é triste demais :(",0
"@AdelsonReis9 sim, eu acompanhei no trabalho :(",0
Bom... vou entrar em uma preparação de 120 dias :D,1
Euzinho :) https://t.co/3xfUIOqep3,1
"[💐] soulmate dela aqui seu merda!! uma das melhores pessoas que já conheci na minha vida inteira! eu odeio quando vc se rebaixa &gt;:( saiba que sempre me faz feliz, my one and only! e me desbloqueia 👺",0
"@_BrunaChristina Pior que não, estou assim direto msm :(",0
"Último dia do curso A Arte do Filme do @pablovillaca. A pílula vermelha que nos faz ver os códigos do cinema. A turma foi bem legal tb, pessoal participativo. Que ele não demore a voltar com os outros módulos :)",1
"@ulissilva1 Estás bem certo em ter este tipo de atitude. Don't trust, verify ;) Você pode verificar a legitimidade da nossa conta indo até o nosso site e conferindo que o link desta conta é o mesmo link do banner :) Verifique: https://t.co/Fgms3T1yPH https://t.co/HwzkRWjmkt",1
para todos aqueles que me deram soft block ou unfollow no instagram por causa dos meus stories falando de política: pau no cu de vocês :),1
@neymarexausto pior coisa do mundo :(,0
Isto não tem graça leo :( https://t.co/wSGJ4AOMMW,0
o clima tá tão pesado que nem parece que sábado vai ter bailinho :(,0
@sapatooona Obrigada amorrr Jaja vou pro hospital :(,0
@rafaellallopess @marianabrissos Ela não desceu :(,0
@marktaps fala cmg :(,0
Percebi como eu sou uma pessoa solitária :(,0
"Não sabia que eu tinha tanta roupa pra lavar até arrumar o quarto. E eu me recuso a usar a lavadora senão vai encher as roupa (que é tudo preto inclusive) de bolinha, eu vou surtar. :(",0
@JhoZefMC2 @iRodriAlts Participando :),1
"G.C.F ganhando formatos diferentes,, eu tô tão orgulhosa do Jeongguk :((( #BTSARMY #MPN (@BTS_twt) https://t.co/a0wyH0Ta2w",0
Olhaaaa que a atualização do IOS vai trazer emojis com cabelos cacheadooooosss! :P https://t.co/2je7uOLbbd,1
"#NaoVouNegar que teremos não uma, mas DUAS NOVAS CAMPANHAS ainda hoje! Bommm dia, Insiders :)",1
@scavonmi Ngm me chamou :(,0
"As pessoas acham que podem ser grossas e ignorantes o tempo todo e que um sorriso ou um beijo conserta tudo, mas a gente vai cansando :)",1
@dairkwild ela ta me mantendo acordada mesmo eu caindo de sono eh otimaaa so nao eh finalizada :(((,0
comprei pao de queijo pro moço que fica pedindo coisa no metro ele não tava tiver que comer :(:,0
se eu perdi amizades ou ofendi alguém nessa eleição eu quero dizer que eu não ligo :),1
"ai, esbocei um sorriso :) https://t.co/LZogy0ROT0",1
"Minas Gerais representando! Por pouco não conseguimos mudar nosso cenário. Ainda que com a escassez de tempo e atenção @RomeuZema30 quase alcança o governo no primeiro turno! Infelizmente ainda houveram alguns que não conseguimos, mas estamos no caminho :D",1
é isso :( https://t.co/mOTrBszbrm,0
Vamos a ver que tal está Samurai Gourmet :),1
Meu namorado :(,0
@joycxstrella @jesserutherford rsrsrs to vendo o mundial e to sem sono mô :(,0
Miriam Piglet estreia seu stand-up comedy :-) https://t.co/aIo5cdCQEQ,1
"@arthurquarxma nem da bola irmão, quem perdeu é ela, infelizmente todo mundo passa por essa situação e só serve de aprendizagem :) https://t.co/Cb3lxivSan",1
não fiz nada pro armyselca day hj :(,0
"@DogNiteroi que bebê :((( espero que ele seja adotado por alguém de bom coração, ele merece muito alguém bom para ele",0
"@LxveXf_nwr Nunca, bebito :( — 🐧",0
amanhã gente :),1
queria lockscreen com a nova logo do exo :(,0
@swingvolley acharam por bem colocar o lucro no bolso ! :),1
@Esp_Interativo @PSGbrasil @neymarjr @KAKA so joga contra time piqueno. PSG é o maior dos menores :D,1
"@jeongincae Eu tô sofrendo, obrigado por querer me ajudar :(",0
Sdd do Caio :(,0
Eu e minha migles Tatá Werneck estamos passando pra dizer que tem campanha nova da EF English Live no ar! Muito grata e feliz por fazer parte de tudo isso :) https://t.co/GdVo9TT4pa,1
É muito ruim esse sentimento de que a defesa do seu time não vai acertar nenhum tackle nunca :(,0
"@larissnobrega aí se chegar num ponto, tipo no meu caso, onde vc vê que não tem salvação mesmo aí manda tomar no cu e nem conversa mais, gaste suas energias com coisas produtivas :)",1
@scherbatszky_ boa sorteee :(,0
@MariMoon Vem aqui em Orlando :),1
Eu vou é pro meu Linestrider que amanhã tem mais trabalho :),1
@gremillys Que babaca. Pronto :) Denunciando :),1
@AndroidGamerAG Isso uma hora vai limitar o jogo.. :P pro celular no caso,1
@gaabmrl Eu sou tua amiga de verdade :),1
@maviabdo Foi linduuuu mavizinha :),1
@ZAYMlLA meus pêsames :((,0
hoje foi muito bom :),1
tô tão titi :( alguém prende o bonoro,0
conseguiu me tirar do sério :),1
Distância fode td :(,0
"""Patriotas"": Trump: quer manter empresas nos EUA Bolsonaro: a favor de vender tudo que puder. Até na hora de copiar patriotismo calhorda falhamos :)",1
"@Encasuladana Claramente eu, isso me prejudica tanto :(",0
94line eu te amo :(,0
"Meu avô mandou um vídeo muito lindinho, todo sorridente falando que tá bem :( é o amor da minha vida mesmo!",0
A escola deixa-me enjoado :(,0
to mt triste cartel da mack e Zé Neto e cris vai ser no MESMO DIA :(,0
@oIiviahyw aa leti tenta dnv depois :((,0
"@m_isco nada, trânsito na vida mesmo. saí de são francisco sábado de noite e ainda não cheguei em casa :(",0
@tropicarioca Vou sim :(( mas sábado vou ficar em casa tem eleição no outro dia,0
O bom de não ter quase ngm no tt pra ver as merdas q eu posto é poder falar que minha vida tá meio lixo sem ngm me encher o saco :) obg tt,1
@Gabriel__Seixas wuut? sexta é feriado :(,0
"@jjjjuliaF aí mana que pesado :( qualquer coisa, se quiser conversar, chama no zapzip szsz",0
"uma garota incrível como você, entendo porque jeongguk é todo apaixonado mesmo — eu vou chorar de amor :(( https://t.co/CICOczapyD",0
Kkkk só no chop neh pai :),1
o sorriso do harry ilumina e contagia qualquer um ele é tão puro e genuíno :(,0
@veronicademarte @bincas_ @RebecaAllemand @letciaaff @irisfigueiredo sim!! e ela tava na manifestação :D,1
@leooveira @pedroopva @bchartsnet Poxa mas ela tá tão linda nesse icon :(,0
"Agora que entendi, vou me retratar, a resposta é não :) https://t.co/4Bjmix1jO0",1
"[TWITTER/KISU] Com Kisu nos fins de semana! Entretanto! Aqueles que não tiverem se inscrito, serão punidos!!🔥 Vamos ter um bom fim de semana :) https://t.co/jMR2bgMLaf",1
@ZAYMlLA meus pêsames :(,0
é triste saber que minha mãe vai votar nele :(,0
@velhobit HUAHUAHUAHUAHUHAUH Quadrinhos é a coisa mais fácil de roubar na cronologia! (Tento o nome em inglês Elderer :D ),1
Acho que devo desculpas ao tae tbm :( aikk https://t.co/fRs6KooL21,0
@luizzalari nem precisa jogar na cara ow... :(,0
"Estão a gzr c elas e são mil vezes pior, dão pena :))",1
todo mundo que anulou o voto: obrigada. todo mundo que não tá de desesperado e esperando eu relaxar: obrigada. enfiem no cu a responsabilidade que vocês têm :),1
"@Moonya_kyaan não, eu que fico triste por não poder falar nada, adoro quando as pessoas estão dispostas a conversar de algo que gosta :)",1
"mas eu realmente nao posso ir, pena :(",0
"Isto parece magia, desde aquela sexta na quinta das conchas onde descarreguei e tive um ataque tudo veio a melhorar, a minha relação com a Moon aumentou, tanto com os meus amigos, a minha mãe n tem gritado cmg, n tenho tido ataques de stress atoa, tudo mais calmo, obg a todos :)",1
"@EborgesB @PastorMalafaia Quer dizer q 30% são e 70% não são, acho q estamos bem então! :)",1
eu me afastei de tanta gente que eu achava q não conseguia ficar sem e não sei como reatar os laços porque eu sou uma idiota :(,0
você e a namo são mto lindinhos aaaaaa — Obg :) https://t.co/IZ2sbXHzxv,1
"@yuribt Yuri, hoje consegui reverter 2 votos, é pouco eu sei. Mas as pessoas não sabiam das coisas que o indivíduo fala sobre mulheres, negros, homossexuais, tortura, etc. Foram pelo anti-petismo. :-(",0
"@matheushenr7 eu li em algum lugar que a miru não entrou porque teve um escândalo e tudo mais :( mas não sei se é verdade porque não pesquisei muito sobre, só li rapidinho na tl, então não posso confirmar nada, mas queria muito que as duas ficassem no top12 :(",0
@omelete Notícia melhor não há pra hj :D,1
@0965kill poxa :(,0
@danielvieira10 Essa da camiseta da Manu falando de Jesus ser travesti é uma fakenews.. imagino que inventada pelos bolsominios.. e você ja viu o vice do bonoro falando de 13• salário? Sobre branqueamento da raça negra? Queria que isso fosse fake tbm :(,0
Tenho umas storas tão simpáticas que fizeram todas greve :)),1
@lamegoy Obrigadaaaaa migo ❤️❤️ saudades :(,0
@mongebrasileir0 injustiçado dms :(,0
meu presidente é um anjo :( https://t.co/t3ZvyaPtNL,0
"Esta gostando de alguém? Se sim, qual a inicial do nome — nãoo to :) https://t.co/xn7d3fPLaA",1
"@nuuvem Acho que era alguma coisa com o pagamento via cartão de crédito, consegui fazer via paypal! :D",1
@chiquitapantera @Twitte Eu deixo. :D,1
não fala assim que eu fico nervoso :(( https://t.co/KaiVcVxIyE,0
@dj_landri Colocaram :),1
@mrllabb aí :( quero saber tudo,0
"@FlavioBolsonaro Muito bom isso!!! Assim o eleitor tem direito de usar a blusa do partido e candidato que quiser, além de seus adesivos sem chateação !!! :)",1
12/10/2018 Chego a casa e dou com isto! :D,1
"@MateusAugustine Infelizmente sim, :(",0
@NiilJunior não quero voltar :( https://t.co/wx4mS5MutZ,0
Faxina virtual hoje :),1
@zequinha__ Tô aqui :(,0
"vou dormir mas espero, com todo o meu coração, que minha mãe aguente tudo que vai acontecer assim que ela voltar a trabalhar aaaaaaa :(((",0
@liagoncaalves infelizmente :(,0
@Clauwild1 parabéns por cada matéria postada e por cada texto postado. Sempre comprometida com a verdade e não com Fake News. Precisamos de mais jornalistas assim igual a vc! Bjos :),1
o ruim tbm é saber que quem vota no pt normalmente são pessoas mais velhas e difícil mudar os pensamentos delas :(,0
"@ffrraabiaaaa Siiim, preciso mesmo tomar um banho de ervas. :) Sal grosso não tomo de jeito nenhum: é um perigo.",1
@Tatatrt Só espero um 17 e confirma :),1
"RT MucbContra ""RT CampanhaMulher: São Paulo, você já pode comprar seu botton e sair por aí apoiando mulheres publicamente. Já imaginou o bonde todo votando no domingo e dando apoio a outras manas? Vai ser lindo! :) 🌈🌈 Você pode comprar na sede da mi… https://t.co/ZaK4aj28Qo""",1
"@romeshake Ai isso é muito precioso!!!! Já eu tô desesperada com medo das discussões que vão ter aqui em casa e o caos que vai ser, só o meu irmão aqui que não apóia o lixo :(",0
Me chamaram de japa também :) Cada dia que se passa amando mais meus olhinhos puxados,1
"Btw, fechei com a tatuadora e semana que vem irei tatuar. :)",1
@giovani_sansone Sem me avisar tbm :(,0
@duddcl Manda um áudio lá :))),1
to pensando em abrir um negocio...acho q vou estocar vento pra vender pras usinas eólicas :),1
QUE MANEERA DE P3RDER LA DIGNIDDSAAAADD CHAU :(,0
@arctticmks Segui :),1
pelo menos minha linda Sâmia Bomfim foi bem :),1
"@indwstrutivel @pabllovittar @pabllovbrasil Oii amore, passando pra avisar que o estoque já está disponível, e todos com desconto!! :)",1
"Deus, tira de mim a vontade de dar na cara de um ser que nem esse... Mentira, não tira não, ele merece 300 tapas por dia e uma vara no brioco a cada merda que ele falar :) https://t.co/BH5A33gS1m",1
@coutinholizz Você realmente não sabe o que está falando kk :),1
nossa eu to muito chateada com o vacilo de hoje de não me chamarem para o niver :(,0
CONTANDO até VINTE em várias línguas! :D #MPN #MarianaNolasco,1
Apartamento Jardim Paulista Alameda Santos O iMudou é especialista em imóveis e encontrou 10 oportunidades para a busca apartamento jardim paulista alameda santos. Temos as ofertas com o menor preço! :) https://t.co/DFhO4YGNtY,1
Uma frustração dos últimos meses: chegar tão cansado em casa a ponto de não conseguir fazer mais nada dos seus jobs :(,0
"@amandaamormino não pensa assim :( precisamos nos unir, é hora de lutar!",0
eu não preparei nada pro #armyselcaday :(,0
"Quem tiver interesse, dê like neste tweet ou deixe seu email por DM, assim eu posso entrar em contato direto CASO a parada se confirme. Valeu. :)",1
Bravo @julie140c :) ! #FPMC @TCTranscontinen https://t.co/7QL6FDzCtw,1
"eu to mt triste c oq aconteceu na indonésia, cada dia q passa aparece mais uma notificação aumentando em centenas o numero de mortos :(((",0
não podemos expor nossa opinião pq o lanim acha que o tt tá um saco com esse povo chato :( https://t.co/WEc4rj7lQN,0
Feliz dia das crianças!!! :) https://t.co/bTyYyqH05I,1
"@LethyciaDias_ às vezes fico imaginando o tantão de gente que morre se sentindo esquisita/doida/deslocada, simplesmente porque disseram que era o único jeito de viver :(((((",0
@gui_thecozyboy ja sabe oq tem que fazer pra mim te perdoar :) é maldade mas justo pra provar q é so meu,1
|| Bloqueada :) https://t.co/JSIfMhPpOS,1
Bom dia acabei de ter uma das piores apresentações da minha vida e continuo doente Vou mas é passar a tarde toda a ver desenhos animados :)),1
"Se não for Haddad é NAZISTA, meus amores :) Pensem bem e procurem usar o cérebro pelo menos uma única vez na vida, ainda dá pra se salvar no 2° turno https://t.co/F9rdIzx1Lh",1
absolutamente todos os meus tios tias primos e primas vão votar :-) eu pedi pra ser expulsa da família pela VERGONHA,1
@mdrochaa Eu vouuuuu :),1
@_llucx eu to mto ansioso e com poucas esperanças :(,0
@batatadana Ela não me ama :(,0
@thalitameneghim me da im abraço por favor :(,0
"galera eh o seguinte não olhem pra mim na faculdade hj sto virada, com dor de ouvido, febre e cólica fora q vou ter q descer com meu tênis branco na terra pro departamento não me olhem mas se quiserem me dar um abraço pode :(",0
@Sunset28 @pathy O diabo q vc quer colocar de presidente :),1
"espero que você seja feliz, te amo mtttt — aaaaaaaaaaa eu amo tanto voce :((( https://t.co/iv0wVRSYQi",0
@curiousjimin me colocaram na de yoongi stan ratas fiquei ATA quer espalhar ódio espalhe mais eu não me dou esse papel sou descente e educada :),1
Gostas mais do frio ou do calor? — Outono :) https://t.co/gCmtKCeRbh,1
eu pensei que a sm iria dar mais atenção pra wow thing :(( https://t.co/njSGK0PPfb,0
@ninabamberg :( brigada pelas dicas! vou registrar por email sim. tirei foto do que deu... pq quando vi a água fiquei desesperada e comecei a secar tudo! só depois me liguei que deveria entender o que tinha rolado no prédio.,0
"@joga_dan Ai Dan que droga, espero que consiga resolver isso... E que não bloqueiem sua conta :(",0
esses tempos o filho ENGENHEIRO ficou desempregado e ela jogou na cara da minha mae que é PROFESSORA o quanto era dificil o desemprego. o meu pai é autonomo e ta sem trabalhar com registro desde 2013 :),1
Não consegui acordar cedo pra ir pro Suriname :( só amanhã agora,0
"@ViniNMiranda @anjavulgar @folha @agencialupa Parabéns pela coragem, porque noção... Por que Eduardo Campos se tornou estatística? Porque ele tinha muita coisa pra falar, né? E tinha gente que ia pra cadeia antes... Pois é. Sabe o que mata? Essa seletividade! :)",1
ai meu deus :( https://t.co/16qGGj1EW0,0
@helpplw n sei :((((( (realmente a menos pior),0
"@Pudimon Nossa, mano! O Cirinho tava rebaixadão na lista. :(",0
eu tô vivendo o meu pior pesadelo :(,0
Queria so comer um Cuzinho hj :p,1
"eu não sou mt bom em conversar com as pessoas, eu nunca tenho assunto ent se um dia vc me mandar uma msg aleatória e eu não responder, eu já te peço desculpas pq eu não vou saber oq responder mas tbm nem sempre assim, raramente eu interajo com alguém aq :)",1
sextou e eu na minha caminha bem de buenas :),1
Aqui acontece muito de abandonarem cachorros na rua e eles chorarem tentando voltar pra casa. Ou não deixar ele dormir dentro do apartamento e deixar solto sozinho pelos corredores. Meu coração aperta :(,0
Acordei com medo e não sei o que fazer. :(,0
que noite viu que noite :),1
rep as visual infinite :)) https://t.co/YoV6QaDrG2,1
@arrobacil amiga :(,0
@huugopss :( ihih mas continuo a gostar de vocês quando não falam de ri,0
amor da minha vida simplesmente o homem mais talentoso de todo o mundo rei da coreia mesmooooo :) https://t.co/gWfEpqGwqN,1
É pedir demais uns amigos que grudem em mim que nem chiclete? To carente de atenção :(,0
@brunoscariot Mas a vida de torcedor dos Giants virou analisar a classe do Draft já em setembro mesmo :(,0
"@danieljoaoarauj obg, dani :)",1
"@Joao_PPereira É, ela fala depois pra denunciarem vi aqui. Mas sei lá, poderia ter falado antes, às vezes confunde. Mas, ok. :P",1
Da fanbase eu não comprei o do jseph pq eu já tinha comprado um dele antes delas passarem :( https://t.co/QESP82pwNk,0
@O98TYL pode vir bb :(,0
Hoje gritei “foda-se” bue alto quando tava a dormir pelo o que a minha irma diz :),1
Adivinhem quem levou o cadeado cortado :),1
"Passando pra te desejar um ótimo dia, estamos precisando 💛 — muito obrigada! pra você também :) https://t.co/RhgskcBVHi",1
@fernandapsol Não foi a Manu D'avila? Ahhhh e parabéns :),1
pensando em participar do army sd de ultima hora porem sou feia :(,0
SAUDADES :( https://t.co/e8zmTSzugm,0
"@letfavero_ eu não achei tri :( kkk sem contar que o ""final"" ficou com muita ponta solta, massss né",0
:) Frota pra MC! https://t.co/UMtb0uk9TA,1
@titojff @dhorta8 o @dhorta8 arranja merdas vindas da china que nem te passa :))))))))))))))))))))))))),1
"@pornmake18 @maaaux_ o começo tava legal, mas o final estragou :(",0
Quem sabe na próxima vez ele consiga :) ♥️,1
tudo pq a latam cancelou meu voo e até agora não vi :)))))))),1
"muito tempo sem, porra :(",0
Me tirem esse estresse por favor :) https://t.co/QrBCXQ39bg,1
@vfokusu @AnzeLog pa da vidimo :),1
"Mandem perguntinhas, vai? :D https://t.co/AOicKj0Mqg",1
"por favor, NÃO falem que eu sou bonita, se vcs me vissem pessoalmente mudariam de ideia na hora :)",1
"@andr3schmitz eu sei que tá, mas eu tbm sei que você É foda e consegue passar por qualquer que seja a situação voce esteja passando. e to aqui pra lembrar você disso :)",1
Já assim :( https://t.co/h4S9yuPYfL,0
@SueSylvesterNG @doctorwhobrasil Num é maravilhoso? A vibe do Colin e do Patrick tá alinhada demais nesse arco! Dá pra ver exatamente a mesma pessoa ali nos dois. É muito mágico :),1
@vpassig ok quando chegar em casa aviso dai jogo :),1
@softditadura @konanarchy Plano de governo do Haddad: https://t.co/L3k9QzrLfw Plano de governo do Bolsonaro: https://t.co/yAA6o8AVuY Tire suas conclusões :),1
tem um olho na minha lágrima :( https://t.co/ivKkwhuDqq,0
poxa gaga te amo :((((,0
"@duumbooo @lucas_musetti Você pode cursar o que quiser cara, não é algo relevante em minha vida. :)",1
@xio_0 Felicidades :),1
@MarcelaMeiraCen Mas ela tem meu coração :( não adianta a fama com ela sendo a dona da minha vidinha,0
"@joohyunius Irei andar com o grupo da escola, eles se preocupam bastante comigo ainda mais agora que o Bolsonaro ""ganhou"" eles tem medo de acontecer algo comigo :) felizmente tenho ótimas amizades Obrigada pela preocupação 💝 tenho a fav certa",1
"@taviao A um tempo atrás não tinha o Racional Vol 1 e 2 do Tim Maia no Spotify, agora parece que tem :)",1
Sinceramente acho q tou cansada :) ando sempre a tentar acompanhar te e tu dás bue desprezo as cenas q faço e eu não quero mais isso :) soooo quando realmente quiseres começar a dar valor pensa se estarei aqui ou não :),1
"Amanhã eh meu aniversário, aceito presentes :)",1
@tribino_ inclusive gostaria de registrar uma reclamação pois não tem na playlist da limonindie!! :(,0
segurando o choro :),1
"@_brofazsol_ @peixebro @anymroe não é bosta,meu rostinho lindo :) https://t.co/ueWEeDdlql",1
Pra que merda fui dormir a tarde? :(,0
@pgfilho descobrirei :),1
@andy_braatz Pode sim :) ~Indy,1
@doardas eu também te amo :(,0
@sereiadmeianoit sorte que nem vi o segundo jogo pq se não ia ter passado mt raiva nossa :(,0
"@ericabulosa disponha, miga. estamos juntos nessa :))",1
to triste e com saudade :( meu instinto eh ir correndo pedir desculpa e ficar td bem MAS NAO VOU,0
