clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
adoro catolicos lembram biblia deus quando serem homofobicos mas depois so islao religiao violencia,ador catol lembr bibl deus quand ser homofob mas depo so isla religia violenc,adorar catolico lembrar Biblia deu quando ser homofobico mas depois so islao religiao violencer,1
adquira agora livro ideologia genero educacao doutrinacao sendo introduzida,adqu agor livr ideolog gener educaca doutrinaca send introduz,adquirar agora livro ideologir Genero educacao doutrinacao ser introduzer,0
adquira cupom pra dar pro clube macho antes eram hs chibata agora sao blackfriday,adqu cupom pra dar pro club mach antes eram hs chibat agor sao blackfriday,adquirar cupom pra dar pro Clube macho antes ser hs chibata agora sao blackfriday,0
advogado deputado nao pode renovarportugal portugal,advog deput nao pod renovarportugal portugal,advogado deputado nao poder renovarportugal Portugal,0
advogados abandonam tal moca acusou feliciano abusoagora tal mocaataca outros deputado procurador,advog abandon tal moc acus felician abusoagor tal mocaatac outr deput procur,advogado abandonar tal moca acusar feliciano abusoagorar tal mocaatacar outro deputado procurador,0
antes voltar ao mais importante abrir minha cerveja matinal fodase,antes volt ao mais import abrir minh cervej matinal fodas,antes voltar a o mais importante abrir meu cerveja matinal fodase,0
aeciomaiscitadoque bolsonaro discussao sobre idiotas homofobia d,aeciomaiscitadoqu bolsonar discussa sobr idiot homofob d,aeciomaiscitadocar bolsonaro discussao sobre idiota homofobia d,0
aeeeee dilma caiu ja posso viajar pra miami agora,aeeeee dilm caiu ja poss viaj pra miam agor,aeeeee dilmar cair ja poder viajar pra miami agora,0
emma stone podia ir vestida saco lixo rodeado sacos lixo dentro camiao lixo nunca estaria mal oscars,emma ston pod ir vest sac lix rod sac lix dentr camia lix nunc estar mal oscars,emma stone poder ir vester saco lixo rodear saco lixo dentro camiao lixo nunca estar mal oscars,0
entrevista mais longa super bowl hoje noite pm br divirtase,entrev mais long sup bowl hoj noit pm br divirtas,entrevista mais longo super bowl hoje noite pm br divirtase,0
era homens comecam usar cor rosa,era homens comec usar cor ros,ser homem comecar usar cor roso,1
aeroporto mario soares so faria sentido fosse ota macau,aeroport mari soar so far sent foss ota macau,aeroporto mario Soares so fazer sentido ser ota macau,0
esquerda assim lamenta morte bandidos mas diz matou pouco pra genocidas depois stalin matou po,esquerd assim lament mort band mas diz mat pouc pra genoc depo stalin mat po,esquerdar assim lamentar morte bandir mas dizer matar pouco pra genocida depois stalin matar po,1
esquerda palavra sujeira defendem ideologia sanguinaria culpam sistema eles mesmo usam sao,esquerd palavr sujeir defend ideolog sanguin culp sistem eles mesm usam sao,esquerdo palavra sujeiro defender ideologia sanguinario culpar sistema eles mesmo usar sao,1
esquerda proprio zumbi palmares quer libertar negros escravidao pra escravizalos outra,esquerd propri zumb palm quer libert negr escravida pra escravizal outr,esquerdar proprio zumbi palmar querer libertar negro escravidao pra escravizalo outro,1
esquerda morrendo cancer terminal,esquerd morr canc terminal,esquerdo morrer cancer terminal,1
esquerda fala muito sobre essas rebelioes justificam superlotacao mas nao fala motivo fizeram eles irem pras prisoes,esquerd fal muit sobr essas rebelio justific superlotaca mas nao fal motiv fiz eles irem pras priso,esquerda falar muito sobre esse Rebelioes justificar superlotacao mas nao falar motivo fazer ele ir pra prisoe,0
esquerda faz monte merda gente obrigado ver midia chamando direita extrema,esquerd faz mont merd gent obrig ver mid cham direit extrem,esquerdo fazer monte merdar gente obrigar ver midia chamar direita extremo,0
esquerda filha puta sempre,esquerd filh put sempr,esquerdo filha puto sempre,1
esquerda gosta viver sujeira gosta feio idolatra burrice pichacao nao arte coisa vagabundo,esquerd gost viv sujeir gost fei idolatr burric pichaca nao arte cois vagabund,esquerda gostar viver sujeiro gostar feio idolatra burrice pichacao nao arte coisa vagabur,0
esquerda inventa problema incute cabeca pessoas problema existe repete mentira ate acredit,esquerd invent problem incut cabec pesso problem exist repet ment ate acredit,esquerdo inventar problema incute cabeca pessoa problema existir repetir mentira ate acredit,0
esquerdalha comunista anarquista sempre sera escumalha selvagem carregada odio violencia,esquerdalh comun anarqu sempr ser escumalh selvag carreg odi violenc,esquerdalha comunista anarquistar sempre sera Escumalha selvagem carregar odio violencer,0
esquerdalha protegida pelo sistema pelos media melhor mostrar tolerancia defende nantes,esquerdalh proteg pel sistem pel med melhor mostr toleranc defend nant,esquerdalha protegir por o sistema por o media melhor mostrar tolerancia defender nante,1
esquerda reclama coisas inventadas pela propria esquerda racismo homofobia machismo nazismo cultura estupro luta classes,esquerd reclam cois invent pel propr esquerd racism homofob machism nazism cultur estupr lut class,esquerdo reclamar coisa inventar por o propria esquerdo racismo homofob machismo nazismo culturar estupro lutar classe,0
etica imprensa regional contrasta cartel comunicacao social alcance nacional felicito,etic imprens regional contrast cartel comunicaca social alcanc nacional felicit,etico imprensa regional contrasta cartel comunicacao social alcance nacional feliciter,0
europa muito doente submissa espectaculos mariquice nojenta claro torna presa facil isla,europ muit doent submiss espectacul mariquic nojent clar torn pres facil isla,Europa muito doente submisso espectaculo mariquice nojentar claro tornar presa facil isla,1
fdp nao come carne quer q vc tb nao coma chupar pau ela nao quer,fdp nao com carn quer q vc tb nao com chup pau ela nao quer,fdp nao comer carne querer q vc tb nao coma chupar pau ela nao querer,1
feira dia overdose tourette hoje caravana ericeira auditorio jaime lobo silva h is,feir dia overdos tourett hoj caravan ericeir auditori jaim lob silv h is,feiro dia overdose tourette hoje caravano ericeira auditorio jaime lobo Silva h is,0
feminazi tem cara pau pedir dinheiro blog mesmo ganhando boquinha mil v,feminaz tem car pau ped dinheir blog mesm ganh boquinh mil v,feminazi ter cara pau pedir dinheiro blog mesmo ganhar boquinha mil v,1
feminista pode ate dar alma dela primeiro encontro mas favor usecamisinha seja puta consciente,femin pod ate dar alma del primeir encontr mas favor usecamisinh sej put conscient,feminista poder ate dar alma de ela primeiro encontro mas favor usecamiser ser puto consciente,1
programa sexo acham absurdo familias nao falarem abertamente sexo casa ate pq ela certamente,program sex acham absurd famil nao fal abert sex cas ate pq ela cert,programa sexo achar absurdo familia nao falar abertamente sexo casa ate pq ela certamente,0
festa branco evento promete marcar cruzeiro diamantes aqui estao algumas inspiracoes,fest branc event promet marc cruzeir diamant aqu esta algum inspiraco,festa branco evento prometer marcar cruzeiro diamante aqui estao algum inspiracoes,0
afffffff so deus eu te fica olhando funca atual minha ex,afffffff so deus eu te fic olhand func atual minh ex,afffffff so Deus eu te ficar olhar funca atual meu ex,1
afff n te dou mais nada,afff n te dou mais nad,afff n te dou mais nada,0
aff pq vc pinta cabelotd mundo sabe q vermelho loiro so fica bom tom pele clara,aff pq vc pint cabelotd mund sab q vermelh loir so fic bom tom pel clar,Aff pq vc pinto cabelotd Mundo saber q vermelho loiro so ficar bom tom pele claro,1
aff so nao tem negro oscar agora eles sao racista pfvr miga melhore,aff so nao tem negr oscar agor eles sao racist pfvr mig melhor,aff so nao ter negro oscar agora ele sao racistar pfvr migo melhore,0
afinal constituicao republica feita senhores serve violada,afinal constituica republ feit senhor serv viol,afinal constituicao republico fazer senhor servir violar,1
afinal privatizacao ensino mediosuperior brasileiro fim projetos sociais ajudam milhoes vai levantar pais,afinal privatizaca ensin mediosuperior brasileir fim projet soc ajud milho vai levant pais,afinal privatizacao ensino mediosuperior brasileiro fim projeto social ajudar milhoes ir levantar pai,1
afinal time presidio precisa goleiro,afinal tim presidi precis goleir,afinal time presidio precisar goleiro,0
forca sonho,forc sonh,forca sonho,0
forma voce ve nao altera voce fato,form voc ve nao alter voc fat,forma voce ve nao alter voce fato,0
ixi amiga marron marromenos termino namoro foda ne,ixi amig marron marromen termin namor fod ne,ixi amigo marron marromeno termino namorar foda ne,0
nem eu amiga nem eu ela diz eavidasegue,nem eu amig nem eu ela diz eavidaseg,nem eu amigar nem eu ela dizer eavidasegue,0
ooowwww amorrr ja chegou,ooowwww amorrr ja cheg,ooowwww amorrr ja chegar,0
quero saber tudooo diaaaa,quer sab tudoo diaaa,querer saber tudooo diaaao,0
sei la inventei agora catita hahaha,sei la invent agor catit hahah,saber la inventei agora catito hahaho,0
abril seminario sobre ideologia generocom certificado abril ariquemesro,abril seminari sobr ideolog generocom certific abril ariquemesr,abril seminario sobre ideologia generocom certificar abril ariquemesro,0
agenda actualizada proximos meses,agend actualiz prox mes,agenda actualizar proximo mês,0
agenda marcosp congressoevangelizarkids informacoes igreja batista povo,agend marcosp congressoevangelizarkids informaco igrej batist pov,agendar marcosp congressoevangelizarkidsr informacoes igreja batista povo,0
agendamaio palestra sobre identidade generoideologia genero saoluizmaranhao,agendamai palestr sobr ident generoideolog gener saoluizmaranha,agendamaio palestrar sobre identidade generoideologia genero saoluizmaranhao,0
agenda marco simposio sobre ideologia genero,agend marc simposi sobr ideolog gener,agendar marco simposio sobre ideologia genero,0
agenda marco ideologia genero,agend marc ideolog gener,agendar marco Ideologia genero,1
agenda proximos tempos bilhetes fnac ticketline,agend prox temp bilhet fnac ticketlin,agendar proxi tempo bilhete fnac ticketline,0
agenda saopaulo congresso evangelizar kids igreja batista povo,agend saopaul congress evangeliz kids igrej batist pov,agendar saopaulo congresso evangelizar kids igreja batista povo,0
agendas dias marco campinassp simposio ideologia genero cultos familiar,agend dias marc campinassp simposi ideolog gener cult famili,agenr dia Marco campinassp simposio ideologia genero culto familiar,0
agende seminario palestras lideranca jovens igreja geral sobre ideologia genero livros,agend seminari palestr lideranc jovens igrej geral sobr ideolog gener livr,agender seminario palestra lideranca jovem igreja geral sobre ideologia genero livro,0
gente mulher humano mais burra acreditar ainda possa amor verdadeiro,gent mulh human mais burr acredit aind poss amor verdadeir,gente mulher humano mais burra acreditar ainda poder amor verdadeiro,0
gente nao sabe mulher ta feliz burca nao sabe tranquilo p travesti ta roupa etc etc etc,gent nao sab mulh ta feliz burc nao sab tranquil p travest ta roup etc etc etc,gente nao saber mulher ta feliz burca nao saber tranquilo p travesti ta roupa etc etc etc,0
cara escolhe foto muito fanfarrao,car escolh fot muit fanfarra,cara escolhe foto muito Fanfarrao,0
fazer grevenao trabalhare alivio brasil ja ela so faz atrapalhar pais mesmo devo,faz grevena trabalhar alivi brasil ja ela so faz atrapalh pais mesm dev,fazer grevenao trabalhare alivio Brasil ja ele so fazer atrapalhar pai mesmo devo,1
globo mentiu futebol feminino mulherada sempre iludida acredita tudo normal,glob ment futebol feminin mulher sempr ilud acredit tud normal,globo mentir futebol feminino mulherar sempre iludir acreditar tudo normal,1
globo so mostra belezas amor carnavalmas quer saber verdade liga mostrando tda violencia,glob so mostr belez amor carnavalm quer sab verdad lig mostr tda violenc,globo so mostrar beleza amor carnavalma querer saber verdade ligar mostrar tda violencia,0
gloria alvarez arrebenta discurso dela cpac sensacional,glor alvarez arrebent discurs del cpac sensacional,gloria alvarez arrebentar discurso de ela cpac sensacional,0
fato cidadao bem passar portar arma nao transformara bandido crime questao indole,fat cidada bem pass port arma nao transform band crim questa indol,fato cidadao bem passar portar arma nao transformar bander crime questao indole,0
agora deu tilt ameba teve cara pau comparar trump hugo chavez,agor deu tilt ameb tev car pau compar trump hug chavez,agora dar tilt ameba ter cara pau comparar trump hugo chavez,1
agora oficial dinossauros estao extintos,agor oficial dinossaur esta extint,agora oficial dinossauro estao extinto,0
agora so gordas feias pra caralho,agor so gord fei pra caralh,agora so gorda feio pra caralho,1
agora nao entendo mais nada branco nao pode namorar negra ue mais vao termina colegio pega vaga mac valeu,agor nao entend mais nad branc nao pod namor negr ue mais vao termin colegi peg vag mac val,agora nao enter mais nada branco nao poder namorar negro ue mais vao terminar colegio pegar vaga mac valer,1
agora novos refugiados ja nao sao causa guerra sao ate chamados refugiados economicos sempre foram nao fugiram nada,agor nov refugi ja nao sao caus guerr sao ate cham refugi econom sempr for nao fug nad,agora novo refugiado ja nao sao causar guerra sao ate chamar refugiado economico sempre ser nao fugir nada,0
agora pareco gajos viram fufas dizem ela sao fufas pq nunca experimentaram pila lol,agor parec gaj vir fuf diz ela sao fuf pq nunc experiment pil lol,agora pareco gajo ver fufa dizer ele sao fufa pq nunca experimentar pila lol,1
agora dilma vai sair quem assume aecio ne,agor dilm vai sair quem assum aeci ne,agora dilmar ir sair quem assumir aecio ne,0
agora refugiados ideologia cultura completamente incompativeis nossas ai nao tem mesmo,agor refugi ideolog cultur complet incompativ noss ai nao tem mesm,agora refugiado ideologio cultura completamente incompativel nosso ai nao ter mesmo,1
agora sim esse latinos imundos vao parar tentar entrar eua trump,agor sim esse latin imund vao par tent entrar eua trump,agora sim esse latino imunr vao parar tentar entrar eua trump,1
agora sim correto abraco paz,agor sim corret abrac paz,agora sim correto abraco paz,0
agora sim eu assumo,agor sim eu assum,agora sim eu assumar,0
agora sim pode usar perfume,agor sim pod usar perfum,agora sim poder usar perfume,0
agora sim lisboa estamos prontos comecar,agor sim lisbo estam pront comec,agora sim Lisboa estar pronto comecar,0
agora ta moda colocar culpa paises om nao engane aos outrosquem produziu refugiados foram eua otan,agor ta mod coloc culp pais om nao engan aos outrosqu produz refugi for eua otan,agora ta modo colocar culpa paise om nao Engane a o outrosquem produzir refugiado ser EUA otan,0
agora tudo apropriacao cultural nao pode nem usar turbante mais,agor tud apropriaca cultural nao pod nem usar turbant mais,agora tudo apropriacao cultural nao poder nem usar turbante mais,0
agora tudo faz sentido,agor tud faz sent,agora tudo fazer sentido,0
agora vc pensa cidada nao cuida propria filha querer impor sala aula deve ensinado ao filho absurdo,agor vc pens cid nao cuid propr filh quer impor sal aul dev ensin ao filh absurd,agora vc pensar cidar nao cuida proprio filha querer impor sala aulo dever ensinar a o filho absurdo,1
agradecese esse empurrao vindo outro lado atlantico dar golpe misericordia famigerada brexit pexit,agradeces esse empurra vind outr lad atlant dar golp misericord famiger brexit pexit,agradeceser esse empurrao vir outro lado atlantico dar golpe misericordia famigerado brexit pexit,0
grande imprensa populacao esquerdista mostram quao democraticos sao ao sequer deixar trump comecar trabalhar,grand imprens populaca esquerd mostr qua democrat sao ao sequ deix trump comec trabalh,grande imprensa populacaor esquerdista mostrar quao democratico se ao a o sequer deixar trump comecar trabalhar,0
grande questao aqui ha tantos furos ilegais vindo washington haverao furos quando eu negociar,grand questa aqu ha tant fur ileg vind washington havera fur quand eu negoc,grande questao aqui ha tanto furo ilegal vir Washington haverao furo quando eu negociar,0
greve estivadores pnr,grev estiv pnr,grever estivador pnr,0
aguarela muitos anos salazar,aguarel muit anos salaz,aguarela muito ano salazar,0
agua essencial coisa maricas cerveja essencial,agu essencial cois maric cervej essencial,agua essencial coisa maricas cerveja essencial,1
ahahaha musas direita destroem qualquer petista gleisi hoffman,ahahah mus direit destro qualqu petist gleis hoffman,ahahaha muso direita destroem qualquer petista gleisir hoffman,0
hipocrisia esquerdista mais alta essencia aqui somos temos odio vai dai porra,hipocris esquerd mais alta essenc aqu som tem odi vai dai porr,hipocrisia esquerdisto mais alto essencia aqui ser ter odio ir dai porra,1
ah la filho porteiro passou enem,ah la filh porteir pass enem,ah la filho porteiro passar enem,0
ah mas artista tal eh gorda ela eh feia tem tanto dinheiro n melhora te fode garota nao eh pq ela eh famosa q ela tem q perfeita,ah mas artist tal eh gord ela eh fei tem tant dinheir n melhor te fod garot nao eh pq ela eh famos q ela tem q perfeit,ah mas artistar tal eh gorda ela eh feia ter tanto dinheiro n melhora te Fode garota nao eh pq ela eh famoso q ela ter q perfeito,1
ah perigo islao tal civilizacao europeia nao sei,ah perig isla tal civilizaca europ nao sei,ah perigo islao tal civilizacao europeu nao saber,0
ah nacionalismo deste gajo economico tao economico quanto pcp diferenca pcp nao querer angola volta,ah nacional dest gaj econom tao econom quant pcp diferenc pcp nao quer angol volt,ah nacionalismo de este gajo economico tao economico quanto pcp diferenca pcp nao querer angol volta,0
ah valente mortalidade infantil angola nao vai nada oh isabel,ah valent mortal infantil angol nao vai nad oh isabel,ah valente mortalidade infantil Angola nao ir nada oh isabel,0
ah voce nao tem presidiarios deles nao tenho mesmo nao tenho vitimas fazem,ah voc nao tem presidiari del nao tenh mesm nao tenh vitim faz,ah voce naoer ter presidiario de ele nao ter mesmo nao ter vitima fazer,0
identidade nao vende,ident nao vend,identidade nao vender,0
ideologia genero chegou mais alto grau insanidade identidade genero alienigenaok,ideolog gener cheg mais alto grau insan ident gener alienigenaok,ideologia Genero chegar mais alto grau insanidade identidade genero alienigenaok,0
ai fiz piada sexista machista mas nao sou nada disso vc burra nao tem senso humor feliz dia mulher,ai fiz piad sexist machist mas nao sou nad diss vc burr nao tem sens humor feliz dia mulh,ai fiz piar sexista machista mas nao ser nada de isso vc burra nao ter senso humor feliz dia mulher,1
ai luigi mas vc ta militando q saco pois pq eu entendo privilegios eu tenho nascido homem branco,ai luig mas vc ta milit q sac pois pq eu entend privilegi eu tenh nasc hom branc,ai luigi mas vc ta militar q saco pois pq eu enter privilegio eu ter nascer homem branco,1
imagem define sao esquerda direita esquerda vagabundo mascarado direita patriota bandeir,imag defin sao esquerd direit esquerd vagabund mascar direit patriot band,imagem definir sao esquerdo direito esquerdo vagabur mascarado direito patriota bandeir,1
ai deus bom vida loka,ai deus bom vid lok,ae i Deus bom vida loka,0
imprensa sempre lado bandidos pra quem ainda tinha alguma duvida,imprens sempr lad band pra quem aind tinh algum duv,imprensa sempre lado bandir pra quem ainda ter algum duvida,0
ai nao suspeito ne vagabundos comprovado mas for bandido atirando contra pm carro roub,ai nao suspeit ne vagabund comprov mas for band atir contr pm carr roub,ai nao suspeito ne vagabunr comprovar mas ser bander atirar contra pm carro rouber,1
ainda proposito afins aqui ficam palavras alguem proprio sistema pacheco pereira,aind proposit afins aqu fic palavr algu propri sistem pachec pereir,ainda proposito afim aqui ficar palavra alguir proprio sistema pacheco Pereira,1
ainda bem q ontem fifa n atribuiu premio fairplay chapecoense temos parar premiar equipas cujos jogadores atiram p chao,aind bem q ontem fif n atribu premi fairplay chapecoens tem par premi equip cuj jogador atir p cha,ainda bem q ontem fifa n atribuir premio fairplay chapecoense ter parar premiar equipa cujo jogador atirar p chao,0
ainda bem eu sou sapatao nao preciso disso,aind bem eu sou sapata nao precis diss,ainda bem eu ser sapatao nao preciso de isso,0
ainda bem crivella ganhou imagina so rio droga legalizada sem pm aborto liberado,aind bem crivell ganh imagin so rio drog legaliz sem pm abort liber,ainda bem crivella ganhar imaginar so rio droga legalizar sem pm aborto liberar,0
ainda bem stf soltou goleiro bruno agora sabemos falta moral tem caso bolsonaro mais piada stf vergonha,aind bem stf solt goleir brun agor sab falt moral tem cas bolsonar mais piad stf vergonh,ainda bem stf soltar goleiro bruno agora saber falta moral ter caso bolsonaro mais piada stf vergonha,0
ainda bem trump ganhou imagina so mundo sem nenhuma guerra preconceito nossa muito chato quer bomba coreia,aind bem trump ganh imagin so mund sem nenhum guerr preconceit noss muit chat quer bomb cor,ainda bem trump ganhar imaginar so mundo sem nenhum guerra preconceito nosso muito chato querer bomba coreio,0
ainda estou surpreendida cara sapatao dessa camilinha,aind estou surpreend car sapata dess camilinh,ainda estar surpreender cara sapatao de esse camilinha,1
ainda nao acredito nao estarei recife dia oquartosecreto serio saco boloderolofeelings,aind nao acredit nao estar recif dia oquartosecret seri sac boloderolofeelings,ainda nao acreditar nao estar recifer dia oquartosecreto serio saco boloderolofeelings,0
ainda eu falasse lingua homens anjos usaria ambas pra denegrir imagem,aind eu fal lingu homens anjos usar ambas pra denegr imag,ainda eu falar lingua homem anjo usar ambos pra denegrir imagem,0
ainda tem trafico pq tem gente compra compra voltasse crime tudo estaria harmonia,aind tem trafic pq tem gent compr compr volt crim tud estar harmon,ainda ter trafico pq ter gente compra compra voltar crime tudo estar harmonio,0
ain mas repente nem assim mano pq vcs acham q eu postei isso sem ler texto apelo meritocracia q nem diz titulo,ain mas repent nem assim man pq vcs acham q eu post isso sem ler text apel meritocrac q nem diz titul,ain mas repente nem assim mano pq vcs achar q eu postar isso sem ler texto apelo meritocracia q nem dizer titulo,0
ain doria indo bem nesse ultimos mesesse ele candidatar presidente pelo psdb votaria nele,ain dor indo bem ness ultim mes ele candidat president pel psdb vot nel,ain dor ir bem em esse ultimos meser ele candidatar presidente por o psdb votar em ele,0
internet nossa feministase cia infiltradas orgaos justica buscam combater essa crescente meio censura via justica,internet noss feministas cia infiltr orga justic busc combat essa crescent mei censur via justic,Internet nosso feministase cia infiltrar orgaos justica buscar combater esse crescente meio censura via justico,1
intoxicacao mariquice mental ditadura relativismo anulam valores enfraquecem vontades depois sao,intoxicaca mariquic mental ditadur relativ anul valor enfraquec vontad depo sao,intoxicacao mariquice mental ditadurar relativismo anular valor enfraquecer vontade depois sao,0
ai q gostoso cleo pires fumando publicando net pq privilegio branco classe eh tao lindo,ai q gostos cle pir fum public net pq privilegi branc class eh tao lind,ae i q gostoso cleo pir fumar publicar net pq privilegio branco classe eh tao lir,0
ai saudade ditadura,ai saudad ditadur,ai saudade ditadurar,1
ai socorro jesus deixa essa mulher programa favor so pra gente ouvir ela botar conceitos fisicos cozinha masterchefbr,ai socorr jesus deix essa mulh program favor so pra gent ouv ela bot conceit fisic cozinh masterchefbr,ai socorro jesus deixar esse mulher programa favor so pra gente ouvir ele botar conceito fisico cozinha masterchefbr,0
ai tem muito preto bbb nem vo assistir kkk,ai tem muit pret bbb nem vo assist kkk,ai ter muito preto bbb nem vo assistir kkk,1
ai thewalkingdead deixa sobre zumbis vira jogos mortais,ai thewalkingdead deix sobr zumb vir jog mort,ai thewalkingdead deixar sobre zumbis vira jogo mortal,0
ai vc chega colegio super cansada trabalho curso encontra grupinho sapatao falando ex coisa sapatao tem ex,ai vc cheg colegi sup cans trabalh curs encontr grupinh sapata fal ex cois sapata tem ex,ai vc chegar colegio super cansar trabalho curso encontrar grupinho sapatao falar ex coisa sapatao ter ex,1
sensacional,sensacional,sensacional,0
era direita essa menina tem transtorno personalidade algo pior,era direit essa menin tem transtorn personal algo pior,ser direito esse menina ter transtorno personalidade algo mau,0
isso mulher nao precisa obrigatoriamente feminista mulher maioria nao comp,isso mulh nao precis obrigatori femin mulh maior nao comp,isso mulher nao precisar obrigatoriamente feministo mulher maiorio nao comp,0
isso coisa seres humanos,isso cois ser human,isso coisa ser humano,0
ju voce ta mais corada andou pegando praia,ju voc ta mais cor andou peg pra,ju voce ta mais corar andar pegar praia,0
me senti segura nesse dia,me sent segur ness dia,eu sentir seguro em esse dia,0
nao esqueca ele quer receber refugiados guerra vai islamizar brasil,nao esquec ele quer receb refugi guerr vai islamiz brasil,nao esqueca ele querer receber refugiado guerra ir islamizar Brasil,1
novo filme curioso caso quem sempre atacou igreja catolica cristianismo mas agora defende papa francisco,nov film curios cas quem sempr atac igrej catol cristian mas agor defend pap francisc,novo filme curioso caso quem sempre atacar igreja catolico cristianismo mas agora defender papa Francisco,0
pra mulher hoje dia aguentar movimento feministatem muito macho kkkkk,pra mulh hoj dia aguent moviment feministat muit mach kkkkk,pra mulher hoje dia aguentar movimento feministatemr muito macho kkkkk,1
nada aqui quebrada molecada arisca hahahahaha,nad aqu quebr molec arisc hahahahah,nada aqui quebrar molecar arisco hahahahaho,0
nao caso brasileiraporque kg cocainae peso bulldogue frances,nao cas brasileiraporqu kg cocaina pes bulldog franc,nao caso brasileiraporque kg cocainae peso bulldogue france,0
justica tem estar ao servico todos nao merce privilegios quantos,justic tem estar ao servic tod nao merc privilegi quant,justica ter estar a o servico todo nao merce privilegio quanto,1
alo feminista ate portela voltou pai nada,alo femin ate portel volt pai nad,alo feminista ate portela voltar pai nada,1
alo feministas ate jesusestavoltando pai nao,alo femin ate jesusestavolt pai nao,alo feministo ate jesusestavoltar pai nao,1
alo feministas ate sistema solar resolveu aparecer pai nada,alo femin ate sistem sol resolv aparec pai nad,alo feministo ate sistema solar resolver aparecer pai nada,1
alo rapaziada hora desligar rede social agora sabadao churrascao cervejao mais tarde praticar coito abraco todos paz,alo rapazi hor deslig red social agor sabada churrasca cerveja mais tard pratic coit abrac tod paz,alo rapaziar hora desligar rede social agora sabadao churrascao cervejao mais tarde praticar coito abraco todo paz,0
alo rapaziada vamos respeitar donzelas porcos bebados imundos paz carnavalsemassedio usecamisinha,alo rapazi vam respeit donzel porc beb imund paz carnavalsemassedi usecamisinh,alo rapaziar ir respeitar donzela porco bebado imunr paz carnavalsemassedio usecamiser,1
lavajato chegou ao foro sao paulo descobriu odebrecht dava dinheiro farc lindo trabalho pol,lavajat cheg ao for sao paul descobr odebrecht dav dinheir farc lind trabalh pol,lavajato chegar a o foro sao Paulo descobrir odebrecht dar dinheiro farc lir trabalho pol,0
perfil fala mau gente branca eu sou racista coerencia cade,perfil fal mau gent branc eu sou racist coerenc cad,perfil falar mau gente branco eu ser racista coerencia cade,0
nao racismo nem machismo esteriotipar mulher causa dolugar ela nasceu ne claro nao,nao racism nem machism esteriotip mulh caus dolug ela nasc ne clar nao,nao racismo nem machismo esteriotipar mulher causo dolugar ela nascer ne claro nao,1
racistamachista sem argumentos mais tem,racistamach sem argument mais tem,racistamachista sem argumento mais ter,0
vc devia calar boca pq vc tao racista quanto,vc dev cal boc pq vc tao racist quant,vc dever calar boca pq vc tao racista quanto,1
tb nao entendo concordo vc,tb nao entend concord vc,tb nao enter concordo vc,0
alem tremenda baboseira quantidade erros portugues absurda qq meio comunicacao serio teria vergon,alem tremend baboseir quantidad erros portugu absurd qq mei comunicaca seri ter vergon,aler tremenda baboseiro quantidade erro portugue absurda qq meio comunicacao serio ter vergon,1
questao habito,questa habit,questao habito,0
falar abafar sabes jesus janta hoje palhinha,fal abaf sab jesus jant hoj palhinh,falar abafar sabes jesus jantar hoje palhinha,0
vamos ficar aqui antes fique excitado,vam fic aqu antes fiqu excit,ir ficar aqui antes ficar excitar,0
alerta jornalista alexandregarcia adquira livros ideologia genero educacao familias,alert jornal alexandregarc adqu livr ideolog gener educaca famil,alertar jornalista alexandregarciar adquiro livro Ideologia Genero educacao familio,0
deixa chefe olavo saber disso rrsss st,deix chef olav sab diss rrsss st,deixar chefe olavo saber de isso rrsss st,0
alexandraparkclub paraiso apenas curitiba litoral faca evento empresas igrejas,alexandraparkclub parais apen curitib litoral fac event empres igrej,alexandraparkclub paraiso apenas Curitiba litoral facar evento empresa igrejo,0
alexandredemorais novo ministro stf somente senadores rejeitaram nome pessoalkkk kkkkkkkkk,alexandredemor nov ministr stf soment senador rejeit nom pessoalkkk kkkkkkkkk,alexandredemoral novo ministro stf somente senador rejeitar nome pessoalkkk kkkkkkkkk,0
eu te amo,eu te amo,eu te amo,0
melhor forma ajudar refugiados levar cultura ocidental pra la nao contrario so estao espalhando problema,melhor form ajud refugi lev cultur ocidental pra la nao contrari so esta espalh problem,bom forma ajudar refugiado levar cultura ocidental pra la nao contrario so estao espalhar problema,1
alexandre moraes nao deveria sequer sido ministro agora ocupara cadeira stf gsus,alexandr mora nao dev sequ sid ministr agor ocup cadeir stf gsus,Alexandre moraes nao dever sequer ser ministro agora ocupar cadeira stf gsus,0
alexandres morais novo ministro stf somente senadores votaram contra ele pessoalkkkk,alexandr mor nov ministr stf soment senador vot contr ele pessoalkkkk,alexandr moral novo ministro stf somente senador votar contra ele pessoalkkkkr,0
algarvios caravana caminho grego bataguas tambem auditorio verde h bilhetes sitios co,algarvi caravan caminh greg batagu tamb auditori verd h bilhet siti co,algarvio caravana caminho grego bataguas tamber auditorio verde h bilhete sitio co,0
algo incomoda extremamente esquerda mulher nao vende ao discurso barato politicamente correto,algo incomod extrem esquerd mulh nao vend ao discurs barat polit corret,algo incomodar extremamente esquerdo mulher nao vender a o discurso barato politicamente correto,0
alguem ai quer peixe pq eu ja pesquei varios aqui cheiros todasssss,algu ai quer peix pq eu ja pesqu vari aqu cheir todasssss,alguir ai quer peixe pq eu ja pesquei vario aqui cheiro todasssss,0
alguem coloca faca muculmano peito merkelpq isso acontece pela alemanha,algu coloc fac muculman peit merkelpq isso acontec pel alemanh,alguir colocar faca muculmano peito merkelpq isso acontecer por o alemanha,1
