id,title,fake_news,clean_title,stemmed_title,lemmatized_title
1501,O decreto [de emergência em saúde pública] foi publicado no dia 3 de Fevereiro de 2020 [pelo governo Bolsonaro] e foi enviado para o Congresso um Projeto de Lei com regras para a quarentena sanitária e foi descartado por Rodrigo Maia.,1,decreto emergncia sade pblica publicado dia fevereiro governo bolsonaro enviado congresso projeto lei regras quarentena sanitria descartado rodrigo maia,decreto emergncia sade pblica publicado dia fevereiro governo bolsonaro enviado congresso projeto lei regra quarentena sanitria descartado rodrigo maia,decreto emergncia sade pblica publicado dia fevereiro governo bolsonaro enviado congresso projeto lei regras quarentena sanitria descartado rodrigo maia
1600,FBI retirou todas as máscaras que vieram da china que testaram positivo para covide.19 Raça de víboras...Estão vendo gente não usem nada que vem da china..,1,fbi retirou todas mscaras vieram china testaram positivo covide raa vborasesto vendo gente usem nada vem china,fbi retir toda mscara vieram china testaram positivo covid raa vborasesto vendo gent usem nada vem china,fbi retirou toda mscaras vieram china testaram positivo covide raa vborasesto vendo gente usem nada vem china
1661,"Policiais federais, civis e militares invadiram o congresso nacional hoje e a mídia ficou caladinha.",1,policiais federais civis militares invadiram congresso nacional hoje mdia ficou caladinha,policiai federai civi militar invadiram congresso nacion hoje mdia ficou caladinha,policiais federais civis militares invadiram congresso nacional hoje mdia ficou caladinha
1665,"#URGENTE. QUEM RECEBEU RECEBEU QUEM NO RECEBEU NO RECEBE MAIS. Governo volta atrás e afirma NO TER DINHEIRO para continuar os pagamentos do AUXLIO EMERGENCIAL de R$ 600,00!",1,urgente recebeu recebeu recebeu recebe governo volta atrs afirma ter dinheiro continuar pagamentos auxlio emergencial r,urgent recebeu recebeu recebeu receb governo volta atr afirma ter dinheiro continuar pagamento auxlio emergenci r,urgente recebeu recebeu recebeu recebe governo volta atrs afirma ter dinheiro continuar pagamentos auxlio emergencial r
1667,"Chá de limão com alho e jambu está matando os sintomas do coronavírus. Muitas pessoas ficaram boas sem precisar ir para o hospital, porque lá é pior. Deus está curando muita gente através desse chá. Quem não quiser morrer e só fazer esse chá, e tomar morno, e Deus fará o milagre. Um limão, 2 dentes de alho e algumas folhas e flor de jambu, quanto mais forte o chá melhor. Ouvi testemunhos!",1,ch limo alho jambu est matando sintomas coronavrus muitas pessoas ficaram boas precisar ir hospital porque l pior deus est curando muita gente atravs desse ch quiser morrer s fazer ch tomar morno deus far milagre limo dentes alho algumas folhas flor jambu quanto forte ch melhor ouvi testemunhos,ch limo alho jambu est matando sintoma coronavru muita pessoa ficaram boa precisar ir hospit porqu l pior deu est curando muita gent atrav dess ch quiser morrer s fazer ch tomar morno deu far milagr limo dent alho alguma folha flor jambu quanto fort ch melhor ouvi testemunho,ch limo alho jambu est matando sintomas coronavrus muitas pessoas ficaram boa precisar ir hospital porque l pior deus est curando muita gente atravs desse ch quiser morrer s fazer ch tomar morno deus far milagre limo dentes alho algumas folhas flor jambu quanto forte ch melhor ouvi testemunhos
1678,Nelson Teich está auditando todos os números divulgados pelos Estados sobre o Covid-19.Resultado: 1-Números de SP começaram a cair como mágica. 2-A Globo parou de divulgar os números de óbitos. 3-Estados e Prefeituras avisaram que vão reabrir suas economias,1,nelson teich est auditando todos nmeros divulgados estados sobre covidresultado nmeros sp comearam cair mgica globo parou divulgar nmeros bitos estados prefeituras avisaram vo reabrir economias,nelson teich est auditando todo nmero divulgado estado sobr covidresultado nmero sp comearam cair mgica globo parou divulgar nmero bito estado prefeitura avisaram vo reabrir economia,nelson teich est auditando todos nmeros divulgados estados sobre covidresultado nmeros sp comearam cair mgica globo parou divulgar nmeros bitos estados prefeituras avisaram vo reabrir economias
1679,Nelson Teich está auditando todos os números divulgados pelos Estados sobre o Covid-19,1,nelson teich est auditando todos nmeros divulgados estados sobre covid,nelson teich est auditando todo nmero divulgado estado sobr covid,nelson teich est auditando todos nmeros divulgados estados sobre covid
1741,Precisamos consumir mais alimentos alcalinos que nos ajudem a aumentar o nível de PH para combater o coronavírus,1,precisamos consumir alimentos alcalinos ajudem aumentar nvel ph combater coronavrus,precisamo consumir alimento alcalino ajudem aumentar nvel ph combat coronavru,precisamos consumir alimentos alcalinos ajudem aumentar nvel ph combater coronavrus
1746,Lula sai em defesa do Sérgio Moro e afirma: Homem justo e honesto que julga com justiça,1,lula sai defesa srgio moro afirma homem justo honesto julga justia,lula sai defesa srgio moro afirma homem justo honesto julga justia,lula sai defesa srgio moro afirma homem justo honesto julga justia
1801,Mar da Galiléia em Israel transborda pela primeira vez em 300 anos,1,mar galilia israel transborda primeira vez anos,mar galilia israel transborda primeira vez ano,mar galilia israel transborda primeira vez ano
1803,Es falso que Brasil sea el país con el mayor número de personas recuperadas de Covid-19 | Aos Fatos,1,es falso brasil sea el pas con el mayor nmero personas recuperadas covid fatos,es falso brasil sea el pa con el mayor nmero persona recuperada covid fato,e falso brasil sea el pa con el mayor nmero persona recuperadas covid fatos
1873,GOVERNADOR Rui Costa PEDE PARA A prefeita de Porto Seguro INVENTAR 200 DOENTES PARA RECEBER VERBA DE BOLSONARO.,1,governador rui costa pede prefeita porto seguro inventar doentes receber verba bolsonaro,governador rui costa pede prefeita porto seguro inventar doent receb verba bolsonaro,governador rui costa pede prefeita porto seguro inventar doentes receber verba bolsonaro
1875,"Em *Minas Gerais* , onde *o governador é sério e não está envolvido na trama para derrubar o Presidente*, a taxa de letalidade da covid-19 é mais de 11 vezes menor que em São Paulo",1,minas gerais onde governador srio est envolvido trama derrubar presidente taxa letalidade covid vezes menor so paulo,mina gerai ond governador srio est envolvido trama derrubar president taxa letalidad covid veze menor so paulo,mina gerais onde governador srio est envolvido trama derrubar presidente taxon letalidade covid vezes menor so paulo
1876,"Em *Minas Gerais* , onde *o governador é sério e não está envolvido na trama para derrubar o Presidente*, a taxa de letalidade da covid-19 é ... mais de 10 vezes menor que no Ceará",1,minas gerais onde governador srio est envolvido trama derrubar presidente taxa letalidade covid vezes menor cear,mina gerai ond governador srio est envolvido trama derrubar president taxa letalidad covid veze menor cear,mina gerais onde governador srio est envolvido trama derrubar presidente taxon letalidade covid vezes menor cear
1877,"Em *Minas Gerais* , onde *o governador é sério e não está envolvido na trama para derrubar o Presidente*, a taxa de letalidade da covid-19 é ... mais de 31 vezes menor que no Rio de Janeiro",1,minas gerais onde governador srio est envolvido trama derrubar presidente taxa letalidade covid vezes menor rio janeiro,mina gerai ond governador srio est envolvido trama derrubar president taxa letalidad covid veze menor rio janeiro,mina gerais onde governador srio est envolvido trama derrubar presidente taxon letalidade covid vezes menor rio janeiro
1911,O Santo Papa Francisco pediu a todos que repitam esta oração na mente: Estou vacinado com o Sangue de Cristo: nenhum vírus pode tocar-me!,1,santo papa francisco pediu todos repitam orao mente vacinado sangue cristo nenhum vrus pode tocarme,santo papa francisco pediu todo repitam orao ment vacinado sangu cristo nenhum vru pode tocarm,santo papa francisco pediu todos repitam orao mente vacinado sangue cristo nenhum vrus pode tocarme
1916,"Esses coveiros são muito fortes, entre o peso do caixão e o corpo é no mínimo 4 pessoas para carregar. ... Caixões vazios são enterrados para os prefeitos cobrarem falsos enterros ao Governo Federal e com isso seguir com a máquina de roubo de dinheiro público Federal",1,coveiros so fortes peso caixo corpo mnimo pessoas carregar caixes vazios so enterrados prefeitos cobrarem falsos enterros governo federal seguir mquina roubo dinheiro pblico federal,coveiro so fort peso caixo corpo mnimo pessoa carregar caix vazio so enterrado prefeito cobrarem falso enterro governo feder seguir mquina roubo dinheiro pblico feder,coveiros so fortes peso caixo corpo mnimo pessoas carregar caixes vazios so enterrados prefeitos cobrarem falsos enterros governo federal seguir mquina roubo dinheiro pblico federal
1920,"FORAM DESENTERRADOS DIVERSOS CAIXOES NO CEMITERIO DE BH E ENCONTRARAM PEDRAS E PAPELAO DENTRO! E DAI' , HIPOCRITAS!",1,desenterrados diversos caixoes cemiterio bh encontraram pedras papelao dentro dai hipocritas,desenterrado diverso caixo cemiterio bh encontraram pedra papelao dentro dai hipocrita,desenterrados diversos caixoes cemiterio bh encontraram pedras papelao dentro dai hipocritas
1921,OLHA ESSA IMAGEM QUE ABSURDO TIRADA ONTEM NO GINASIO DO IBIRAPUERA COMPLEXO PARA INFECTADOS POR COVID19 OLHA COMO ESTA LOTADO QUE OS MDICOS E ENFERMEIROS NEM SABEM O QUE FAZER,1,olha imagem absurdo tirada ontem ginasio ibirapuera complexo infectados covid olha lotado mdicos enfermeiros sabem fazer,olha imagem absurdo tirada ontem ginasio ibirapuera complexo infectado covid olha lotado mdico enfermeiro sabem fazer,olha imagem absurdo tirada ontem ginasio ibirapuera complexo infectados covid olha lotado mdicos enfermeiros sabem fazer
1923,"Guarda Municipal e Polícia Militar estão multando quem estiver dirigindo sem máscara e quem estiver dentro do carro a multa custa $ 128 reais por pessoas sic. Todos devem usar máscara dentro do carro! Multa vem como dirigir sem uso de itens de segurança .3 pontos na carteira. Isso serve para motos também. Quem puder compartilhar para ajudar, tem muitos que não sabem",1,guarda municipal polcia militar esto multando dirigindo mscara dentro carro multa custa reais pessoas sic todos devem usar mscara dentro carro multa vem dirigir uso itens segurana pontos carteira serve motos tambm puder compartilhar ajudar muitos sabem,guarda municip polcia militar esto multando dirigindo mscara dentro carro multa custa reai pessoa sic todo devem usar mscara dentro carro multa vem dirigir uso iten segurana ponto carteira serv moto tambm puder compartilhar ajudar muito sabem,guarda municipal polcia militar esto multando dirigindo mscara dentro carro multa custa reais pessoas sic todos devem usar mscara dentro carro multa vem dirigir uso itens segurana pontos carteira serve motos tambm puder compartilhar ajudar muitos sabem
1995,"Enquanto você trabalhador está desesperado pra receber estes 600 reais de auxílio emergencial que está sempre em análise, o Governador Wilson Witzel vai dar aos vagabundos que roubam celular, traficantes, estelionatários e estupradores que estão nos presídios, um auxílio covid de R$ 836,00 sem necessidade de análise",1,enquanto voc trabalhador est desesperado pra receber reais auxlio emergencial est sempre anlise governador wilson witzel vai dar vagabundos roubam celular traficantes estelionatrios estupradores esto presdios auxlio covid r necessidade anlise,enquanto voc trabalhador est desesperado pra receb reai auxlio emergenci est sempr anlis governador wilson witzel vai dar vagabundo roubam celular traficant estelionatrio estuprador esto presdio auxlio covid r necessidad anlis,enquanto voc trabalhador est desesperado pra receber reais auxlio emergencial est sempre anlise governador wilson witzel vai dar vagabundos roubam celular traficantes estelionatrios estupradores esto presdios auxlio covid r necessidade anlise
2000,"Em Manaus, enquanto a televisão anunciava 136 sepultamentos num único dia 2104, os cartórios registraram apenas 8 óbitos",1,manaus enquanto televiso anunciava sepultamentos nico dia cartrios registraram apenas bitos,manau enquanto televiso anunciava sepultamento nico dia cartrio registraram apena bito,manaus enquanto televiso anunciava sepultamentos nico dia cartrios registraram apenas bitos
2064,"Só foi Bolsonaro mandar o ministro da saúde para Manaus visitar os hospitais, que em dois dias houve redução de 1.000% de mortes no estado. Por que será",1,s bolsonaro mandar ministro sade manaus visitar hospitais dois dias reduo mortes estado,s bolsonaro mandar ministro sade manau visitar hospitai doi dia reduo mort estado,s bolsonaro mandar ministro sade manaus visitar hospitais doi dia reduo mortes estado
2072,Bolsonaro teve 57 milhões de votos. Para receber os 600 reais [do auxílio emergencial] teve 170 milhões inscritos. Não é fofa a resistência,1,bolsonaro milhes votos receber reais auxlio emergencial milhes inscritos fofa resistncia,bolsonaro milh voto receb reai auxlio emergenci milh inscrito fofa resistncia,bolsonaro milhes votos receber reais auxlio emergencial milhes inscritos fofa resistncia
2143,"Bolsonaro teve 57 milhões de votos, mas o BOZO teve 170 milhões de inscritos para receber os 600 reais. Não é fofa a resistência",1,bolsonaro milhes votos bozo milhes inscritos receber reais fofa resistncia,bolsonaro milh voto bozo milh inscrito receb reai fofa resistncia,bolsonaro milhes votos bozo milhes inscritos receber reais fofa resistncia
2144,Número de mortes por Covid-19 caiu em Manaus após visita do ministro da Saúde,1,nmero mortes covid caiu manaus aps visita ministro sade,nmero mort covid caiu manau ap visita ministro sade,nmero mortes covid caiu manaus aps visita ministro sade
2149,O Washington Post confirma a origem do paciente zero do coronavírus: ele era funcionário do famoso laboratório de virologia da cidade chinesa de Wuhan,1,washington post confirma origem paciente zero coronavrus funcionrio famoso laboratrio virologia cidade chinesa wuhan,washington post confirma origem pacient zero coronavru funcionrio famoso laboratrio virologia cidad chinesa wuhan,washington post confirma origem paciente zero coronavrus funcionrio famoso laboratrio virologia cidade chinesa wuhan
312,"Papa envia terço a Lula, preso político há 67 dias.",0,papa envia tero lula preso poltico h dias,papa envia tero lula preso poltico h dia,papa envia tero lula preso poltico h dia
488,"Aécio: Meu filho Frederico Pacheco de Medeiros está preso por causa de sua lealdade a você, seu primo.",0,acio filho frederico pacheco medeiros est preso causa lealdade voc primo,acio filho frederico pacheco medeiro est preso causa lealdad voc primo,acio filho frederico pacheco medeiros est preso causa lealdade voc primo
559,"... Reforma da Previdência: homens - 65 anos, mulheres - 62 anos",0,reforma previdncia homens anos mulheres anos,reforma previdncia homen ano mulher ano,reforma previdncia homens ano mulheres ano
834,Alguém avisa a Michele Bolsonaro que a lei que regulamenta a profissão de tradutor e intérprete da Língua Brasileira de Sinais Libras é da Maria do Rosário,0,algum avisa michele bolsonaro lei regulamenta profisso tradutor intrprete lngua brasileira sinais libras maria rosrio,algum avisa michel bolsonaro lei regulamenta profisso tradutor intrpret lngua brasileira sinai libra maria rosrio,algum avisa michele bolsonaro lei regulamenta profisso tradutor intrprete lngua brasileira sinai libra maria rosrio
920,"Ano passado acertei 20 questões [no Enem]. Neste ano, 18. Mesmo assim minha nota pode ser menor",0,ano passado acertei questes enem neste ano assim nota pode menor,ano passado acertei quest enem nest ano assim nota pode menor,ano passado acertei questes enem neste ano assim nota pode menor
1010,"Vacinar crianças é obrigatório, e pais que descumprem podem até perder guarda",0,vacinar crianas obrigatrio pais descumprem podem at perder guarda,vacinar criana obrigatrio pai descumprem podem at perder guarda,vacinar crianas obrigatrio pais descumprem podem at perder guarda
1128,"Caminhões militares estão carregando corpos em Bergamo, para prosseguir com o processo de cremação.",0,caminhes militares esto carregando corpos bergamo prosseguir processo cremao,caminh militar esto carregando corpo bergamo prosseguir processo cremao,caminhes militares esto carregando corpos bergamo prosseguir processo cremao
1218,Pesquisadores da USP desenvolvem ventilador pulmonar de baixo custo - TNH1,0,pesquisadores usp desenvolvem ventilador pulmonar baixo custo tnh,pesquisador usp desenvolvem ventilador pulmonar baixo custo tnh,pesquisadores usp desenvolvem ventilador pulmonar baixo custo tnh
1245,        Certificado digital do Banco Inter é revogado após chave vazar na web | G1 - Tecnologia e Games - Segurança Digital,0,certificado digital banco inter revogado aps chave vazar web g tecnologia games segurana digital,certificado digit banco inter revogado ap chave vazar web g tecnologia game segurana digit,certificado digital banco inter revogado aps chave vazar web g tecnologia game segurana digital
1246,        Windows: formatar o PC é a maneira mais eficiente de eliminar vírus  | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,windows formatar pc maneira eficiente eliminar vrus g tecnologia games tiradvidas tecnologia,window formatar pc maneira eficient eliminar vru g tecnologia game tiradvida tecnologia,window formatar pc maneira eficiente eliminar vrus g tecnologia game tiradvidas tecnologia
1247,        Pesquisador acha 5 mil roteadores de internet sem senha no Brasil | G1 - Tecnologia e Games - Segurança Digital,0,pesquisador acha mil roteadores internet senha brasil g tecnologia games segurana digital,pesquisador acha mil roteador internet senha brasil g tecnologia game segurana digit,pesquisador acha mil roteadores internet senha brasil g tecnologia game segurana digital
1251,        Opera Touch: conheça o novo navegador de internet para dispositivos móveis pode ser usado só com uma mão | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,opera touch conhea novo navegador internet dispositivos mveis pode usado s mo g tecnologia games tiradvidas tecnologia,opera touch conhea novo navegador internet dispositivo mvei pode usado s mo g tecnologia game tiradvida tecnologia,opera touch conhea novo navegador internet dispositivos mveis pode usado s mo g tecnologia game tiradvidas tecnologia
1253,        Android: clicar sobre o 'link do esquilo' faz com que seja instalado um vírus perigoso no celular | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,android clicar sobre link esquilo faz instalado vrus perigoso celular g tecnologia games tiradvidas tecnologia,android clicar sobr link esquilo faz instalado vru perigoso celular g tecnologia game tiradvida tecnologia,android clicar sobre link esquilo faz instalado vrus perigoso celular g tecnologia game tiradvidas tecnologia
1254,        Provedor que derrubou site nazista pode ser julgado por pirataria | G1 - Tecnologia e Games - Segurança Digital,0,provedor derrubou site nazista pode julgado pirataria g tecnologia games segurana digital,provedor derrub site nazista pode julgado pirataria g tecnologia game segurana digit,provedor derrubou site nazista pode julgado pirataria g tecnologia game segurana digital
1255,"        Intel está corrigindo novas versões da falha Spectre, diz site | G1 - Tecnologia e Games - Segurança Digital",0,intel est corrigindo novas verses falha spectre diz site g tecnologia games segurana digital,intel est corrigindo nova vers falha spectr diz site g tecnologia game segurana digit,intel est corrigindo nova verse falha spectre diz site g tecnologia game segurana digital
1256,        Boletos falsos e golpe no Mercado Livre: pacotão de segurança | G1 - Tecnologia e Games - Segurança Digital,0,boletos falsos golpe mercado livre pacoto segurana g tecnologia games segurana digital,boleto falso golp mercado livr pacoto segurana g tecnologia game segurana digit,boletos falsos golpe mercado livre pacoto segurana g tecnologia game segurana digital
1257,        Aplicativo Signal sofre bloqueio após mudanças do Google e da Amazon | G1 - Tecnologia e Games - Segurança Digital,0,aplicativo signal sofre bloqueio aps mudanas google amazon g tecnologia games segurana digital,aplicativo signal sofr bloqueio ap mudana googl amazon g tecnologia game segurana digit,aplicativo signal sofre bloqueio aps mudanas google amazon g tecnologia game segurana digital
1258,        Windows 10 Spring Creators Update: instalou a atualização do sistema Veja como liberar até 10 GB de espaço no HD | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,windows spring creators update instalou atualizao sistema veja liberar at gb espao hd g tecnologia games tiradvidas tecnologia,window spring creator updat instal atualizao sistema veja liberar at gb espao hd g tecnologia game tiradvida tecnologia,window spring creator update instalou atualizao sistema veja liberar at gb espao hd g tecnologia game tiradvidas tecnologia
1260,        Caiu no golpe da promoção falsa d'O Boticário de Dia das Mães Veja o que fazer | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,caiu golpe promoo falsa boticrio dia mes veja fazer g tecnologia games tiradvidas tecnologia,caiu golp promoo falsa boticrio dia me veja fazer g tecnologia game tiradvida tecnologia,caiu golpe promoo falsa boticrio dia me veja fazer g tecnologia game tiradvidas tecnologia
1263,        Saber quem visita perfil no Facebook e segurança do Android: pacotão | G1 - Tecnologia e Games - Segurança Digital,0,saber visita perfil facebook segurana android pacoto g tecnologia games segurana digital,saber visita perfil facebook segurana android pacoto g tecnologia game segurana digit,saber visita perfil facebook segurana android pacoto g tecnologia game segurana digital
1264,        Golpe do Bolsa Família atrai 600 mil vítimas no WhatsApp | G1 - Tecnologia e Games - Segurança Digital,0,golpe bolsa famlia atrai mil vtimas whatsapp g tecnologia games segurana digital,golp bolsa famlia atrai mil vtima whatsapp g tecnologia game segurana digit,golpe bolsa famlia atrai mil vtimas whatsapp g tecnologia game segurana digital
1265,        Grasshopper: conheça o game interativo que ensina a programar no celular | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,grasshopper conhea game interativo ensina programar celular g tecnologia games tiradvidas tecnologia,grasshopp conhea game interativo ensina programar celular g tecnologia game tiradvida tecnologia,grasshopper conhea game interativo ensina programar celular g tecnologia game tiradvidas tecnologia
1267,        Facebook: saiba como denunciar ofensas e abusos ocorridos na rede social | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,facebook saiba denunciar ofensas abusos ocorridos rede social g tecnologia games tiradvidas tecnologia,facebook saiba denunciar ofensa abuso ocorrido rede social g tecnologia game tiradvida tecnologia,facebook saiba denunciar ofensas abusos ocorridos rede social g tecnologia game tiradvidas tecnologia
1272,        Windows 10 Timeline: saiba como usar a nova ferramenta que simplifica o gerenciamento da rea de Trabalho | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,windows timeline saiba usar nova ferramenta simplifica gerenciamento rea trabalho g tecnologia games tiradvidas tecnologia,window timelin saiba usar nova ferramenta simplifica gerenciamento rea trabalho g tecnologia game tiradvida tecnologia,window timeline saiba usar nova ferramenta simplifica gerenciamento rea trabalho g tecnologia game tiradvidas tecnologia
1274,        Cloudflare: como acelerar a navegação na internet no celular usando novo DNS público | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,cloudflare acelerar navegao internet celular usando novo dns pblico g tecnologia games tiradvidas tecnologia,cloudflar acelerar navegao internet celular usando novo dn pblico g tecnologia game tiradvida tecnologia,cloudflare acelerar navegao internet celular usando novo dns pblico g tecnologia game tiradvidas tecnologia
1276,        AMD lança nova atualização para corrigir falha Spectre | G1 - Tecnologia e Games - Segurança Digital,0,amd lana nova atualizao corrigir falha spectre g tecnologia games segurana digital,amd lana nova atualizao corrigir falha spectr g tecnologia game segurana digit,amd lana nova atualizao corrigir falha spectre g tecnologia game segurana digital
1278,        Facebook lança ferramenta de remoção de aplicativos em massa; veja | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,facebook lana ferramenta remoo aplicativos massa veja g tecnologia games tiradvidas tecnologia,facebook lana ferramenta remoo aplicativo massa veja g tecnologia game tiradvida tecnologia,facebook lana ferramenta remoo aplicativos massa veja g tecnologia game tiradvidas tecnologia
1279,"        Grande ameaça hacker de 2017, vírus de resgate estão em declínio | G1 - Tecnologia e Games - Segurança Digital",0,grande ameaa hacker vrus resgate esto declnio g tecnologia games segurana digital,grand ameaa hacker vru resgat esto declnio g tecnologia game segurana digit,grande ameaa hacker vrus resgate esto declnio g tecnologia game segurana digital
1280,"Mark Zuckerberg, CEO do Facebook, testemunha diante do Congresso dos EUA pela 1 vez | Tecnologia | G1",0,mark zuckerberg ceo facebook testemunha diante congresso eua vez tecnologia g,mark zuckerberg ceo facebook testemunha diant congresso eua vez tecnologia g,mark zuckerberg ceo facebook testemunha diante congresso eua vez tecnologia g
1282,        Facebook: é possível ter a conta hackeada só por ter aceito uma solicitação de amizade | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,0,facebook possvel ter conta hackeada s ter aceito solicitao amizade g tecnologia games tiradvidas tecnologia,facebook possvel ter conta hackeada s ter aceito solicitao amizad g tecnologia game tiradvida tecnologia,facebook possvel ter conta hackeada s ter aceito solicitao amizade g tecnologia game tiradvidas tecnologia
1284,Unicamp divulga calendário de datas do vestibular 2021 e outras modalidades de ingresso | Campinas e Região | G1,0,unicamp divulga calendrio datas vestibular outras modalidades ingresso campinas regio g,unicamp divulga calendrio data vestibular outra modalidad ingresso campina regio g,unicamp divulga calendrio data vestibular outras modalidades ingresso campinas regio g
1285,"MEC autoriza antecipar formatura em medicina, enfermagem, farmácia e fisioterapia devido à pandemia do coronavírus | Educação | G1",0,mec autoriza antecipar formatura medicina enfermagem farmcia fisioterapia devido pandemia coronavrus educao g,mec autoriza antecipar formatura medicina enfermagem farmcia fisioterapia devido pandemia coronavru educao g,mec autoriza antecipar formatura medicina enfermagem farmcia fisioterapia devido pandemia coronavrus educao g
1287,Universidades federais da Zona da Mata e Vertentes adotam medidas orçamentárias para pesquisas da Covid-19 | Zona da Mata | G1,0,universidades federais zona mata vertentes adotam medidas oramentrias pesquisas covid zona mata g,universidad federai zona mata vertent adotam medida oramentria pesquisa covid zona mata g,universidades federais zona mata vertentes adotam medidas oramentrias pesquisas covid zona mata g
1288,Toffoli autoriza MPF a cobrar valores do Fundef que União deve a estados e municípios | Política | G1,0,toffoli autoriza mpf cobrar valores fundef unio deve estados municpios poltica g,toffoli autoriza mpf cobrar valor fundef unio deve estado municpio poltica g,toffoli autoriza mpf cobrar valores fundef unio deve estados municpios poltica g
1290,"MEC abre cadastro para estudantes de medicina, enfermagem, farmácia e fisioterapia atuarem no combate ao coronavírus | Educação | G1",0,mec abre cadastro estudantes medicina enfermagem farmcia fisioterapia atuarem combate coronavrus educao g,mec abr cadastro estudant medicina enfermagem farmcia fisioterapia atuarem combat coronavru educao g,mec abre cadastro estudantes medicina enfermagem farmcia fisioterapia atuarem combate coronavrus educao g
1291,Coronavírus: UFSCar amplia medidas protetivas para residentes na moradia estudantil | São Carlos e Araraquara | G1,0,coronavrus ufscar amplia medidas protetivas residentes moradia estudantil so carlos araraquara g,coronavru ufscar amplia medida protetiva resident moradia estudantil so carlo araraquara g,coronavrus ufscar amplia medidas protetivas residentes moradia estudantil so carlos araraquara g
1294,Coronavírus: Unicamp começa testes rápidos com resultados em até 48h para diagnóstico da Covid-19 | Campinas e Região | G1,0,coronavrus unicamp comea testes rpidos resultados at h diagnstico covid campinas regio g,coronavru unicamp comea test rpido resultado at h diagnstico covid campina regio g,coronavrus unicamp comea testis rpidos resultados at h diagnstico covid campinas regio g
1298,Coronavírus: Unicamp é 'credenciada' e negocia com estado para realizar até 180 mil testes | Campinas e Região | G1,0,coronavrus unicamp credenciada negocia estado realizar at mil testes campinas regio g,coronavru unicamp credenciada negocia estado realizar at mil test campina regio g,coronavrus unicamp credenciada negocia estado realizar at mil testis campinas regio g
1300,"Bolsonaro suspende obrigatoriedade de dias mínimos do ano letivo, mas mantém carga horária em meio à pandemia do coronavírus | Educação | G1",0,bolsonaro suspende obrigatoriedade dias mnimos ano letivo mantm carga horria meio pandemia coronavrus educao g,bolsonaro suspend obrigatoriedad dia mnimo ano letivo mantm carga horria meio pandemia coronavru educao g,bolsonaro suspende obrigatoriedade dia mnimos ano letivo mantm carga horria meio pandemia coronavrus educao g
1301,Enem em tempos de pandemia: o que muda na preparação dos jovens para a prova de 2020 | Enem 2020 | G1,0,enem tempos pandemia muda preparao jovens prova enem g,enem tempo pandemia muda preparao joven prova enem g,enem tempo pandemia muda preparao jovens prova enem g
1303,Multinacional e universidade da região de Piracicaba criam máscaras com impressoras 3D | Piracicaba e Região | G1,0,multinacional universidade regio piracicaba criam mscaras impressoras d piracicaba regio g,multinacion universidad regio piracicaba criam mscara impressora d piracicaba regio g,multinacional universidade regio piracicaba criam mscaras impressoras d piracicaba regio g
1304,UFSCar suspende calendários dos cursos de graduação presenciais por tempo indeterminado | São Carlos e Araraquara | G1,0,ufscar suspende calendrios cursos graduao presenciais tempo indeterminado so carlos araraquara g,ufscar suspend calendrio curso graduao presenciai tempo indeterminado so carlo araraquara g,ufscar suspende calendrios cursos graduao presenciais tempo indeterminado so carlos araraquara g
1306,Inep divulga regras do Enem 2020 e datas de inscrição; edição terá provas impressas e digitais | Enem 2020 | G1,0,inep divulga regras enem datas inscrio edio ter provas impressas digitais enem g,inep divulga regra enem data inscrio edio ter prova impressa digitai enem g,inep divulga regras enem data inscrio edio ter provas impressas digitais enem g
1308,"Mães sobrecarregadas, jovens ainda nas ruas: os desafios da quarentena para crianças em regiões carentes | Coronavírus | G1",0,mes sobrecarregadas jovens ainda ruas desafios quarentena crianas regies carentes coronavrus g,me sobrecarregada joven ainda rua desafio quarentena criana regi carent coronavru g,me sobrecarregadas jovens ainda ruas desafios quarentena crianas regies carentes coronavrus g
1309,STF arquiva interpelação após Weintraub explicar fala sobre maconha em universidades | Educação | G1,0,stf arquiva interpelao aps weintraub explicar fala sobre maconha universidades educao g,stf arquiva interpelao ap weintraub explicar fala sobr maconha universidad educao g,stf arquiva interpelao aps weintraub explicar fala sobre maconha universidades educao g
1310,Unicamp abre inscrições para bolsas de iniciação científica e tecnológica; veja como participar | Campinas e Região | G1,0,unicamp abre inscries bolsas iniciao cientfica tecnolgica veja participar campinas regio g,unicamp abr inscri bolsa iniciao cientfica tecnolgica veja participar campina regio g,unicamp abre inscries bolsas iniciao cientfica tecnolgica veja participar campinas regio g
