,sentence_pair_id,premise,hypothesis,relatedness_score,entailment_judgment,premise_processed,hypothesis_processed
2307,2308,O Edifício Canoas tem 18 andares e 72 apartamentos e faz parte de um condomínio de quatro blocos.,O prédio tem 19 andares e 72 apartamentos.,4.0,0,"['edifício', 'canom', '18', 'andar', '72', 'apartamento', 'fazer', 'parte', 'condomínio', 'quatro', 'bloco']","['prédio', '19', 'andar', '72', 'apartamento']"
2308,2309,"Nesta quinta-feira, a Igreja Católica comemora o feriado de Corpus Christi.","Mais uma vez, a Igreja celebra a festa de Corpus Christi.",4.0,1,"['em este', 'quintafeira', 'igreja', 'católico', 'comemorar', 'feriado', 'corpus', 'christi']","['vez', 'igrejar', 'celebra', 'festa', 'corpus', 'christi']"
2309,2310,"A ponteira Gabi foi a maior pontuadora na vitória do time verde e amarelo, com 12 acertos.",A ponteira Gabi se destacou nos ataques pela ponta e o time verde e amarelo fez 6/1.,3.0,0,"['ponteirar', 'gabi', 'grande', 'pontuadora', 'vitória', 'time', 'verde', 'amarelo', '12', 'acerto']","['ponteira', 'gabi', 'destacar', 'ataque', 'pontar', 'time', 'verde', 'amarelo', 'fazer', '61']"
2310,2311,Maluf passou por uma cirurgia na coluna - que já estava agendada - na manhã desta quinta-feira (1ª).,Paulo Maluf (PP) se recupera de cirurgia na coluna.,3.25,0,"['maluf', 'passar', 'cirurgia', 'coluna', 'agendar', 'manhã', 'de este', 'quintafeira', '1']","['Paulo', 'maluf', 'Pp', 'recuperar', 'cirurgia', 'coluno']"
2311,2312,"Isso representa 50,4% do público-alvo, formado por 4,9 milhões de meninas nessa faixa-etária.","O quantitativo representa 59% do público-alvo de 238,8 mil meninas nessa faixa etária.",3.25,0,"['representar', '504', 'públicoalvo', 'formar', '49', 'milhão', 'menina', 'em esse', 'faixaetária']","['quantitativo', 'representar', '59', 'públicoalvo', '2388', 'mil', 'meninas', 'em esse', 'faixa', 'etário']"
2312,2313,A rede brasileira conta com 215 bancos de leite e 98 postos de coleta.,"Atualmente, existem no Brasil 215 bancos de leite e 98 postos de coleta.",5.0,2,"['rede', 'brasileiro', 'contar', '215', 'banco', 'leite', '98', 'posto', 'coleta']","['atualmente', 'existir', 'Brasil', '215', 'banco', 'leite', '98', 'posto', 'coleta']"
2313,2314,"Segundo a imprensa americana, o secretário-geral da Fifa, Jérôme Valcke, também estaria envolvido em corrupção.",A imprensa americana afirma que este alto funcionário é Jérôme Valcke.,3.25,0,"['segundo', 'imprensa', 'americano', 'secretáriogeral', 'fifa', 'jérôme', 'Valcke', 'estar', 'envolver', 'corrupção']","['imprensa', 'americano', 'afirmar', 'alto', 'funcionário', 'jérôme', 'Valcke']"
2314,2315,"No caso da Petrobras, foram firmados dois acordos para financiamento de projetos somando 7 bilhões de dólares.",Dois acordos de cooperação para financiamento de projetos da Petrobras somam US$ 7 bilhões.,4.75,2,"['caso', 'petrobra', 'firmar', 'dois', 'acordo', 'financiamento', 'projeto', 'somar', '7', 'bilhão', 'dólar']","['dois', 'acordo', 'cooperação', 'financiamento', 'projeto', 'petrobra', 'somar', 'us', '7', 'bilhão']"
2315,2316,"Lucas Lima cobrou escanteio, e Werley subiu no primeiro pau para desviar com tranquilidade.",Werley subiu no primeiro pau após cobrança de escanteio de Lucas Lima e desviou.,5.0,1,"['luca', 'lima', 'cobrar', 'escanteio', 'werley', 'subir', 'primeiro', 'pau', 'desviar', 'tranquilidade']","['werley', 'subir', 'primeiro', 'pau', 'após', 'cobrança', 'escanteio', 'luco', 'lima', 'desviar']"
2316,2317,"O mesmo acontece com bebês prematuros, que são levados para Presidente Prudente para poderem receber o leite.",Um litro de leite humano vai auxiliar dez bebês prematuros.,2.75,0,"['acontecer', 'Bebês', 'prematuro', 'levar', 'presidente', 'prudente', 'poder', 'receber', 'leite']","['litro', 'Leite', 'humano', 'ir', 'auxiliar', 'dez', 'bebê', 'prematuro']"
2317,2318,"Com isso, a chamada emissão líquida (acima dos vencimentos) somou R$ 45,44 bilhões.","Em agosto, o Tesouro registrou emissão líquida de R$ 45,44 bilhões.",3.75,0,"['chamar', 'emissão', 'líquido', 'acima', 'vencimento', 'somar', 'r', '4544', 'bilhão']","['agosto', 'tesouro', 'registrar', 'emissão', 'líquido', 'r', '4544', 'bilhão']"
2318,2319,"Na visão da presidente, o país tem que ""reequilibrar"" a parte fiscal.","Segundo a presidente, não há como adiar um ajuste fiscal.",3.75,0,"['visão', 'presidente', 'país', 'reequilibrar', 'parte', 'fiscal']","['segundo', 'presidente', 'adiar', 'ajustir', 'fiscal']"
2319,2320,Não creio que Luiz Felipe Scolari voltará a comandar o Grêmio no futuro.,O técnico Luiz Felipe Scolari deu detalhes sobre a saída do Grêmio.,3.0,0,"['crer', 'Luiz', 'Felipe', 'scolari', 'voltar', 'comandar', 'grêmio', 'futuro']","['técnico', 'Luiz', 'Felipe', 'Scolari', 'dar', 'detalhe', 'sobre', 'saída', 'grêmio']"
2320,2321,"O comentarista da TV Globo, que sofreu infarto na sexta-feira, permanece internado na Unidade de Terapia Intensiva.",O comentarista da Rede Globo sofreu um infarto nesta sexta-feira.,4.0,1,"['comentaristar', 'tv', 'globo', 'sofrer', 'infarto', 'sextafeira', 'permanecer', 'internar', 'unidade', 'terapia', 'intensivo']","['comentarista', 'rede', 'globo', 'sofrer', 'infarto', 'em este', 'sextafeira']"
2321,2322,"Segundo o Consórcio Construtor Belo Monte, mais três pessoas foram atingidas pelo desabamento.","De acordo com a empresa, outras três pessoas foram atingidas pelo desabamento.",4.25,1,"['segundo', 'consórcio', 'construtor', 'belo', 'Monte', 'três', 'pessoa', 'atingir', 'desabamento']","['acordo', 'empresa', 'outro', 'três', 'pessoa', 'atingir', 'desabamento']"
2322,2323,"No ano passado, Campo Grande conseguiu superar a meta de vacinar 80% do público-alvo.",A meta do Ministério da Saúde é imunizar no mínimo 80% do público-alvo.,3.75,0,"['ano', 'passado', 'campo', 'grande', 'conseguir', 'superar', 'meta', 'vacinar', '80', 'públicoalvo']","['meta', 'ministério', 'saúde', 'imunizar', 'pequeno', '80', 'públicoalvo']"
2323,2324,"Alan Patrick, que levou o terceiro cartão amarelo diante do Cruzeiro, também é desfalque.","Outro defalque é Alan Patrick, suspenso por causa de cartões amarelos.",3.75,1,"['Alan', 'Patrick', 'levar', 'terceiro', 'cartão', 'amarelo', 'diante', 'cruzeiro', 'desfalque']","['outro', 'defalque', 'Alan', 'patrickr', 'Suspenso', 'causar', 'cartão', 'amarelo']"
2324,2325,"Após dar entrada na instituição, Casagrande passou por duas cirurgias de cateterismo e angioplastia.","Diagnosticado o infarto, o comentarista passou por cirurgias de cateterismo e angioplastia.",4.0,0,"['após', 'dar', 'entrada', 'instituição', 'casagrander', 'passar', 'dois', 'cirurgia', 'cateterismo', 'angioplastir']","['diagnosticar', 'infarto', 'comentarista', 'passar', 'cirurgia', 'cateterismo', 'angioplastir']"
2325,2326,A Justiça Federal do Paraná aceitou a denúncia contra mais 13 investigados na Operação Lava Jato.,É a primeira ação aberta contra políticos investigados na Lava Jato.,2.5,0,"['Justiça', 'federal', 'paraná', 'aceitar', 'denúncia', 'contra', '13', 'investigado', 'operação', 'lavar', 'jato']","['primeiro', 'ação', 'abrir', 'contra', 'político', 'investigar', 'lava', 'jato']"
2326,2327,"Na quina, 102 apostadores irão levar o prêmio de R$ 26.620,03, cada um.","A Quina teve 102 apostas ganhadoras e cada uma vai receber R$ 26.620,03.",5.0,2,"['quina', '102', 'apostador', 'ir', 'levar', 'prêmio', 'r', '2662003', 'cada']","['quina', '102', 'aposta', 'ganhadora', 'cada', 'ir', 'receber', 'r', '2662003']"
2327,2328,Este é o segundo incidente que acontece nesta sexta-feira no congresso da Fifa em Zurique.,O Congresso Anual da Fifa foi abalado por mais um episódio nesta sexta-feira.,4.25,1,"['segundo', 'incidente', 'acontecer', 'em este', 'sextafeira', 'congresso', 'fifa', 'zurique']","['congresso', 'anual', 'fifa', 'abalar', 'episódio', 'em este', 'sextafeira']"
2328,2329,"Após um acidente causado por uma drástica tempestade, todos acreditam que ele está morto, e é deixado então pelos colegas da missão.",Após acidente decorrente de uma severa tempestade ele é dado como morto.,4.0,1,"['após', 'acidente', 'causar', 'drástico', 'tempestade', 'todo', 'acreditar', 'matar', 'deixar', 'então', 'colega', 'missão']","['após', 'acidente', 'decorrente', 'sever', 'tempestade', 'dar', 'matar']"
2329,2330,Os ex-parlamentares foram citados em depoimentos de delação premiada do doleiro Alberto Youssef.,Já Argôlo tinha uma relação muito próxima com o doleiro Alberto Youssef.,1.75,0,"['exparlamentar', 'citar', 'depoimento', 'delação', 'premiar', 'doleiro', 'alberto', 'youssef']","['argôlo', 'relação', 'próximo', 'doleiro', 'alberto', 'youssef']"
2330,2331,"Nove assembleias ocorreram desde o início das paralisações, todas aprovaram a continuidade da greve.","Desde a data inicial, ocorreram nove assembleias que aprovaram a continuidade da paralisação.",5.0,2,"['nove', 'assembleia', 'ocorrer', 'desde', 'início', 'paralisação', 'todo', 'aprovar', 'continuidade', 'grever']","['desde', 'data', 'inicial', 'ocorrer', 'nove', 'assembleia', 'aprovar', 'continuidade', 'paralisação']"
2331,2332,"A quatro minutos do apito final, Jozabed diminuiu para o Rayo Vallecano.","Antes do apito final, Jozabed descontou para o Rayo Vallecano.",4.0,1,"['quatro', 'minuto', 'apito', 'final', 'Jozabed', 'diminuir', 'rayo', 'vallecano']","['antes', 'apito', 'final', 'jozabed', 'descontar', 'rayo', 'vallecano']"
2332,2333,"Afegãos e eritreus vêm em seguida, geralmente tentando escapar da pobreza e de violações aos direitos humanos.",Essa decisão foi duramente criticada por grupos de direitos humanos.,1.5,0,"['afegão', 'Eritreus', 'vir', 'seguir', 'geralmente', 'tentar', 'escapar', 'pobreza', 'violação', 'direito', 'humano']","['decisão', 'duramente', 'criticar', 'grupo', 'direito', 'humano']"
2333,2334,Uma das atrações da competição é o craque francês Zinedine Zidane.,O brasileiro Ronaldo e o francês Zinedine Zidane podem voltar a se cruzar em uma Copa do Mundo.,2.25,0,"['atração', 'competição', 'craque', 'francês', 'zinedinar', 'zidane']","['brasileiro', 'ronaldo', 'francês', 'zinediner', 'zidane', 'poder', 'voltar', 'cruzar', 'Copa', 'mundo']"
2334,2335,Autoridades daquele país enviaram para o Brasil dados de contas secretas na Suíça atribuídas ao presidente da Câmara e seus familiares.,O Ministério Público da Suíça localizou as contas secretas do presidente da Câmara.,4.0,0,"['autoridade', 'de aquele', 'país', 'enviar', 'Brasil', 'dado', 'conta', 'secreto', 'suíço', 'atribuir', 'presidente', 'Câmara', 'familiar']","['Ministério', 'Público', 'suíço', 'localizar', 'conta', 'secreto', 'presidente', 'câmaer']"
2335,2336,"Alex e Paulão, que não se apresentaram na terça, trabalharam normalmente hoje pela manhã.",Alex e Paulão trabalharam normalmente nesta manhã.,3.75,1,"['Alex', 'paulão', 'apresentar', 'terça', 'trabalhar', 'normalmente', 'hoje', 'manhã']","['Alex', 'paulão', 'trabalhar', 'normalmente', 'em este', 'manhã']"
2336,2337,"Cortez negou a solicitação e permaneceu em silêncio, respaldado pela decisão do STF.","Cortez permaneceu calado, respaldado por uma liminar concedida pelo Supremo Tribunal Federal (STF).",4.0,1,"['cortez', 'negar', 'solicitação', 'permanecer', 'Silêncio', 'respaldar', 'decisãor', 'stf']","['cortez', 'permanecer', 'calar', 'respaldar', 'liminar', 'conceder', 'Supremo', 'Tribunal', 'federal', 'stf']"
2337,2338,As informações sobre a manifestação de Rodrigo Janot foram divulgadas no site do Ministério Público Federal.,"Em consequência, o trabalho do Ministério Público e da Polícia Federal será maior.",2.0,0,"['informação', 'sobre', 'manifestação', 'rodrigo', 'Janot', 'divulgar', 'site', 'Ministério', 'público', 'federal']","['consequência', 'trabalho', 'Ministério', 'público', 'polícia', 'federal', 'grande']"
2338,2339,Foram descobertas duas falhas graves no Android que poderiam afetar centenas de milhões de telefones.,Uma nova falha de segurança no Android pode afetar mais de 1 bilhão de celulares em todo o mundo.,3.25,0,"['descobrir', 'dois', 'falha', 'grave', 'android', 'poder', 'afetar', 'centena', 'milhão', 'telefone']","['novo', 'falha', 'segurança', 'android', 'poder', 'afetar', '1', 'bilhão', 'celular', 'todo', 'mundo']"
2339,2340,"O treinador tem a chance de voltar ao São Paulo, clube que o revelou para o futebol mundial.","Além disso, o treinador é identificado com o clube, pelo qual foi revelado como jogador.",2.75,0,"['treinador', 'chancer', 'voltar', 'Paulo', 'Clube', 'revelar', 'futebol', 'mundial']","['além', 'de isso', 'treinador', 'identificar', 'clube', 'revelar', 'jogador']"
2340,2341,"O Quênia, como vários países do continente, considera a homossexualidade crime.","No Quênia, assim como em muitos países africanos, a homossexualidade é ilegal.",5.0,2,"['quêniar', 'vários', 'país', 'continente', 'considerar', 'homossexualidade', 'crime']","['quênia', 'assim', 'muito', 'país', 'africano', 'homossexualidade', 'ilegal']"
2341,2342,"Como Acapulco, este hotel já viu dias melhores.","Além disso, Acapulco é enorme.",2.0,0,"['acapulco', 'hotel', 'ver', 'dia', 'bom']","['além', 'de isso', 'acapulco', 'enorme']"
2342,2343,O Nobel de Química foi o terceiro prêmio entregue este ano.,"Um sueco, um turco e um americano vão dividir o Prêmio Nobel de Química.",2.75,0,"['nobel', 'química', 'terceiro', 'prêmio', 'entregar', 'ano']","['sueco', 'turco', 'americano', 'ir', 'dividir', 'prêmio', 'nobel', 'químico']"
2343,2344,Mr. Catra afirmou que lembra o nome e dá amor a todos os filhos.,"Por meio do Facebook, o funkeiro Mr. Catra anunciou a chegada do seu 32º filho.",2.25,0,"['mr', 'catra', 'afirmar', 'lembrar', 'nome', 'dar', 'amor', 'todo', 'filho']","['meio', 'facebook', 'funkeiro', 'mr', 'catra', 'anunciar', 'chegada', '32', 'filho']"
2344,2345,As inscrições são realizadas somente pela internet entre os dias 8 e 22 de outubro.,As inscrições abrem já no dia 8 de outubro deste ano.,3.5,1,"['inscrição', 'realizar', 'somente', 'Internet', 'dia', '8', '22', 'outubro']","['inscrição', 'abrir', 'dia', '8', 'outubro', 'de este', 'ano']"
2345,2346,Comércio e construção civil também cortaram postos de trabalho.,O setor de serviços voltou a fechar postos de trabalho pelo terceiro mês seguido.,3.5,0,"['comércio', 'construção', 'civil', 'cortar', 'posto', 'trabalho']","['setor', 'serviço', 'voltar', 'fechar', 'posto', 'trabalho', 'terceiro', 'mês', 'seguir']"
2346,2347,"Na noite de quarta, Cunha se negou a dizer se ele e familiares têm contas bancárias na Suíça.",As informações do MP da Suíça relatam contas bancárias em nome de Cunha e familiares.,3.0,0,"['noite', 'quarto', 'cunha', 'negar', 'dizer', 'familiar', 'ter', 'conta', 'bancário', 'suíço']","['informação', 'mp', 'suíça', 'relatar', 'conta', 'bancário', 'nome', 'Cunha', 'familiar']"
2347,2348,"Os sul-coreanos também apresentaram o Gear S2, um smartwatch redondo com Tizen.",O smartwatch Gear S2 foi introduzido pelos sul-coreanos.,3.5,1,"['sulcoreano', 'apresentar', 'gear', 's2', 'smartwatch', 'redor', 'tizen']","['smartwatch', 'gear', 's2', 'introduzir', 'sulcoreano']"
2348,2349,Os aplicativos do Gear S2 não necessariamente ficam presos ao seu smartphone.,Junto com o smartphone a empresa está trazendo para o país também o relógio inteligente Gear S2.,2.75,0,"['aplicativo', 'gear', 's2', 'necessariamente', 'ficar', 'preso', 'smartphone']","['junto', 'smartphone', 'empresa', 'trazer', 'país', 'relógio', 'inteligente', 'gear', 's2']"
2349,2350,A sessão do Congresso para a análise dos vetos foi adiada na terça-feira pela segunda vez por falta de quórum.,"Por falta de quórum, a sessão foi adiada pela segunda vez.",3.75,1,"['sessão', 'congresso', 'análiser', 'veto', 'adiar', 'terçafeira', 'segundo', 'vez', 'faltar', 'quórum']","['faltar', 'quórum', 'sessão', 'adiar', 'segundo', 'vez']"
2350,2351,"O dinheiro que foi parar em uma conta, na Suíça, foi rastreado e bloqueado.","A Suíça também bloqueou contas atribuídas a Eduardo Cunha, do PMDB do Rio.",3.0,0,"['dinheiro', 'parar', 'conta', 'suíço', 'rastrear', 'bloquear']","['suíça', 'bloquear', 'conta', 'atribuir', 'eduardo', 'Cunha', 'pmdb', 'Rio']"
2351,2352,"Super Mario Maker será lançado oficialmente nessa sexta-feira, 11 de setembro, exclusivamente para o Wii U.",O game Super Mario Maker chega nesta sexta-feira (11) para Wii U.,4.25,1,"['super', 'mario', 'maker', 'lançar', 'oficialmente', 'em esse', 'sextafeira', '11', 'setembro', 'exclusivamente', 'wii', 'u']","['game', 'super', 'mario', 'maker', 'chegar', 'em este', 'sextafeira', '11', 'Wii', 'u']"
2352,2353,Tevez recebe US$ 200 mil por mês no Boca.,"São US$ 200 mil mensais, cerca de R$ 800 mil na cotação atual.",3.0,0,"['tevez', 'receber', 'us', '200', 'mil', 'mês', 'bocar']","['us', '200', 'mil', 'mensal', 'cerca', 'r', '800', 'mil', 'cotação', 'atual']"
2353,2354,"Nesta sexta-feira, o Botafogo enfrenta o Boa Esporte, em Varginha.","O Botafogo vai enfrentar o Boa Esporte, em Varginha.",4.0,1,"['em este', 'sextafeira', 'botafogo', 'enfrentar', 'bom', 'esporte', 'varginha']","['botafogo', 'ir', 'enfrentar', 'bom', 'esporte', 'varginha']"
2354,2355,"Essa decisão teria consequências sobretudo simbólicas, mas confirmaria o isolamento do país dentro do FMI.","Para a Grécia, haverá consequências a partir daí enquanto membro do FMI.",2.25,0,"['decisão', 'consequência', 'sobretudo', 'simbólica', 'confirmario', 'isolamento', 'país', 'dentro', 'fmi']","['gréciar', 'haver', 'consequência', 'partir', 'de aí', 'enquanto', 'membro', 'fmi']"
2355,2356,"Os nossos primeiros passos com Super Mario Maker, há já algumas semanas, não foram tão entusiasmantes.",Super Mario Maker é o grande destaque nos lançamentos desta semana.,2.0,0,"['primeiro', 'passo', 'super', 'mario', 'maker', 'algum', 'semana', 'tão', 'entusiasmante']","['super', 'mario', 'maker', 'grande', 'destaque', 'lançamento', 'de este', 'semana']"
2356,2357,"Há também uma versão para que permite jogar online com outras pessoas, mas que é paga.","Com a versão online, as pessoas não precisam estar no mesmo ambiente para desfrutar do jogo.",2.25,0,"['versão', 'permitir', 'jogar', 'onlinar', 'outro', 'pessoa', 'pagar']","['versão', 'online', 'pessoa', 'precisar', 'ambiente', 'desfrutar', 'jogo']"
2357,2358,"No Brasil, as empresas escolhidas são Abril, Editora Globo, Folha de S. Paulo e Uol.","Segundo o Google, o sistema também será adotado por Editora Globo, UOL e Folha de S. Paulo.",2.5,0,"['Brasil', 'empresa', 'escolhido', 'abril', 'editora', 'globo', 'Folha', 's', 'Paulo', 'uol']","['segundo', 'google', 'sistema', 'adotar', 'editora', 'globo', 'uol', 'Folha', 's', 'Paulo']"
2358,2359,"Desenvolvida pela Sioux, a versão digital de ""War"" mantém o estilo de jogo do original.",Partidas da versão digital de 'War' podem ser jogadas entre plataformas diferentes.,2.75,0,"['desenvolver', 'sioux', 'versão', 'digital', 'War', 'manter', 'estilo', 'jogo', 'original']","['partida', 'versão', 'digital', 'war', 'poder', 'jogada', 'plataforma', 'diferente']"
2359,2360,"Douglas, em cobrança de pênalti, marcou o gol dos donos da casa.",Douglas foi para a cobrança e bateu firme no canto direito.,3.25,0,"['dougla', 'cobrança', 'pênalti', 'marcar', 'gol', 'donos', 'casa']","['dougla', 'cobrança', 'bater', 'firme', 'canto', 'direito']"
2360,2361,A Volkswagen lança a linha Golf Variant 2016 trazendo uma novidade para quem gosta de ficar mais conectado.,"O Volkswagen Golf Variant chegou à linha 2016, mas tem poucas mudanças.",3.25,0,"['volkswagen', 'lançar', 'linha', 'golf', 'variant', '2016', 'trazer', 'novidade', 'gostar', 'ficar', 'conectar']","['volkswagen', 'golf', 'variant', 'chegar', 'linha', '2016', 'pouco', 'mudança']"
2361,2362,"Em desvantagem, Halep esboçou uma reação, converteu dois break points e fez 3/1 no segundo set.","Quebrada novamente no início do segundo set, a número 2 do mundo esboçou reação.",2.25,0,"['desvantagem', 'halep', 'esboçar', 'reação', 'converter', 'dois', 'break', 'points', 'fazer', '31', 'segundo', 'set']","['quebrar', 'novamente', 'início', 'segundo', 'set', 'número', '2', 'mundo', 'esboçar', 'reação']"
2362,2363,"Para usar o Skype Translator, basta fazer a atualização do aplicativo.",Essa atualização conta com a versão final do Skype Translator.,3.25,0,"['usar', 'skype', 'translator', 'bastar', 'fazer', 'atualização', 'aplicativo']","['atualização', 'contar', 'versão', 'final', 'skype', 'translator']"
2363,2364,"O evento rolou no Mama Gallery, em Los Angeles, na noite desta quarta-feira (7).",O nome foi revelado pela própria cantora na galeria Mama no centro de Los Angeles.,2.0,0,"['evento', 'rolar', 'mama', 'gallery', 'los', 'angeles', 'noite', 'de este', 'quartafeira', '7']","['nome', 'revelar', 'próprio', 'cantor', 'galerio', 'mama', 'Centro', 'los', 'angele']"
2364,2365,"Ao todo, o Ministério do Trabalho e Emprego lavraram 45 autos de infração contra a empresa.",Foram lavrados no total 45 autos de infração contra a empresa.,4.0,1,"['todo', 'ministério', 'trabalho', 'emprego', 'lavrar', '45', 'auto', 'infração', 'contra', 'empresa']","['lavrar', 'total', '45', 'auto', 'infração', 'contra', 'empresa']"
2365,2366,"O russo veterano Zangief é o mais novo lutador confirmado em ""Street Fighter V"".",Foi anunciado que Street Fighter V terá quatro novos personagens.,2.75,0,"['russo', 'veterano', 'zangief', 'novo', 'lutador', 'confirmar', 'street', 'fighter', 'v']","['anunciar', 'street', 'fighter', 'v', 'quatro', 'novo', 'personagem']"
2366,2367,Cinco das oito classes de despesa componentes do índice apresentaram acréscimo em suas taxas de variação.,Cinco das oito classes de despesa que compõem o índice apresentaram alta na taxa de variação.,5.0,2,"['cinco', 'oito', 'classe', 'despês', 'componente', 'índice', 'apresentar', 'acréscimo', 'taxa', 'variação']","['cinco', 'oito', 'classe', 'despês', 'compor', 'índice', 'apresentar', 'alto', 'taxa', 'variação']"
2367,2368,Os ex-ministros de Lula e Dilma negam taxativamente envolvimento com o esquema investigado pela Lava Jato.,Polícia Federal pede ao STF que Lula seja ouvido na Lava Jato.,2.5,0,"['exministro', 'lula', 'dilmar', 'negar', 'taxativamente', 'envolvimento', 'esquema', 'investigar', 'lava', 'jato']","['polícia', 'federal', 'pedir', 'stf', 'Lula', 'ouvir', 'lavar', 'jato']"
2368,2369,"Os dois físicos vão dividir um prêmio de 8 milhões de coroas suecas (cerca de R$ 3,8 milhões).",Os dois físicos dividem os 8 milhões de coroas suecas do prêmio.,4.25,1,"['dois', 'físico', 'ir', 'dividir', 'prêmio', '8', 'milhão', 'coroa', 'sueco', 'cerca', 'r', '38', 'milhão']","['dois', 'físico', 'dividir', '8', 'milhão', 'coroa', 'sueco', 'prêmio']"
2369,2370,"Na lista de melhores games de PS4 e Xbox One estão pesos-pesado como Destiny, GTA 5 e Fifa.",Forza 6 chegou fazendo barulho ao Xbox One.,2.0,0,"['listar', 'bom', 'game', 'ps4', 'xbox', 'one', 'pesospesar', 'destiny', 'gta', '5', 'fifa']","['forza', '6', 'chegar', 'fazer', 'barulho', 'xbox', 'one']"
2370,2371,"No Acre, deverão ser vacinadas 21.268 meninas entre 9 e 13 anos.","Até agosto, 2,5 milhões de meninas de 9 a 11 anos foram vacinadas contra HPV.",3.25,0,"['acre', 'dever', 'vacinar', '21268', 'meninas', '9', '13', 'ano']","['agosto', '25', 'milhão', 'menina', '9', '11', 'ano', 'vacinar', 'contra', 'hpv']"
2371,2372,A gente espera fazer uma semifinal muito melhor.,A gente sempre tenta tirar o melhor do nosso time.,2.75,0,"['gente', 'esperar', 'fazer', 'semifinal', 'bom']","['gente', 'sempre', 'tentar', 'tirar', 'bom', 'time']"
2372,2373,"É uma situação real, pode acontecer.",As declarações sobre a situação foram feitas na Sociedade Hípica Paulista.,1.25,0,"['situação', 'real', 'poder', 'acontecer']","['declaração', 'sobre', 'situação', 'fazer', 'sociedade', 'hípico', 'paulista']"
2373,2374,"Com a vitória de Etiene, a natação brasileira tem até agora sete medalhas de ouro.",E o primeiro ouro da natação feminina em Jogos Pan-americanos.,2.75,0,"['vitória', 'etiene', 'natação', 'brasileiro', 'agora', 'sete', 'medalha', 'ouro']","['primeiro', 'ouro', 'natação', 'feminino', 'jogo', 'panamericano']"
2374,2375,Selena revelou que foi diagnosticada com lúpus e que fez quimioterapia.,A cantora Selena Gomez afirmou ter sido diagnosticada com Lúpus.,4.0,1,"['seleno', 'revelar', 'diagnosticar', 'lúpus', 'fazer', 'quimioterapia']","['cantor', 'seleno', 'gomez', 'afirmar', 'ter', 'ser', 'diagnosticar', 'lúpus']"
2375,2376,"A capa da revista americana ""Billboard"" deste mês traz ninguém menos que Selena Gomez.",Selena Gomez fez uma revelação bombástica ao ser entrevistada pela revista Billboard.,2.75,0,"['capa', 'revistar', 'americano', 'billboard', 'de este', 'mês', 'trazer', 'ninguém', 'menos', 'seleno', 'gomez']","['seleno', 'gomez', 'fazer', 'revelação', 'bombástico', 'entrevistar', 'revista', 'Billboard']"
2376,2377,"No entanto, não havia tempo para qualquer tipo de reação.",A deficiência técnica impediu qualquer tipo de reação.,2.75,0,"['entanto', 'haver', 'tempo', 'qualquer', 'tipo', 'reação']","['deficiência', 'técnico', 'impedir', 'qualquer', 'tipo', 'reação']"
2377,2378,Castro e Eduardo Cunha se desentenderam em abril deste ano por causa da reforma politica.,Neste ano Castro se desentendeu com Eduardo Cunha durante as discussões da reforma política.,4.25,1,"['castro', 'eduardo', 'cunha', 'desentender', 'abril', 'de este', 'ano', 'causar', 'reforma', 'politico']","['em este', 'ano', 'castro', 'desentender', 'eduardo', 'cunha', 'durante', 'discussão', 'reforma', 'político']"
2378,2379,O senador é citado em relatórios do Ministério Público Federal sobre a operação “lava jato”.,Renan disse que durante o encontro não se falou sobre a Operação Lava Jato.,2.0,0,"['senador', 'citar', 'relatório', 'Ministério', 'público', 'federal', 'sobre', 'operação', 'lavar', 'jato']","['renan', 'dizer', 'durante', 'encontro', 'falar', 'sobre', 'operação', 'lavar', 'jato']"
2379,2380,Caberá a ela indicar nos próximos dias um relator da matéria na comissão.,"Ali também o próximo passo é a indicação do relator pelo presidente da corte, Dias Toffoli.",2.25,0,"['caber', 'indicar', 'próximo', 'dia', 'relator', 'matéria', 'comissão']","['ali', 'próximo', 'passo', 'indicação', 'relator', 'presidente', 'corte', 'dia', 'toffoli']"
2380,2381,"Ganhou quatro games seguidos, aplicando duas quebras de saque em Vinci.","Assim, só faltava quebrar o último saque de Vinci para enfim, comemorar seu primeiro Grand Slam.",2.5,0,"['ganhar', 'quatro', 'game', 'seguir', 'aplicar', 'dois', 'quebra', 'saque', 'vinci']","['assim', 'faltar', 'quebrar', 'último', 'saque', 'vinci', 'enfim', 'comemorar', 'primeiro', 'grand', 'slar']"
2381,2382,"O Grêmio volta a campo no próximo sábado, às 16h, quando enfrenta o Avaí na Ressacada.","Um dia antes, sábado (27), o Grêmio visita o Avaí.",3.5,0,"['grêmio', 'voltar', 'campar', 'próximo', 'sábado', '16h', 'enfrentar', 'avaí', 'ressacar']","['dia', 'antes', 'sábado', '27', 'grêmio', 'visita', 'avaí']"
2382,2383,O casamento de Joelma e Chimbinha chegou ao fim no dia 19 de agosto.,"Chimbinha e Joelma anunciaram a separação em agosto, após 18 anos de casamento.",3.75,0,"['casamento', 'joelma', 'chimbinha', 'chegar', 'fim', 'dia', '19', 'agosto']","['chimbinha', 'Joelma', 'anunciarar', 'separação', 'agosto', 'após', '18', 'ano', 'casamento']"
