Unnamed: 0,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
4421,UOL,['Weintraub'],mai diz nov ministr mec cert melhor weintraub,Maia says new MEC minister 'will certainly be better' than Weintraub,0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-06-26 04:32:10.858000+00:00,2020-06-26 12:01:33.328000+00:00,26962470.0
4422,O Antagonista,['Bolsonaro'],bolsonar diz aras ‘ certez ’ vai rejeit ped apreensã celul,"Bolsonaro says Aras, 'for sure', will reject request for seizure of mobile phone",0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-05-22 23:02:43.854000+00:00,2020-05-23 01:32:14.919000+00:00,8971065.0
4423,O Antagonista,['Moro'],mor “ boas caus nunc isol ”,"Moro: ""Good causes are never isolated""",0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-09 14:02:28.782000+00:00,2020-06-09 15:01:09.516000+00:00,3520734.0
4424,G1,['Bolsonaro'],víd vej moment bolsonar dor cumpriment,VIDEOS: see moment when Bolsonaro and Doria greet each other,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-05-21 20:32:35.555000+00:00,2020-05-22 00:04:58.048000+00:00,12742493.0
4425,UOL,['Crivella'],crivell estud reabr comérci escol rio janeir part 1º junh,Crivella studies reopening commerce and schools in Rio de Janeiro from June 1,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-24 02:01:51.041000+00:00,2020-05-24 09:02:06.761000+00:00,25215720.0
4426,Folha de SP,['Weintraub'],bolsonar dã grac deus weintraub estad unid oposiçã vê fug,"Bolsonaristas give 'thanks to God' for Weintraub being in the United States, and opposition sees escape",-0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-20 20:03:54.508000+00:00,2020-06-20 23:31:55.014000+00:00,12480506.0
4427,G1,['Bolsonaro'],not bolsonar respost calcul oper contr ali,Bolsonaro note was calculated response to operation against allies,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-17 13:32:31.481000+00:00,2020-06-17 14:01:32.608000+00:00,1741127.0
4428,UOL,['Bolsonaro'],donald trump tom distânc jair bolsonar,Donald Trump takes distance from Jair Bolsonaro,0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-06-06 03:32:17.984000+00:00,2020-06-06 22:01:44.043000+00:00,66566059.0
4429,G1,['Bolsonaro'],jurist polít entidad reag nov particip bolsonar ato,"Jurists, politicians and entities react to bolsonaro's new participation in act",0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-04 13:31:01.522000+00:00,2020-05-04 18:02:35.694000+00:00,16294172.0
4430,G1,['Bolsonaro'],🎧 assunt víd revel govern bolsonar nu cru,🎧 THE SUBJECT: video reveals the government Bolsonaro naked and raw,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-05-23 16:32:37.619000+00:00,2020-05-23 19:02:39.267000+00:00,9001648.0
4431,UOL,"['Bolsonaro', 'Moro']",mor rach moviment revel dificuldad form frent ampla antibolsonar,Moro splits movement and reveals difficulty in forming broad anti-Bolsonaro front,-0.5,-0.4000000059604645,0.5,0.4000000059604645,False,2020-06-25 15:02:12.507000+00:00,2020-06-25 18:02:45.844000+00:00,10833337.0
4432,UOL,['Bolsonaro'],famíl bolsonar relaçã mort mariell franc diz deleg,"Bolsonaro family has no relation to death of Marielle Franco, says delegate",-0.1000000014901161,-0.699999988079071,0.1000000014901161,0.699999988079071,False,2020-06-10 17:02:13.890000+00:00,2020-06-10 21:01:50.826000+00:00,14376936.0
4433,G1,['Bolsonaro'],planalt vê víd element juríd pgr denunc bolsonar,Planalto sees video 'without legal element' for PGR denounce Bolsonaro,-0.4000000059604645,-0.6000000238418579,0.4000000059604645,0.6000000238418579,False,2020-05-13 14:01:48.487000+00:00,2020-05-13 15:32:06.338000+00:00,5417851.0
4434,G1,['Bolsonaro'],flávi bolsonar anunc frederick wassef advog,Flávio Bolsonaro announces that Frederick Wassef is no longer his lawyer,-0.3000000119209289,-0.5,0.3000000119209289,0.5,False,2020-06-22 00:32:36.581000+00:00,2020-06-22 11:35:36.305000+00:00,39779724.0
4435,UOL,['Bolsonaro'],bolsonar usa literal part guerr narrat sobr víd,Bolsonaro uses 'literality' and part to war narratives over video,0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-05-12 21:32:07.760000+00:00,2020-05-12 23:03:29.752000+00:00,5481992.0
4436,G1,['Bolsonaro'],bolsonar x stf segund onda covid queiroz episódi seman,"Bolsonaro x STF, covid's second wave, Queiroz: episodes of the week",0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-20 21:03:05.599000+00:00,2020-06-22 03:31:16.921000+00:00,109691322.0
4437,G1,['Bolsonaro'],nenhum indíci interferent pf diz bolsonar após divulg,"'No evidence of interference in THE PF,' bolsonaro says after disclosure.",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-05-22 22:04:25.029000+00:00,2020-05-22 22:32:23.778000+00:00,1678749.0
4438,UOL,['Bolsonaro'],recu bolsonar sobr servidor ampli desg congress,Bolsonaro retreat on servers increases wear with Congress,-0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-07 23:31:41.323000+00:00,2020-05-08 09:02:08.378000+00:00,34227055.0
4439,G1,['Bolsonaro'],bolsonar fal pag 4ª talvez 5ª parcel valor menor,"Bolsonaro talks about paying 4th and maybe 5th installments, but with lower value",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-23 19:02:37.306000+00:00,2020-05-23 19:32:04.474000+00:00,1767168.0
4440,G1,"['Bolsonaro', 'Moro']",exdiretor pf depõ sobr acus mor bolsonar,Former director of PF testifies on accusations of Moro bolsonaro,0.0,-0.5,0.0,0.5,False,2020-05-11 14:31:32.041000+00:00,2020-05-11 18:03:31.973000+00:00,12719932.0
4441,UOL,['Bolsonaro'],aras concord pf ped depoiment bolsonar inquérit,Aras agrees with PF in request for testimony bolsonaro in inquiry,0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-06-02 21:32:02.135000+00:00,2020-06-02 23:03:50.557000+00:00,5508422.0
4442,R7,"['Lorenzoni', 'Onyx']",jr entrev receb ministr onyx lorenzon nest sextafeir 26,JR Interview receives Minister Onyx Lorenzoni on Friday (26),0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-26 20:02:05.919000+00:00,2020-06-27 01:31:29.098000+00:00,19763179.0
4443,UOL,['Bolsonaro'],govern diz entreg exam covid19 bolsonar lewandowsk,Government says it delivered covid-19 examinations of Bolsonaro to Lewandowski,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-13 01:31:32.873000+00:00,2020-05-13 03:31:50.895000+00:00,7218022.0
4444,UOL,"['Bolsonaro', 'Lula']",jos clã bolsonar seg exempl lul sab,Josiah: Bolsonaro Clan follows Lula's example with 'I didn't know',0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-23 00:31:45.534000+00:00,2020-06-23 09:03:53.476000+00:00,30727942.0
4445,Folha de SP,['Salles'],exministr ped pgr investig ricard sall,Former ministers ask the PGR to investigate Ricardo Salles,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-19 16:32:37.688000+00:00,2020-06-19 21:32:06.215000+00:00,17968527.0
4446,R7,['Covas'],sp dev reabr bar restaur públic segund diz cov,"SP should reopen bars and restaurants to the public on Monday, says Covas",0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-06-24 20:31:46.479000+00:00,2020-06-24 21:02:32.084000+00:00,1845605.0
4447,UOL,['Bolsonaro'],dilm critic govern jair bolsonar pandem neoliberal neofasc,Dilma criticizes Jair Bolsonaro government in the pandemic: 'Neoliberal and neofascist',-0.5,-0.1000000014901161,0.5,0.1000000014901161,False,2020-05-15 23:31:16.446000+00:00,2020-05-16 01:04:24.928000+00:00,5588482.0
4448,R7,['Moro'],confirm acus pod ter efeit opost implic mor,"If there is no confirmation, charges may have the opposite effect and even implicate Moro",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-06 16:31:36.706000+00:00,2020-05-06 22:31:02.831000+00:00,21566125.0
4449,G1,['Bolsonaro'],stf mand divulg result test coronavírus bolsonar,STF has disclose results of coronavirus tests bolsonaro,-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-13 18:04:39.164000+00:00,2020-05-13 18:31:22.230000+00:00,1603066.0
4450,R7,"['Bolsonaro', 'Regina Duarte']",bolsonar conv mari fri lug regin duart,Bolsonaro invites Mario Frias to the place of Regina Duarte,0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-20 13:31:29.871000+00:00,2020-05-20 21:04:19.410000+00:00,27169539.0
4451,O Antagonista,['Bolsonaro'],govern ignor decret bolsonar torn academ salõ ativ essenc,Governors ignore Bolsonaro decree that makes gym and salons essential activities,0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-12 16:03:41.339000+00:00,2020-05-12 18:02:24.938000+00:00,7123599.0
4452,G1,['Bolsonaro'],stf ministr aval crim bolsonar entreg víd reuniã,"In the Supreme Court, ministers assess crimes if Bolsonaro does not deliver video meeting",-0.3000000119209289,-0.800000011920929,0.3000000119209289,0.800000011920929,False,2020-05-07 15:31:19.776000+00:00,2020-05-08 15:31:19.258000+00:00,86399482.0
4453,O Antagonista,['Salles'],port “ boi ” ricard sall,"The ordinances of the ""buoy"" of Ricardo Salles",0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-02 17:32:17.455000+00:00,2020-06-02 18:02:34.050000+00:00,1816595.0
4454,UOL,['Bolsonaro'],antes ali dor cheg 500 dias carg rival bolsonar,"Once allied, Doria reaches 500 days in office as bolsonaro's rival",0.0,0.0,0.0,0.0,False,2020-05-15 13:31:46.998000+00:00,2020-05-15 16:02:38.967000+00:00,9051969.0
4455,O Antagonista,['Bolsonaro'],pf quer tom depoiment bolsonar,PF wants to take testimony bolsonaro,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-30 00:31:28.160000+00:00,2020-05-30 12:02:27.956000+00:00,41459796.0
4456,O Antagonista,['Bolsonaro'],cit bolsonar bachelet diz “ negaçã ” líd pod ter dissemin covid19 brasil,"Without quoting Bolsonaro, Bachelet says that ""denial"" of leaders may have disseminated Covid-19 in Brazil",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-14 20:02:03.577000+00:00,2020-05-14 21:31:32.116000+00:00,5368539.0
4457,O Antagonista,['Bolsonaro'],julgament açã ped cassaçã chap ‘ vergonh ’ diz bolsonar,"Trial of action that asks cassation plate is 'shameful', says Bolsonaro",0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-06-18 00:31:49.368000+00:00,2020-06-18 10:32:28.449000+00:00,36039081.0
4458,UOL,['Bolsonaro'],oyam gast suger bolsonar liber geleinh,Oyama: Gasto suggests bolsonaro released the 'gelinha',0.0,0.0,0.0,0.0,False,2020-05-10 19:01:56.426000+00:00,2020-05-11 02:02:11.925000+00:00,25215499.0
4459,UOL,['Bolsonaro'],bolsonar abre espac youtubers planej regionaliz inform ofic,Bolsonaro opens space to youtubers and plans to regionalize official information,0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-06-02 16:32:27.403000+00:00,2020-06-02 21:02:01.467000+00:00,16174064.0
4460,G1,['Crivella'],crivell mantém esquem reabertur apes liber witzel,Crivella maintains reopening scheme despite Witzel releases,0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-08 11:03:34.933000+00:00,2020-06-08 11:32:22.620000+00:00,1727687.0
4461,UOL,['Bolsonaro'],bolsonar busc impass suprem,Bolsonaro seeks the impasse with the Supreme,0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-06-01 13:03:28.130000+00:00,2020-06-01 18:33:56.020000+00:00,19827890.0
4462,UOL,['Bolsonaro'],sakamot fãs bolsonar veem víd liv versã premium,Sakamoto: Bolsonaro fans already see video as live premium version,0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-05-23 09:03:40.363000+00:00,2020-05-23 11:02:45.913000+00:00,7145550.0
4463,G1,['Moro'],mor investig assum cas após saíd cels mell vej pergunt respost,Moro will be investigated? Who would take over case after Celso de Mello's departure? See questions and answers,0.1000000014901161,-0.1000000014901161,0.3000000119209289,0.800000011920929,False,2020-04-28 19:31:07.175000+00:00,2020-04-28 20:31:55.404000+00:00,3648229.0
4464,O Antagonista,['Weintraub'],astronaut weintraub,Astronaut Weintraub,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,False,2020-05-22 14:02:35.561000+00:00,2020-05-22 15:02:50.060000+00:00,3614499.0
4465,O Antagonista,['Weintraub'],senador govern diz weintraub pass cortês,Ruling senator says Weintraub will become courteous,0.0,0.6000000238418579,0.0,0.6000000238418579,False,2020-06-18 21:32:12.023000+00:00,2020-06-18 23:32:58.001000+00:00,7245978.0
4466,UOL,['Bolsonaro'],ameac bolsonar deix oms vist manobr achar culp extern,Bolsonaro's threat to leave WHO is seen as a maneuver to find external culprit,0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-06-06 15:02:07.828000+00:00,2020-06-06 20:03:15.364000+00:00,18067536.0
4467,R7,['Bolsonaro'],bolsonar vazament questõ reuniã prejudic país,Bolsonaro: Leak of meeting issues would harm country,0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-12 22:01:41.405000+00:00,2020-05-12 23:03:30.764000+00:00,3709359.0
4468,UOL,['Bolsonaro'],nomeaçã melhor comunic diz bolsonar,"Appointment is to improve communication, says Bolsonaro",0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-12 09:03:34.151000+00:00,2020-06-12 12:03:44.900000+00:00,10810749.0
4469,G1,['Bolsonaro'],test coronavírus bolsonar tip rtpcr entend,Tests for Bolsonaro coronavirus are RT-PCR type; Understand,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-13 22:02:55.163000+00:00,2020-05-13 23:02:39.125000+00:00,3583962.0
4470,Folha de SP,"['Bolsonaro', 'Heleno']",general helen contradiz bolsonar sobr fac diz adéli débil mental,General Heleno contradicts Bolsonaro on stab binge and says Adelio is 'weak mental',-0.4000000059604645,-0.800000011920929,0.4000000059604645,0.800000011920929,False,2020-05-26 16:02:36.052000+00:00,2020-05-26 21:02:56.090000+00:00,18020038.0
4471,G1,['Moro'],ram diz propôs mor soluçã intermediár com pf,Ramos says he proposed moro 'intermediate solution' in charge of PF,-0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-13 03:03:37.792000+00:00,2020-05-13 10:31:15.927000+00:00,26858135.0
4472,UOL,['Bolsonaro'],opiniã stf evit confront bolsonar,Opinion: STF will not be able to avoid confrontation with Bolsonaro,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-04-30 10:02:32.154000+00:00,2020-04-30 11:02:59.821000+00:00,3627667.0
4473,UOL,['Bolsonaro'],jos pandem dev arruin president bolsonar,Josiah: Pandemic should ruin Bolsonaro Presidency,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-06-15 02:03:38.406000+00:00,2020-06-15 16:32:04.558000+00:00,52106152.0
4474,R7,['Crivella'],rio crivell receb contêin equip hospital,Rio: Crivella receives containers of hospital equipment,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-18 23:32:02.120000+00:00,2020-05-19 05:04:30.644000+00:00,19948524.0
4475,R7,['Bolsonaro'],bolsonar sobrevo brasíl cumpriment manifest,Bolsonaro flies over Brasilia and greets protesters,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-05-31 18:01:30.509000+00:00,2020-06-01 11:31:36.724000+00:00,63006215.0
4476,UOL,"['Bolsonaro', 'Lula']",justic arquiv process investig lul cham bolsonar milician,Justice files process that investigated Lula for calling Bolsonaro a militiaman,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-22 02:01:41.691000+00:00,2020-05-22 13:32:11.494000+00:00,41429803.0
4477,G1,['Bolsonaro'],queiroz pag mensal escol filh flávi bolsonar,Queiroz paid school fees for the daughters of Flávio Bolsonaro,0.4000000059604645,-0.2000000029802322,0.4000000059604645,0.2000000029802322,False,2020-06-18 21:01:19.377000+00:00,2020-06-19 00:03:27.445000+00:00,10928068.0
4478,O Antagonista,['Dória'],deput quer suspend compr r 400 milhõ assin dór,Deputy wants to suspend purchases of more than R $ 400 million signed by Doria,-0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-05-19 10:02:48.042000+00:00,2020-05-19 11:32:27.294000+00:00,5379252.0
4479,G1,['Moro'],fern bezerr qualqu tip interferent trabalh mor,Fernando Bezerra: 'There was no interference in Moro's work',0.0,0.0,0.0,0.0,False,2020-05-24 16:03:29.238000+00:00,2020-05-24 19:32:17.180000+00:00,12527942.0
4480,G1,['Moro'],globonews anal coment depoiment mor,GLOBONEWS: analysts comment on Moro's testimony,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-05 20:02:05.734000+00:00,2020-05-05 20:30:55.622000+00:00,1729888.0
4481,UOL,['Moro'],cúpul ministéri justic ped demissã após saíd sergi mor,Ministry of Justice summit resigns after Sergio Moro's departure,-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-04-25 21:11:17.206000+00:00,2020-04-26 01:02:38.053000+00:00,13880847.0
4482,R7,['Covas'],dor cov critic deput entrar hospital campanh,Doria and Covas criticize Deputies who entered field hospital,0.1000000014901161,-0.699999988079071,0.1000000014901161,0.699999988079071,False,2020-06-05 19:03:41.997000+00:00,2020-06-05 20:31:08.756000+00:00,5246759.0
4483,G1,['Bolsonaro'],convers afirm president vej fras bolsonar manifest,"'There is no more talk,' says president; see bolsonaro phrases at the demonstration",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-05-03 23:01:07.798000+00:00,2020-05-04 07:03:29.359000+00:00,28941561.0
4484,R7,['Bolsonaro'],bolsonar post víd próarm fal garant liberdad,Bolsonaro posts pro-gun video and talks about guaranteeing freedom,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-05-25 13:01:25.618000+00:00,2020-05-25 19:32:12.447000+00:00,23446829.0
4485,G1,['Bolsonaro'],brag nett reit versã bolsonar diz fal pf,Braga Netto reiterates bolsonaro version and says he did not talk about PF,-0.2000000029802322,-0.5,0.2000000029802322,0.5,False,2020-05-13 01:04:47.389000+00:00,2020-05-13 13:32:07.702000+00:00,44840313.0
4486,UOL,"['Bolsonaro', 'Moro']",bolsonar dev depor pgr escrit inquérit sobr acus mor,Bolsonaro must testify to the PGR in writing in inquiry on moro accusations,0.0,-0.5,0.0,0.5,False,2020-05-19 22:03:02.029000+00:00,2020-05-19 22:32:27.436000+00:00,1765407.0
4487,UOL,['Bolsonaro'],bolsonar brasíl palc atos riv intervençã policial,"Without Bolsonaro, Brasilia is the scene of rival acts with police intervention",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-06-21 19:32:31.126000+00:00,2020-06-22 09:05:18.599000+00:00,48767473.0
4488,UOL,['Bolsonaro'],ida bolsonar pgr vist stf ato pressã president,Ida bolsonaro to PGR is seen in the Supreme Court as an act of pressure of the president,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-05-26 01:32:56.507000+00:00,2020-05-26 09:03:18.074000+00:00,27021567.0
4489,O Antagonista,['Lula'],albert fernández volt apoi lul critic justic brasileir,Alberto Fernández back to support Lula and criticize the Brazilian justice,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-27 00:31:42.507000+00:00,2020-06-27 11:02:23.426000+00:00,37840919.0
4490,UOL,['Bolsonaro'],diretor oms rebat bolsonar ouv entidad situaçã melhor,WHO director rebate Bolsonaro: who heard the entity is better off,0.3000000119209289,-0.3000000119209289,0.3000000119209289,0.3000000119209289,False,2020-04-27 17:31:08.255000+00:00,2020-04-27 20:03:37.729000+00:00,9149474.0
4491,G1,['Bolsonaro'],pf diz stf precis ouv bolsonar sobr supost tentat interferent instituiçã,PF tells the Supreme Court that needs to hear Bolsonaro about alleged attempt to interfere in the institution,-0.3000000119209289,-0.6000000238418579,0.3000000119209289,0.6000000238418579,False,2020-06-23 21:05:08.371000+00:00,2020-06-23 23:31:35.109000+00:00,8786738.0
4492,O Antagonista,['Weintraub'],podcast sucessor weintraub,Podcast: The Successor of Weintraub,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-25 23:02:36.621000+00:00,2020-06-26 02:02:19.595000+00:00,10782974.0
4493,UOL,['Bolsonaro'],tha oyam bolsonar compr temp auxíli,Thais Oyama: Bolsonaro buys time with help,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-20 19:31:57.473000+00:00,2020-06-20 20:31:42.248000+00:00,3584775.0
4494,UOL,['Weintraub'],após deix brasil weintraub formal exoner carg,"After leaving Brazil, Weintraub is formally removed from office",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-20 16:03:12.382000+00:00,2020-06-20 16:32:56.558000+00:00,1784176.0
4495,UOL,['Weintraub'],president busc saíd honros weintraub balanc carg,"President seeks honorable exit for Weintraub, who swings in office",0.0,0.4000000059604645,0.0,0.4000000059604645,False,2020-06-15 22:31:20.077000+00:00,2020-06-15 23:01:57.078000+00:00,1837001.0
4496,O Antagonista,['Bolsonaro'],“ bot limit ness questõ ” diz bolsonar sobr açã contr milit,"""We have to put a limit on these issues,"" Bolsonaro says of action against militants",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-28 14:04:11.516000+00:00,2020-05-28 15:32:28.030000+00:00,5296514.0
4497,UOL,['Crivella'],crivell sobr reabertur rio dat moment,Crivella on rio reopening: 'We have no date so far',-0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-24 19:32:16.094000+00:00,2020-05-24 21:31:40.149000+00:00,7164055.0
4498,O Antagonista,['Bolsonaro'],mora ministr bolsonar reún paul,Moraes and bolsonaro ministers meet in São Paulo,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-19 19:32:25.296000+00:00,2020-06-19 22:05:31.013000+00:00,9185717.0
4499,G1,['Bolsonaro'],rol souz brac direit ramag amig famíl bolsonar,"Rolando de Souza was ramagem's right-hand man, friend of the Bolsonaro family",0.1000000014901161,0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-05-05 02:30:46.014000+00:00,2020-05-05 10:31:23.726000+00:00,28837712.0
4500,G1,['Heleno'],defes conhec concord not ministr august helen,Defense was aware and agreed with minister Augusto Heleno's note,0.3000000119209289,0.1000000014901161,0.3000000119209289,0.1000000014901161,False,2020-05-24 10:03:31.817000+00:00,2020-05-24 13:03:03.563000+00:00,10771746.0
4501,UOL,['Bolsonaro'],pf ped 30 dias investig supost interferent bolsonar,PF asks for another 30 days to investigate alleged interference bolsonaro,-0.4000000059604645,-0.6000000238418579,0.4000000059604645,0.6000000238418579,False,2020-05-29 21:01:47.183000+00:00,2020-05-29 22:35:01.654000+00:00,5594471.0
4502,G1,['Weintraub'],procur ped tcu apur viag weintraub eua,Prosecutor asks TCU to clear Weintraub's trip to the U.S.,0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-06-22 23:02:10.500000+00:00,2020-06-23 05:31:52.743000+00:00,23382243.0
4503,UOL,"['Bolsonaro', 'Moro']",disput poss acamp vir brig fãs mor bolsonar,Dispute for 'possession' of camp turns fight between fans of Moro and Bolsonaro,0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-05-14 21:31:24.965000+00:00,2020-05-14 23:31:56.361000+00:00,7231396.0
4504,UOL,['Crivella'],crivell autoriz cob vai esper witzel reabr ct,"Crivella authorizes, but COB will wait Witzel to reopen CT",0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-02 01:33:05.543000+00:00,2020-06-02 09:04:43.209000+00:00,27097666.0
4505,UOL,['Moro'],jos depoiment mor pf constrang gener planalt,Josiah: Moro's testimony to pf embarrasses generals of the Plateau,0.0,0.4000000059604645,0.0,0.4000000059604645,False,2020-05-05 16:31:22.827000+00:00,2020-05-05 18:02:27.884000+00:00,5465057.0
4506,O Antagonista,['Bolsonaro'],bolsonar diz apoi candidat prefeit “ lug nenhum ”,"Bolsonaro says he will not support mayoral candidates ""nowhere""",-0.2000000029802322,-0.699999988079071,0.2000000029802322,0.699999988079071,False,2020-06-02 13:03:39.084000+00:00,2020-06-02 15:03:58.925000+00:00,7219841.0
4507,G1,['Bolsonaro'],após reduz boletim diári govern bolsonar ret dad acumul covid19 sit,"After reducing daily bulletin, Bolsonaro government removes accumulated data from Covid-19 site",0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-06-06 22:01:41.434000+00:00,2020-06-07 07:32:05.055000+00:00,34223621.0
4508,UOL,['Moro'],saíd mor govern rach grup pról jat,Moro's departure from the government splits pro-Lava Jato groups,-0.1000000014901161,-0.3000000119209289,0.1000000014901161,0.3000000119209289,False,2020-04-28 00:03:53.696000+00:00,2020-04-28 06:02:09.057000+00:00,21495361.0
4509,UOL,['Moro'],mor cit atu ministr testemunh reforc acus,Moro cites current ministers as witnesses to bolster his accusations,0.0,0.0,0.0,0.0,False,2020-05-04 18:02:32.331000+00:00,2020-05-04 19:03:22.159000+00:00,3649828.0
4510,R7,['Guedes'],gued exig sab impact long praz liber concurs,Guedes demands long-term impact to release tenders,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-06-24 16:02:19.132000+00:00,2020-06-24 20:31:48.527000+00:00,16169395.0
4511,UOL,['Bolsonaro'],wassef bolsonar ref equip pessoal ped segur amig,Wassef: Bolsonaro referred to personal staff when asking for security to 'friends',0.3000000119209289,-0.5,0.3000000119209289,0.5,False,2020-05-20 21:32:51.800000+00:00,2020-05-20 23:02:09.429000+00:00,5357629.0
4512,G1,['Bolsonaro'],jornal obtém justic federal direit ter acess test coronavírus bolsonar,Newspaper obtains in the Federal Court right to have access to coronavirus tests bolsonaro,0.0,0.0,0.0,0.0,False,2020-04-28 02:02:10.675000+00:00,2020-04-28 16:31:39.528000+00:00,52168853.0
4513,O Antagonista,['Bolsonaro'],cas flávi bolsonar dev andar devag segund instânc,Flávio Bolsonaro's case should go slower in the second instance,0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-06-25 21:31:05.500000+00:00,2020-06-25 23:02:40.028000+00:00,5494528.0
4514,UOL,['Bolsonaro'],bolsonar sancion lei autoriz recomposiçã salarial polic df,Bolsonaro sanctions law that authorizes salary recomposition of police df,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-25 19:03:30.826000+00:00,2020-05-25 22:03:31.947000+00:00,10801121.0
4515,Folha de SP,['Bolsonaro'],toffol afirm dubiedad bolsonar sobr democrac assust,Toffoli says bolsonaro dubiedade on democracy scares,0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-08 23:02:11.807000+00:00,2020-06-08 23:32:07.019000+00:00,1795212.0
4516,O Antagonista,['Bolsonaro'],barros diz bolsonar dev preocup “ feit cois errad ”,"Barroso says Bolsonaro should only worry ""if he has done something wrong""",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-06-16 09:32:20.466000+00:00,2020-06-16 11:04:35.152000+00:00,5534686.0
