id,clean_text,processed_text
958,"t o resgate da manu
eu e a manu fomos a fazenda do tio luciano e a manu falou
vamos pegar maça e ai eu fui ela subio e ficou presa eu fui pegar
a escada eu disse pera ai ela esperou até que eu peguei a escada e do
nada um pássaro apareceu e comeu a maça e x a última a
manu so queria decer de la mas era um picapau ele picou a
escada e a árvore era muito alta ela teve uma ídeia ela
disse vamos esperar o tio voltar e se pasran horas e hora
e horas e muitas horas a manu acabou dormindo e o tio
chegou e a manu acordou eu corri e disse tio tio tio
e ele disse o que foi a manu ficou presa na macieira de
correo e disse manu você ta bem ela dissesim o tio diss
e vou pegar a escada e eu disse o picapau pico a escada
ele ficou preocupado o pássaro da manu apareceu ele começou a
falar vou pedir ajuda aus meus amigos eles fiseram uma
cama elastica com cipos mas a manu era muito pesada
eu peguei madeira e os pássaros os parafusos construimos
uma escada mais era muito pequena e pasamos horas e
horas e horas e horas e muitas horas construindo uma
escada e muitas mais horas construindo e conseguimos
construir tiramos a manu de la a manu pegou umas maça
e ela disse vamos pegar laranja também eu disse e melhor
não mas ela foi mesmo assim depois fizemos uma torta depois
comemos e fizemos um balanço e se balançamos e veio um
pasarinho que sento na minha cabeça e veio outro a manu estava
se balaçando até ela foi de balanço mais so foi um corte bo
bo eu e ela começamos a rir e rimos muito eu sentei no ba
lamço e comecei a me balança a manu foi se vesti e eu
ouvi um grito da manu ela se ingato no galho de uma árvore
eu chamei os pasarinhos e pegaram a escada que a gente fez
e salvamos a manu de novo e fim",t resgat manu manu fazend tio luci manu fal vam peg maç ai subi fic pres peg esc diss per ai esper peg esc nad pássar aparec com maç x últ manu so quer dec la picapau pic esc árvor alt íde diss vam esper tio volt pasran hor hor hor muit hor manu acab dorm tio cheg manu acord corr diss tio tio tio diss manu fic pres maci corre diss manu ta bem dissesim tio dis vou peg esc diss picapau pic esc fic preocup pássar manu aparec começ fal vou ped ajud au amig fis cam elas cip manu pes peg mad pássar parafus constru esc pequen pas hor hor hor hor muit hor constru esc muit hor constru consegu constru tir manu la manu peg uma maç diss vam peg laranj diss melhor assim fiz tort com fiz balanç balanç vei pas sent cabeç vei outr manu balaç balanç so cort bo bo começ rir rim sent ba lamç comec balanç manu vest ouv grit manu ingat galh árvor cham pas peg esc gent fez salv manu nov fim
590,"t o monstro e os dois
t meninos
p eu e o lucas fomos no igarape pegar
peixe derrepente quando estava mos la aparec
um enorme monstro querendo pegar agente
então voltamos quando chegamos em nossa casa
nosso irmão já não x mas lá e dai
tentamos nos livra do enorme monstro a
então corremos até um lugar muito difi
pra ele não pegar nos até então consegui
se esconder o monstro desapareceu
então voltamos pra casa",t monstr doi t menin p luc igarap peg peix derrep mo la aparec enorm monstr quer peg agent ent volt cheg cas irm x lá dai tent livr enorm monstr ent corr lug dif pra peg ent consegu escond monstr desaparec ent volt pra cas
1222,"meu onibos e legal nais quando
onibos x torla nuito riu
criaco grito vejo criço brigandlo
so e rua neu ranal esta cheio
de ba rro co gundo o nibos passo
pro is pra escolo logo cedo vejo
passario cantando é ban a gente ter
un onibos pro ir pro escolo todo
dua logo cedo vejo sopo e cacharroos
x  endo pro trobalho vejo 
nuito caiso no ranal",onib legal nal onib x torl nuit riu criac grit vej criç brigandl so rua neu ranal chei ba rro co gund nib pass pro is pra escol log ced vej passari cant ban gent ter un onib pro ir pro escol tod dua log ced vej sop cacharro x end pro trobalh vej nuit cais ranal
233,"t a pintura 
p um menino viu os animais e resolveu pintar 
eles o garoto se chamava matheus e os seus 
amigos era ana e gustavo foram pintar os animais 
e lá foram pintar ana queria pintar o macaco 
p mas o gustavo tambem queria o macaco eles brig
aram mas o matheus queria o leão até que ana 
tomou uma decisão e quis o porco 
o gustavo falou — porque o porco em ana 
a ana respondeu — o porco e meu animal prexerido
p eles pintaram muito até cansarem 
 dias depois não viram as pinturas feitas 
matheus disse — cade as pinturas feitas 
p ana teve a ideia de procurar pela casa mas 
lá não tinha nada 
passaram horas e horas a procurar 
e nada até que gustavo disse — achei as pinturas
p eles felizes correram e acharam 
felizes se abraçaram 
matheus gritou — ai ai 
ai que a cabou a historia 
com um final feliz",t pint p menin viu animal resolv pint garot cham math amig ana gustav pint animal lá pint ana quer pint macac p gustav tamb quer macac brig ar math quer leã ana tom decis quil porc gustav fal — porqu porc ana ana respond — porc animal prexer p pint cans dia vir pint feit math diss — cad pint feit p ana ide procur cas lá nad pass hor hor procur nad gustav diss — ach pint p feliz corr ach feliz abraç math grit — ai ai ai cab hist final feliz
70,"eu x a camilly para brincar de pintura  nesse dia foi muito legal e
nós passamos na nossa mão as cores coloridas uma cor muito bonita nesse
dia nos se divertimos muitos  no outro dia eu fui pra fazenda com minha
mãe la eu almoçei carne de boi  eu achei muito legal depois x comvidei
a minha amiga pra ir para x x lá eu pedi pra minha mãe fazer
uma merenda muito bom x eu fui pra praça com minhasamiga
x muito",x camilly brinc pint ness dia legal pass mão cor color cor bonit ness dia divert muit outr dia pra fazend mãe la almoç carn boi ach legal x comvid amig pra ir x x lá ped pra mãe faz merend bom x pra praç minhasamig x
566,"t meu mundo imaginario
eu tinha uma gaveta cheia de tintas e eu faço
varias pinturas de tintas no papel todos os dias e minha
tia tem tintas para todos os lugares  eu compro todos
p os dias e muito divertido ter tinta no mundo
que agente pode pintar qualquer coisa casa  parede muitas
coisas tive uma ideia e desenhei uma floresta com
minhas tintas verde amarelo marrom vermelho e eu
fiz um personagem
p india com tintas marrom vermelho
e verde e meu pai comprou mais umas coisas de
tintas rosa verde marrom vermelho teve uma ideia
vou pintar minha cara e eu pintei minha cara de tinta
azul vai ficar lindo  com tintas vermelhas
p fim",t mund imaginari gavet chei tint faç var pint tint papel tod dia tia tint tod lug compr tod p dia divert ter tint mund agent pod pint qualqu cois cas pared muit cois ide desenh florest tint verd amarel marrom vermelh fiz person p ind tint marrom vermelh verd pai compr uma cois tint ros verd marrom vermelh ide vou pint car pint car tint azul vai fic lind tint vermelh p fim
23,"
havia um dia que amanheceu chovendo com trovões
depois foi chovendo muito forte a chuva ia e voltava 
teve uma hora que essa chuva parou de vez e depois
de uma hora fui arrumar o quintal da minha casa 
e tinha uma coisa brilhando e fui ver o que podia
ser e era uma pedra media e brilhosa peguei na
mão essa pedra e guardei nas minhas coisas dentro de
casa no dia seguinte fiquei sabendo que essa pedra
tinha caido do céu e eu encontrei outra pedra
igual a que tinha entrado da outra vez e guardei
essa fiquei com duas toda vez que chovia as vezes
caia pedras brilhosas",hav dia amanhec chov trov chov fort chuv ia volt hor chuv par vez hor arrum quint cas cois brilh ver pod pedr med brilh peg mão pedr guard cois dentr cas dia seguint fiq sab pedr caid céu encontr outr pedr igual entr outr vez guard fiq dua tod vez chov vez cai pedr brilh
155,"p um dia eu tava em casa e a professora mandou 
eu e meus amigos fazer uma pintura mas eu precisava 
fazer um grupo com meus amigos mas a gente tinha que 
pintas bem bonito a gente fez  uma borboleta e pintei
com rosa e roxo  e depois a gente foi brincar de pintar a
casa",p dia tav cas profes mand amig faz pint precis faz grup amig gent pint bem bonit gent fez borbolet pint ros rox gent brinc pint cas
707,"t o que aconteceu
p eu fiquei assustada porque estava sozinha
em casa meu coração ficou acelerado mas quando
olhei para o chão vi uma das minhas pinturas rasgada
p ai eu pensei que poderia ser o cachorro mas o 
cachorro não ia conseguir pegálos naquela altura e
voutei ao desespero com medo de alguem ter invadido
minha casa
p derepente meu gato apareceu e ele estava todo 
sujo de tinta e lembrei que a tinta das minhas pinturas
não tinha secado
p mas o que aconteceu com as minhas roupas
naquele momento fiquei confusa mas eu percebi que
o meu cachorro estava com minha meia na boca e eu
comecei a rir",t acontec p fiq assust porqu so cas coraçã fic aceler olh chã vi pint rasg p ai pens pod cachorr cachorr ia consegu pegál naquel altur vout desesper med algu ter invad cas p derep gat aparec tod suj tint lembr tint pint sec p acontec roup naquel moment fiq confus perceb cachorr mei boc comec rir
58,"ee  em mais coimo 
pata animal sodo atu  du cato
tetao mois coma  oa dito isoto",ee coim pat animal sod atu du cat teta moil com oa dit isot
428,"t as x
um certo dia uma menina x alicia  estava 
brincando no seu quarto até que ela olha para cima e 
encima do seu armario tinha uma enorme caixa de tintas até
que ela pensou em ir até a cozinha pega o banquinho  ela foi até
a cozinha pegou o banquinho e pegou a caixa de tintas  depois
de ter pegado as tintas ela foi no seu material escolar e x
o seu caderno e arrancou varias folhas para brinca de tinta 
ela ficou horas e horas pintando fazendo florzinha  jardim e sua
familia até que ela teve uma ideia de pintar as paredes e o chão
ela ficou com x de sua mãe chingala e colocar ela de castigo 
mais mesmo assim desenho  na parede varias árvores com frutinhas as 
frutinhas eram morango maça laranja x jabuticabas e varias outras  
no x ela desenhou toda a sua família colocou suas tias seus
tios sua mãe seu x todo mundo depois ela desenhou sua madri
nha o seu padrinho  até que a sua mãe entra no quarto e
se depara com aquela cena ela ficou muito irritada e ela
pra banho e x toda aquela bagunça limpou o chão limpou
as paredes x todo o quarto dela e quando ela saiu do banho
ela ficou chatiada porque a mãe tinha limpado tudo tudo
tudo tudo não tinha sobrado nada nada mesmo ela ainda 
ficou de castigo ela ficou no cantinho x pensamento 
mais a sua mãe tirou ela conversou com ela x x que 
não pode fazer mais isso por que x x o quarto
dela a parede teve que pinta tudo de no o chão teve que 
lavar a cama dela ficou  e teve que limpa
todo de novo e deu muito trabalho por
que ela estava cheia de coisas para fazer ",t x cert dia menin x alic brinc quart olh cim enc armari enorm caix tint pens ir co peg banq co peg banq peg caix tint ter peg tint mater escol x cadern arranc var folh brinc tint fic hor hor pint faz fl jardim famil ide pint pared chã fic x mãe chingal coloc castig assim desenh pared var árvor frut frut morang maç laranj x jabuticab var outr x desenh tod famíl coloc tia tio mãe x tod mund desenh madr nha padr mãe entr quart dep cen fic irrit pra banh x tod bagunç limp chã limp pared x tod quart saiu banh fic chati porqu mãe limp tud tud tud tud sobr nad nad aind fic castig fic cant x pens mãe tir convers x x pod faz x x quart pared pint tud chã lav cam fic limp tod nov deu trabalh chei cois faz
1008,"ta amizade na aventura
eu
peu e minha amiga conbinamos de se enconlra
para brincar no párgue tenpos depois depois minha amiga
chegou então agemte conprou o sorvete depois fomos brincar
brincamos de roda roleta de pegapega etc
enguanto agente brincava passou muitas águias lindas
lindas foi uma diversão depois fomos rodar bicicleta
então a minha outra amiga chegou e conpletou guatro
amigas gue se ana então agente brincou bastante e
derrepente apareceu trez coelhos ai guando agente
brincava com eles ai era um azul amarelo rosa então
depois agente foi pra casa da minha amiga agente comeu
rosguia fizemos bolo de cenora depois fizemos a tarefa
depois fomos ver os animais ai brinca",ta amizad avent peu amig conbin enconlr brinc párg tenp amig cheg ent agemt conpr sorvet brinc brinc rod rolet pegapeg etc enguant agent brinc pass muit águ lind lind divers rod biciclet ent outr amig cheg conplet guatr amig gue ana ent agent brinc bast derrep aparec trez coelh ai gu agent brinc ai azul amarel ros ent agent pra cas amig agent com rosgu fiz bol cen fiz taref ver animal ai brinc
1057,"tas tintas
peu encontrei varios potes de tintas dipaixo da pia
resouvi pitar com os meus amigos nois reso
uvemos pitar na parede da cozinha varios anim
ais nois pintamos varios a nimais como macaco
zebra cavalo e vacas e de pois de pintar eu e os
meus amigo fomos assistir televisão e bricar
e de pois nois fomos jogar vidio game e depois
nois foi brinca no quintal e depois de muito
tenpo brincando no quintal nois foi para o quar
to os desenhos de a nimais não tavão mais
la eu e meus amigos fomos corendo para x
da pia ver se tinha mais tinta para nois fazer
mais desenho mais não tinha mais x
ai não tinha como fazer mais desenhos de
a nimais ai nois foi dormi como nois a cordo
os desenhos tavão tudos la ai nois ficou
muito feliz e as titas tavão todas la ai
nois feiz mais pinturas com as tintas que no
is axo ai nois feis mais animais e foitudo
que nois pintamos e ums brinquedos",ta tint peu encontr vari pot tint dipaix pia resouv pit amig noil res uv pit pared co vari anim ai noil pint vari nimal macac zebr caval vac poi pint amig assist televis bric poi noil jog vidi gam noil brinc quint tenp brinc quint noil qu to desenh nimal tav la amig cor x pia ver tint noil faz desenh x ai faz desenh nimal ai noil dorm noil cord desenh tav tud la ai noil fic feliz tit tav tod la ai noil feiz pint tint is axo ai noil feil animal foitud noil pint um brinqued
342,"t a menina que gostava de desenhar
certo dia una menina chanada sofia ela anava pintar desenho que
ela mesno fazia certo dia ela mandou o pai dela compra una maleta de
tinta ai no dia seguinte o pai dela foi conpra una maleta de tinta pra
ela ai ele conprou ela ficou muito feliz por que tinha conprado una
mateta de tinta ai ele para casa mostro a mãe ai ela disse mamãe olha 
o que papai me deu ai a mãe dela ficou muito feliz ai no outro dia 
ele foi provar o novo kit que comprou ela achou muito bonito então
 pintar un dos seus desenhos ai ela disse esse é o meu sonho
de ganha un desse ai ela disse eu vou desenha un monte de pessoa
ai ela fez o desenho ai ela disse manãe eu posso ir para a pracinha
ai a mãe dela disse pode ir minha filha ai ela foi e volto logo cedo
para casa  ai quando ela chegou x en casa se deparou com seus desenhos
todos bagunçado ai ela achou que o cachorro dela tinha fazido aquilo
mas ai ela foi procurar os desenhos dela e não achou ai quando a mãe
dela foi no quarto dela e disse o que foi minha filha ai a sofia disse
e por que meu quarto ta todo bagunçado e eu não fiz isso ai x
os meus desenhos tanben suniu ai não sei o que ta acontecendo ai que descubri que a tinta era magica ai ela disse então e por isso que os
meus desenhos sumiu mas que tinta x legal amei essa tinta",t menin gost desenh cert dia una menin chan sof an pint desenh mesn faz cert dia mand pai compr una malet tint ai dia seguint pai conpr una malet tint pra ai conpr fic feliz conpr una matet tint ai cas mostr mãe ai diss mamã olh pap deu ai mãe fic feliz ai outr dia prov nov kit compr ach bonit ent pint un desenh ai diss sonh ganh un dess ai diss vou desenh un mont pesso ai fez desenh ai diss manã poss ir prac ai mãe diss pod ir filh ai volt log ced cas ai cheg x en cas depar desenh tod bagunç ai ach cachorr faz ai procur desenh ach ai mãe quart diss filh ai sof diss quart ta tod bagunç fiz ai x desenh tanben sun ai sei ta acontec ai descubr tint magic ai diss ent desenh sum tint x legal ame tint
629,"t o dia na praça
p    ana  alice  emanuelly ewelly 
 beatriz marry e a tays fomos passea na
praça o dia tava perfeto tomamos sorvete a gente
tava bem feliz ai chegou o nossos amigos nicolas
ezequiel gustavo  lucas  lionel  yuri marco  bruno
e joão vitor e o   o passeo ficou mais
legal comemos varias coisas era muito bom  mais 
amigos chegando e mais legal foi ficando e a praça
já se enchendo de pessoas todos nois ficamos vendo
os passaros e as borboletas ai a emanuelly cristina 
chega e ela não gosta da tays ai elas  briga
mais outras meninas falarão  bora para o dia ta lindo
se vocês brigarem vai estragar tudo  as meninas se 
 e não brigarão e todo mundo se resouverâo 
as pessoas tava muito feliz mais o dia ficou
dubrado e começou a chuve e todos foram pra dibaixo
de uma casinha e a tay falou a chuva ta muito 
forte e não vai cabe nigem e começou a venta 
muito e algumas pessoas que tinhão carro ou moto
tinhão ido pra casa mais mais como nois não tinha
vindo de carro mais tinha que espera a chuva 
para mais a chuva so pinhorava mais algumas
pessoas  carona mais não dava de todos 
ir algums ficava com raiva por que tavão se
manhando e a chuva tava mais forle e começou
a venta muito e ate que uma hora a chuva
para mais mais ainda tava chuviscando 
mais o chuvisco  tempo ficou dubrado
e eles comesaram a  mais nâo tava 
como antes ",t dia praç p ana alic emanuelly ewelly beatriz marry tay passe praç dia tav perfet tom sorvet gent tav bem feliz ai cheg amig nicol ezequiel gustav luc lionel yur marc brun joã vit passe fic legal com var cois bom amig cheg legal fic praç ench pesso tod noil fic vend passar borbolet ai emanuelly cristin cheg gost tay ai brig outr menin fal bor dia ta lind brig vai estrag tud menin brig tod mund resouverâ pesso tav feliz dia fic dubr começ chuv tod pra dibaix cas tay fal chuv ta fort vai cab nig começ vent algum pesso tinh carr mot tinh ido pra cas noil vind carr esper chuv chuv so pinhor algum pesso caron dav tod ir algum fic raiv tav manh chuv tav forl começ vent ate hor chuv aind tav chuvisc chuvisc temp fic dubr comes nâo tav ant
81,"eu encontrei uns potes de tinta
p
um dia a tarde eu fui no armario para pegar uns 
biscoitos e quando eu meche no armario caiu um monte 
de tinta no chão e chameli a minha irmã 
 irmã eu encontrei um monte de tinta que caiu no chão do 
armario 
 então vamos pintar nossas folhas que nós tem 
 já vamos pegar nossas luvas para pintar 
 certo  mas cade nossos pinseos perguntou talleta 
um não seio vamos pintar com os dedos mesmos 
 já 
p a gente pintamos desenhos lindos engrasados e fofos que nunca 
fizemos isso na vida com tinta 
 irmã olha fiz um gatinho 
 que fofo
 a sua arte ficou linda 
obrigada 
por nada 
p quando nossa  mãe foi chamar para nós comer filhas
vamos comer a gente ficamos com medo que ela podia brigar 
mas ela não brigou 
p nós gardamos as tintas para o outro dia",encontr um pot tint p dia tard armari peg um biscoit mech armari caiu mont tint chã chamel irmã irmã encontr mont tint caiu chã armari ent vam pint folh vam peg luv pint cert cad pinse pergunt tallet sei vam pint ded mesm p gent pint desenh lind engras fof nunc fiz vid tint irmã olh fiz gat fof art fic lind obrig nad p mãe cham com filh vam com gent fic med pod brig brig p gard tint outr dia
1127,"t
certo dia estava eu e meu primo brincando até uma hora
agente decidiu entrar para jogar video game quando agente
entrou agente achamos baldes de tintas decidimos pintar o
quarto fomos buscar o rolo para passar no alto aonde
agente não alcansava  quando agente voltou os x de
tintas não estavá mais la e as roupas estavá no
chão eu e meu primo foi juntar quando acabamos
de juntar agente foi la fora tentou achar uma pista
e agente viu  que era nosso tio pablo pintando a
parede de fora eu e meu primo vitor nós pedimos para
ajudar mas ele deixou mas nós falamos sobre as
roupas e ele falou que foi minha tia ana caçando o 
relogio que meu primo pegou e sumiu",t cert dia prim brinc hor agent decid entr jog vide gam agent entr agent ach bald tint decid pint quart busc rol pass alt aond agent alcans agent volt x tint estav la roup estav chã prim junt acab junt agent la tent ach pist agent viu tio pabl pint pared prim vit ped ajud deix fal sobr roup fal tia ana caç relogi prim peg sum
1115,"tpintando com a alice
eu achei muitas tinas em cima da
geladeira eu pequei fiz uma pessoa só que
fui no banheiro lavar minhas mãos
so que quando eu voltei não tinha
nenhum desenho so que eu fui para 
meu quarto eu vir um vento passando
atras de mim eu pensei por que meu
desenho tinha sumido eu tava muito
pensativa mais eu achei meu desenho
tava na geladeira mais por que quando
eu olhei na quela hora meu desenho
não tava elá mais eu fiquei feliz de
ver meu desenho ea minha amiga me 
chamou para brincar ela dicidiu pintar na
 parede eu tapei e fui com a elice",tpint alic ach muit tin cim gelad peq fiz pesso banh lav mão so volt nenhum desenh so quart vir vent pass atr mim pens desenh sum tav pens ach desenh tav gelad olh quel hor desenh tav elá fiq feliz ver desenh ea amig cham brinc dicid pint pared tap elic
667,"t o misterio da lilla
no fim da tarde lilla decidiu ir para casa da sua
amiga ela chegou anoite na sua casa então foi
dormir no dia seguinte ela acordou e foi fazer
uma pintura de animais na parede do seu
quarto ela viajou com seus pais e cuando ela voutol
e viu tudo revirado so que tinha pegadas
ela segil as pegadas mas cuando chegou no muro
as pegadas estava indo pro porão ate que
ela achou o bandido chamaram a policia e o
ladrão foi preso",t misteri lill fim tard lill decid ir cas amig cheg anoit cas ent dorm dia seguint acord faz pint animal pared quart viaj pal cu voutol viu tud revir so peg segil peg cu cheg mur peg ind pro por ate ach band cham polic ladr pres
1052,"tas lindas tintas brilhantes
pfinalmente cheguei em casa e junto com minha amiga para fazermos o
trabalho da escola so que eu achei lindas tintas e então eu chamei a minha
amiga para fazermos kindos dezenhos as cores das tintas era lindas tinha
toda cor azul rosa verde amarelo vermelho branco preto roxo mas a mais
linda é a tinta com a cor colorida que têm todas as cores juntas  agora tava
tudo bem quando nós terminamos de fazer o trabalho da escola tinha algo
muito estranho todos os desenhos tinhão sumido as cores também foi então
que eu e minha amiga vimos que as cores dezenhos eram mágico pessamos que
estavamos vendo coisa foi nesse momendo que as tinhas falou com agenda meus
pais chegaram foi então que as tintas dezenhos voltarão para seu lugar deveriãm
está estava tudo limpo então a cor de tinta colorido que éra mais bonida falou
com migo e disse que todas as tintas eram mágica nesse caso eu
endedi porque as tintas brilhavam tanto foi então que elas começarão a
brilhar muito nó entanto que as cores precisavam
de mais tintas para elas continuarem a ser mágica mas
x a unica que não precisa de mais cor é a tinta colorida
foi então que eu resouvi pergunta porque ela era a unica que não precisa de mais
tinta ela respondeu que ela é tinta mais mágica
e que foi ela que deu a magia para as
outras tintas ela disse que fez isso porque se sentiu muito
sozinha e assim ela não se sente mais sozinha
ingual a ela e ela a tinta mais mágica não se sentiu
mais estranha que ela disse que se sentia
muito estranha mesmo porque ela disse que as outras
tintas que a tinta colorida se achava muinto
porque ela nunca precisou de mais tinta
só assim que ela disse
que não se sentia mais x estranha",ta lind tint brilh pfin cheg cas junt amig faz trabalh escol so ach lind tint ent cham amig faz kind dezenh cor tint lind tod cor azul ros verd amarel vermelh branc pret rox lind tint cor color têm tod cor junt agor tav tud bem termin faz trabalh escol alg estranh tod desenh tinh sum cor ent amig vim cor dezenh mágic pess estav vend cois ness mom tinh fal agend pal cheg ent tint dezenh volt lug deveriãm tud limp ent cor tint color éra bon fal mig diss tod tint mágic ness cas ended porqu tint brilh tant ent começ brilh nó entant cor precis tint continu mágic x unic precis cor tint color ent resouv pergunt porqu unic precis tint respond tint mágic deu mag outr tint diss fez porqu sent so assim sent so ing tint mágic sent estranh diss sent estranh porqu diss outr tint tint color ach muint porqu nunc precis tint assim diss sent x estranh
551,"t livro mágico
p uma menina chamada lívia não tinha
nada para fazer em casa então decidiu ler um livro
foi foi ao porão e achou uma prateleira cheia
de livros viu um livro chamado livro de magia
quando lívia tirou o livro da prateleira 
apareceram varios vagalumes lívia ficou encantada
quando abriu o livro as palavras viraram 
formigas e as páginas viraram pássaros apenas 
uma página não voou em página dourada
com a mágica magica de x transfor
mar bonecas em pessoas
p então comprou uma boneca e um caldeirão
para fazer a poção lívia fez a poção e colocou
uma gota na boneca e a boneca disse
 qual é o seu nome perguntou a boneca
 me chamo lívia
eentão eentão então as duas se tornaram melhores
melhores amigas",t livr mágic p menin cham lív nad faz cas ent decid ler livr por ach pratel chei livr viu livr cham livr mag lív tir livr pratel aparec vari vagalum lív fic encant abr livr palavr vir formig págin vir pássar apen págin voou págin dour mágic magic x transf mar bonec pesso p ent compr bonec calde faz poç lív fez poç coloc got bonec bonec diss nom pergunt bonec ch lív eent eent ent dua torn melhor melhor amig
772,"t pitando a casa
eu e meu pai estavamos pintando a casa da minha mãe
de branco e bege porque já estava pasado de de pitar nos co 
meçamos pela frente da casa  depois  botamos o pizo na parede
da frente fui pitar a sala pintar de  branco uma parede para a outra pa 
rede  depois meu tio neto chegou na casa para poder ajudar a pintar 
pintamos a sala nos paramos para almoçar nos descansamos no
sofa da minha casa antes de passar o pinsel na parede fomos tirar os
moves do quanto para pintar no hora que fomos pitar a tinta tinha a 
acabado mais não persebemos fui na loja para compra
a tinta fui rapido para a minha casa  mais tarde 
meu tio foi pra a casa dele ficou eu e meu pai  fui
tomar um banho porque nos estavamos muito sujo lo 
go depois fui tomar um x porque x tarde fui dor 
mo no meu quanto  no sádado começei pintando o quarto
dos meus pais de branco quando foi meio dia term 
inamo de pintar o quanto dos meus pais comas
a comida que minha mãe depois de almoçar eu fui 
pra a casa da minha vó pegar as coisa que estava 
lá pegeuli e votei na carroça e levei na casa da minha 
mãe fui pintar  o meu quanto tabém de branco mais
tarde x de pintar  o quanto depois fui colocar 
os moveis  do meu quarto mais estava o cheiro muito 
forte eu não agueitei não pedi o meu pai para me ajudar
ele ajudou a coloca os move tabém pintei a cozinha de bege
na cozinha tinha muito coisas mais tinha outra cozinha na
frente pintei de bege mais eu estava chansada tábem
eu fui tomar banho porque estava escoresedo mais tarde tomei
cafe para dormi mais no outro dia tinha escola eu fui pá
ra a escola mais o horário era  quando eu chegei na casa
meu pai tinha terminado de pintar a casa do minha toda",t pit cas pai estav pint cas mãe branc beg porqu pas pit co meç frent cas bot piz pared frent pit sal pint branc pared outr pa red tio net cheg cas pod ajud pint pint sal par almoç descans sof cas ant pass pinsel pared tir mov quant pint hor pit tint acab perseb loj compr tint rap cas tard tio pra cas fic pai tom banh porqu estav suj lo go tom x porqu x tard dor mo quant sád começ pint quart pal branc mei dia term in pint quant pal com com mãe almoç pra cas vó peg cois lá pegeul vot carroç lev cas mãe pint quant tabém branc tard x pint quant coloc movel quart cheir fort agueit ped pai ajud ajud coloc mov tabém pint co beg co cois outr co frent pint beg chans táb tom banh porqu escoresed tard tom caf dorm outr dia escol pá ra escol hor cheg cas pai termin pint cas tod
196,"t a casa de tintas
eu encontrei emcima do armario alguns potes de tinta então resolvi pintar
na parede do meu quarto algums animais tempo depois quandoi voltei no
quarto não havia mais nenhuma tinta e as roupas da gaveta es
tava espalhadas pelo chão assim percebi que alguem entro no meu quarto
e pegou todas as minhas tintas fui andar pela casa para procurar as tin
tas percebi pela a janela da cozinha que as tintas estavam to
das no quintal espalhadas pela casa assim que peguei todas as tintas
pintei alguns desenhos e uma hora usei tanto as tintas que as
tintas acabou gostei tanto de pintar que fui comprar mais e
assim pintei muito mais desenho",t cas tint encontr emc armari algum pot tint ent resolv pint pared quart algum animal temp quando volt quart hav nenhum tint roup gavet es tav espalh chã assim perceb algu entr quart peg tod tint and cas procur tin ta perceb janel co tint to quint espalh cas assim peg tod tint pint algum desenh hor use tant tint tint acab gost tant pint compr assim pint desenh
1183,"x uma um dia bem bonito a gente tava passeando
pelo patio ai surgiu um pote de tinta sem querer eu esbarrei
no pote sujei tudo de pois o ruandson limpou ele teve que
tudinho na lata de lixo ai eu fui para diretoria le
vei uma bronca aí depois o conselho veio m buscar aí
eu fui para e er fanato e nunca mais vi minha
familia me mal trataram me bateram me jogaram
no meio da rua eu fiquei passando fome até que um
senhor me levou no case dele me deu água comide depois
eu fui pra minha casa fim anderei calebe",x dia bem bonit gent tav passe pati ai surg pot tint quer esbarr pot suj tud poi ruandson limp tud lat lix ai diret le vei bronc aí conselh vei m busc aí er fanat nunc vi famil mal trat bat jog mei rua fiq pass fom senh lev cas deu águ comid pra cas fim and caleb
308,"t a menina e as tintas
era uma vez uma menina que encontrou
em cima de um armário e encontrou umas 
tíntas e pegou as tíntas e para o 
quarto e pegou as tíntas para píntar
a parede do seu quarto e depois elasaiu
só eu     
tíntado seu quarto tibta x
e sua roupa tava toda toda  e
caída no x e depois ela arrumou toda a 
x ela pegou as  tintas e píntou a 
parede do seu quarto x e ficou
encondida atrás da porta para ver o que era
 a tinta da sua parede e bagunça 
vao seu quarto e era um   
em baixo de sua cama",t menin tint vez menin encontr cim armári encontr uma tínt peg tínt quart peg tínt pínt pared quart elasa tínt quart tibt x roup tav tod tod caíd x arrum tod x peg tint pínt pared quart x fic encond atrás port ver tint pared bagunç vao quart baix cam
170,"pas cores do mundo colorido 
a menina encontrou umas tintas em cima do armário 
ela resolveu pinta uns animais do quarto dela 
depois de algum tempo a menina voltou pra casa dela 
e viu que no quarto dela tava todo bagunçados
e ela pensou que algum ladrão entrou x casa dela 
depois de algum tempo ela tentou arruma o quato
dela e ela pintou novamente para deixa ele bonito 
 depois de um tempo o quarto ficou muito lindo
todo pintado e bem bonito e muito chamativo 
todo os dias ela entrava no quarto dela 
para dizer que xtava muito lindo e ela
adorava brinco no seu quarto todo bem arruma
do e gostava muito de pinta ela",pa cor mund color menin encontr uma tint cim armári resolv pint um animal quart algum temp menin volt pra cas viu quart tav tod bagunç pens algum ladr entr x cas algum temp tent arrum quat pint nov deix bonit temp quart fic lind tod pint bem bonit cham tod dia entr quart diz xt lind ador brinc quart tod bem arrum gost pint
