,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
5586,O Antagonista,['Bolsonaro'],Maia diz que Bolsonaro age como se ainda fosse deputado,Maia says Bolsonaro acts as if he were still a deputy,0.0,-0.5,0.0,0.5,False,2020-05-30 17:32:38.013000+00:00,2020-05-30 22:32:06.062000+00:00,17968049.0
5587,G1,['Bolsonaro'],Bolsonaro vê prisão 'espetaculosa' e diz que Queiroz não estava foragido: 'Que a Justiça siga seu caminho',Bolsonaro sees prison 'spiky' and says Queiroz was not at large: 'May justice go its way',-0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-06-19 00:03:25.072000+00:00,2020-06-19 01:32:01.399000+00:00,5316327.0
5588,G1,['Regina Duarte'],Ator Mario Frias é cotado para lugar de Regina Duarte na secretaria de Cultura,Actor Mario Frias is listed for regina duarte's place in the Secretary of Culture,0.30000001192092896,0.0,0.30000001192092896,0.0,False,2020-05-20 14:31:41.941000+00:00,2020-05-20 17:04:04.938000+00:00,9142997.0
5589,G1,['Bolsonaro'],Valdo Cruz: Proximidade de Fabrício Queiroz com a família Bolsonaro era muito grande,Valdo Cruz: Fabrício Queiroz's proximity to the Bolsonaro family was very large,0.0,0.0,0.0,0.0,False,2020-06-18 12:03:54.107000+00:00,2020-06-18 14:03:21.167000+00:00,7167060.0
5590,R7,['Bolsonaro'],Celso de Mello pede a PGR que Bolsonaro deponha em inquérito,Celso de Mello asks the PGR bolsonaro testify in inquiry,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-22 13:32:07.856000+00:00,2020-05-22 15:31:49.618000+00:00,7181762.0
5591,UOL,['Moro'],Zambelli diz que Moro criou provas e liga Alexandre de Moraes ao PCC,Zambelli says Moro created evidence and connects Alexandre de Moraes to the PCC,0.0,0.0,0.0,0.0,False,2020-04-28 00:03:53.376000+00:00,2020-04-28 16:31:42.424000+00:00,59269048.0
5592,Folha de SP,['Bolsonaro'],Bolsonaro indica que pode demorar para escolher novo ministro da Saúde,Bolsonaro indicates that it may take time to choose new Minister of Health,0.0,0.0,0.0,0.0,False,2020-05-18 08:04:07.251000+00:00,2020-05-18 17:02:31.129000+00:00,32303878.0
5593,O Antagonista,"['Weintraub', 'Bolsonaro']",Bolsonaro condecora Weintraub e Aras,Bolsonaro decorates Weintraub and Aras,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-29 13:03:00.442000+00:00,2020-05-29 13:32:32.178000+00:00,1771736.0
5594,UOL,['Bolsonaro'],Bolsonaro edita MP que garante reajuste a policiais do Distrito Federal,Bolsonaro edits MP that ensures adjustment to police officers of the Federal District,0.30000001192092896,0.20000000298023224,0.30000001192092896,0.20000000298023224,False,2020-05-27 00:33:18.754000+00:00,2020-05-27 02:31:31.178000+00:00,7092424.0
5595,UOL,['Bolsonaro'],"'Nós, hoje, vamos comemorar', diz advogado da defesa de Flávio Bolsonaro","'We, today, we will celebrate,' says defense lawyer Flávio Bolsonaro",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-25 22:04:24.625000+00:00,2020-06-26 00:31:11.435000+00:00,8806810.0
5596,Folha de SP,['Bolsonaro'],Prisão de Queiroz completa tempestade perfeita para Bolsonaro,Queiroz Prison completes perfect storm for Bolsonaro,0.8999999761581421,0.699999988079071,0.8999999761581421,0.699999988079071,False,2020-06-18 12:32:22.441000+00:00,2020-06-18 15:32:03.172000+00:00,10780731.0
5597,O Antagonista,['Bolsonaro'],"De Flávio Bolsonaro para Queiroz, com muito carinho, com muito amor","From Flávio Bolsonaro to Queiroz, with great affection, with much love",0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,False,2020-05-27 01:03:25.360000+00:00,2020-05-27 10:31:41.674000+00:00,34096314.0
5598,Senso Incomum,"['Bolsonaro', 'Moro']","Em janeiro, Moro negou “qualquer interferência” de Bolsonaro na Polícia Federal no Roda Viva","In January, Moro denied ""any interference"" bolsonaro in the Federal Police in Roda Viva",0.0,-0.5,0.0,0.5,True,2020-05-18 13:33:04.902000+00:00,,
5599,UOL,['Bolsonaro'],Endereço ligado a Bolsonaro não foi alvo de operação,Address linked to Bolsonaro was not the target of operation,-0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-06-18 17:02:50.205000+00:00,2020-06-18 20:03:35.480000+00:00,10845275.0
5600,G1,['Bolsonaro'],Justiça manda União cumprir decisão que obrigou Bolsonaro a entregar exames de coronavírus,Justice orders Union comply with decision that forced Bolsonaro to deliver coronavirus tests,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-08 23:31:05.524000+00:00,2020-05-09 02:02:52.924000+00:00,9107400.0
5601,UOL,['Lula'],"Rivais em 1989, Lula e Collor trocam mensagens  e exaltam democracia","Rivals in 1989, Lula and Collor exchange messages and exalt democracy",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-16 01:04:22.401000+00:00,2020-05-16 02:01:53.724000+00:00,3451323.0
5602,O Antagonista,['Bolsonaro'],O privilégio de Flávio Bolsonaro,The privilege of Flávio Bolsonaro,0.30000001192092896,0.5,0.30000001192092896,0.5,False,2020-06-26 12:32:57.940000+00:00,2020-06-26 13:01:49.005000+00:00,1731065.0
5603,O Antagonista,['Bolsonaro'],"Não sabote, não, Bolsonaro","Don't sabotage, no, Bolsonaro",-0.5,-0.699999988079071,0.5,0.699999988079071,False,2020-06-22 15:31:40.678000+00:00,2020-06-22 17:03:15.954000+00:00,5495276.0
5604,R7,['Hasselmann'],Deputada Joice Hasselmann diz que contraiu o novo coronavírus,Congresswoman Joice Hasselmann says she contracted the new coronavirus,-0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-17 22:32:34.821000+00:00,2020-06-18 07:01:55.998000+00:00,30561177.0
5605,UOL,['Bolsonaro'],"'Vão cair do cavalo', diz Bolsonaro sobre vídeo de reunião ministerial","'They will fall off the horse', bolsonaro says on video of ministerial meeting",0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-05-13 13:03:16.305000+00:00,2020-05-13 15:02:03.922000+00:00,7127617.0
5606,G1,['Bolsonaro'],Bolsonaro pede apoio de governadores para congelar salário de servidores,Bolsonaro asks for support from governors to freeze salaries of servers,0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-05-21 18:31:52.965000+00:00,2020-05-22 02:01:44.439000+00:00,26991474.0
5607,UOL,['Covas'],Secretário de Transportes de SP pede demissão após pressão de Covas,Secretary of Transport sp resigns after pressure from Covas,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-06-12 21:02:31.572000+00:00,2020-06-13 09:03:21.927000+00:00,43250355.0
5608,UOL,['Weintraub'],"Weintraub deixa o Brasil e já está nos EUA, dizem irmão e assessoria do MEC","Weintraub leaves Brazil and is already in the U.S., say brother and advice mec",0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-20 14:02:27.216000+00:00,2020-06-20 16:03:16.112000+00:00,7248896.0
5609,Folha de SP,['Regina Duarte'],Regina Duarte deixa comando da Cultura após semanas de fritura,Regina Duarte leaves command of Culture after weeks of frying,-0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-05-20 14:03:07.712000+00:00,2020-05-20 17:04:05.276000+00:00,10857564.0
5610,O Antagonista,['Heleno'],"Heleno diz que militares não pensam em ‘ditadura, intervenções’","Heleno says military does not think of 'dictatorship, interventions'",-0.30000001192092896,-0.5,0.30000001192092896,0.5,False,2020-05-21 16:31:23.757000+00:00,2020-05-21 18:03:08.408000+00:00,5504651.0
5611,Folha de SP,['Bolsonaro'],Exército negocia parceria com empresa de armas apoiada por Eduardo Bolsonaro,Army negotiates partnership with arms company supported by Eduardo Bolsonaro,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-09 06:05:06.115000+00:00,2020-06-09 10:31:22.616000+00:00,15976501.0
5612,O Antagonista,['Bolsonaro'],Maranhão também ignora decreto de Bolsonaro,Maranhão also ignores bolsonaro decree,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-12 19:02:27.615000+00:00,2020-05-12 19:31:29.992000+00:00,1742377.0
5613,Folha de SP,['Bolsonaro'],Bolsonaro agora diz que vai negociar reajuste de servidores e pode contrariar Guedes,Bolsonaro now says it will negotiate readjustment of servers and can counter Guedes,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-14 23:31:41.510000+00:00,2020-05-15 08:02:14.158000+00:00,30632648.0
5614,UOL,['Bolsonaro'],Largo da Batata concentra oposição a Bolsonaro em São Paulo,Largo da Batata concentrates opposition to Bolsonaro in São Paulo,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-06-07 20:01:23.136000+00:00,2020-06-07 21:03:39.084000+00:00,3735948.0
5615,Folha de SP,"['Guedes', 'Weintraub']",Guedes demonstrou desconforto com Weintraub no Banco Mundial,Guedes showed discomfort with Weintraub at the World Bank,0.20000000298023224,-0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-06-20 17:32:28.110000+00:00,2020-06-20 23:31:56.349000+00:00,21568239.0
5616,G1,['Bolsonaro'],"Para STF, Bolsonaro quis dividir ônus, mas sofreu invertida de Toffoli","For STF, Bolsonaro wanted to share burden, but suffered reversed Toffoli",-0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-05-07 18:01:20.657000+00:00,2020-05-08 00:03:59.986000+00:00,21759329.0
5617,R7,['Covas'],Covas quer ajuda de comerciantes pra fiscalizar retomada,Covas wants help from traders to inspect resumption,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-28 21:03:11.340000+00:00,2020-05-28 21:32:27.868000+00:00,1756528.0
5618,O Antagonista,['Lula'],Lula ataca manifestos suprapartidários pró-democracia,Lula attacks suprapartisan pro-democracy manifestos,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-06-01 21:03:00.830000+00:00,2020-06-01 23:33:07.857000+00:00,9007027.0
5619,O Antagonista,['Bolsonaro'],Rubens Bueno: “Bolsonaro deveria começar a governar”,"Rubens Bueno: ""Bolsonaro should start to rule""",0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-17 15:03:02.597000+00:00,2020-06-17 16:31:47.151000+00:00,5324554.0
5620,Folha de SP,['Weintraub'],"Por mim colocava todos na cadeia, começando no STF, diz Weintraub","For me put everyone in jail, starting in the Supreme Court, says Weintraub",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-22 22:04:22.044000+00:00,2020-05-22 22:32:24.732000+00:00,1682688.0
5621,G1,['Weintraub'],"Ala política quer saída de Weintraub, e STF aguarda demissão","Political wing wants weintraub's departure, and Supreme Court awaits resignation",-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-06-15 18:31:47.486000+00:00,2020-06-16 23:03:15.066000+00:00,102687580.0
5622,G1,['Bolsonaro'],7 estados dizem que não vão seguir Bolsonaro e abrir academia e salão de beleza,7 states say they will not follow Bolsonaro and open gym and beauty salon,0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-05-12 13:01:14.585000+00:00,2020-05-12 13:32:33.557000+00:00,1878972.0
5623,O Antagonista,['Bolsonaro'],Bolsonaro convoca ministros para discutir possível reação ao STF,Bolsonaro summons ministers to discuss possible reaction to the Supreme Court,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-27 20:02:53.445000+00:00,2020-05-27 22:31:11.239000+00:00,8897794.0
5624,G1,['Bolsonaro'],Novo advogado quer que Flávio Bolsonaro seja ouvido sobre 'rachadinhas',New lawyer wants Flávio Bolsonaro to be heard about 'cracks',0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-23 02:32:06.716000+00:00,2020-06-23 03:31:33.921000+00:00,3567205.0
5625,O Antagonista,['Bolsonaro'],"Para 54%, governo Bolsonaro é ruim ou péssimo, diz pesquisa","For 54%, Bolsonaro government is bad or bad, says research",-0.5,-0.6000000238418579,0.5,0.6000000238418579,False,2020-06-22 19:03:43.948000+00:00,2020-06-22 20:31:21.671000+00:00,5257723.0
5626,O Antagonista,['Bolsonaro'],"Em nota, Bolsonaro diz esperar ‘arquivamento natural’ do inquérito sobre interferência na PF","In a statement, Bolsonaro says he expects 'natural filing' of the inquiry on interference in PF",0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-25 21:32:06.880000+00:00,2020-05-26 00:32:31.411000+00:00,10824531.0
5627,UOL,['Bolsonaro'],"Após PF descartar mandante de facada, foco de Bolsonaro se volta para STF","After PF discard stab charge, Bolsonaro focus turns to STF",-0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-14 19:32:31.702000+00:00,2020-05-15 00:03:23.601000+00:00,16251899.0
5628,UOL,['Bolsonaro'],Bolsonaro escolhe indicado de Ramagem para o comando da PF,Bolsonaro chooses indicated Branching for the command of PF,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-04 13:30:59.220000+00:00,2020-05-04 15:01:50.772000+00:00,5451552.0
5629,G1,['Bolsonaro'],"'Presidente esqueceu de combinar comigo', diz procurador-geral sobre nota de Bolsonaro","'President forgot to agree with me,' attorney general says of Bolsonaro's note",0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-06-02 07:31:59.408000+00:00,2020-06-02 08:03:03.405000+00:00,1863997.0
5630,Folha de SP,['Bolsonaro'],"Bolsonaro usou pseudônimos Airton, Rafael e 05 em exames negativos de coronavírus","Bolsonaro used aliases Airton, Rafael and 05 in negative coronavirus tests",-0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-05-13 19:02:30.134000+00:00,2020-05-13 19:31:44.559000+00:00,1754425.0
5631,UOL,['Bolsonaro'],Bolsonaro diz crer  no arquivamento do inquérito e nega interferência na PF,Bolsonaro says he believes in the filing of the investigation and denies interference in PF,0.0,0.0,0.0,0.0,False,2020-05-25 22:32:46.785000+00:00,2020-05-26 00:03:23.537000+00:00,5436752.0
5632,Folha de SP,['Weintraub'],"Fora, Weintraub","Out, Weintraub",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-16 01:01:43.063000+00:00,2020-06-17 04:04:15.386000+00:00,97352323.0
5633,G1,['Weintraub'],Governo pode indicar Weintraub para o Banco Mundial,Government may appoint Weintraub to the World Bank,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-18 03:04:39.678000+00:00,2020-06-18 12:32:28.647000+00:00,34068969.0
5634,G1,['Crivella'],"Com mortes em alta, Crivella anuncia reabertura em 6 fases no Rio","With deaths on the rise, Crivella announces reopening in 6 phases in Rio",0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-01 16:04:19.019000+00:00,2020-06-01 16:32:39.285000+00:00,1700266.0
5635,O Antagonista,['Bolsonaro'],Bolsonaro diz que sua eleição foi um ‘milagre’,Bolsonaro says his election was a 'miracle',0.0,0.10000000149011612,0.0,0.10000000149011612,False,2020-05-21 19:03:19.119000+00:00,2020-05-21 20:32:40.454000+00:00,5361335.0
5636,R7,['Bolsonaro'],Bolsonaro diz que Brasil ajuda Guatemala no combate a queimadas,Bolsonaro says Brazil helps Guatemala fight fires,-0.10000000149011612,0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-05-17 14:01:58.998000+00:00,2020-05-17 18:03:02.115000+00:00,14463117.0
5637,G1,['Bolsonaro'],Governo Bolsonaro retira de site total de mortos e de casos de Covid,Bolsonaro Government removes from site total dead and covid cases,-0.10000000149011612,0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-06-06 22:01:41.215000+00:00,2020-06-06 22:33:27.262000+00:00,1906047.0
5638,R7,['Bolsonaro'],Bolsonaro autoriza uso de militares para combate a queimadas,Bolsonaro authorizes the use of military to combat fires,-0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-21 11:01:49.635000+00:00,2020-05-21 18:03:08.950000+00:00,25279315.0
5639,R7,['Moro'],"Depois de denúncias de Moro, Aras pede que Polícia Federal ouça três ministros","After moro's complaints, Aras asks the Federal Police to listen to three ministers",-0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-05-04 23:03:55.265000+00:00,2020-05-05 01:02:45.655000+00:00,7130390.0
5640,Folha de SP,['Bolsonaro'],Ministros pedem a Bolsonaro apoio do centrão a privatização em troca de cargos,Ministers ask Bolsonaro support of the center privatization in exchange for positions,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-20 11:02:06.667000+00:00,2020-05-20 15:31:35.298000+00:00,16168631.0
5641,UOL,['Bolsonaro'],3 momentos que levantaram suspeita sobre relação de Bolsonaro com a PF,3 moments that raised suspicion about Bolsonaro's relationship with PF,0.0,-0.5,0.0,0.5,False,2020-05-19 01:03:15.952000+00:00,2020-05-19 01:32:29.796000+00:00,1753844.0
5642,UOL,['Bolsonaro'],Bolsonaro recebe delegado que apurou facada e ouve que Adélio agiu sozinho,Bolsonaro receives delegate who found stab and hears that Adelio acted alone,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-17 01:31:23.992000+00:00,2020-05-17 09:04:30.388000+00:00,27186396.0
5643,O Antagonista,['Bolsonaro'],"Alvo do inquérito do STF, militar organiza protestos a favor de Bolsonaro","Target of the inquiry of the Supreme Court, military organizes protests in favor of Bolsonaro",0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-27 16:03:54.369000+00:00,2020-05-27 17:32:01.813000+00:00,5287444.0
5644,UOL,['Weintraub'],"Balbúrdia, Enem e inquéritos: relembre as polêmicas de Weintraub no MEC","Rampage, Enem and surveys: recall the controversies of Weintraub in mec",0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-18 19:32:12.356000+00:00,2020-06-18 20:31:56.711000+00:00,3584355.0
5645,R7,['Weintraub'],Falas de Weintraub chamam atenção de decano do STF,Weintraub's speeches draw the attention of dean of the Supreme Court,0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-05-26 14:03:20.430000+00:00,2020-05-26 17:31:44.353000+00:00,12503923.0
5646,O Antagonista,['Bolsonaro'],"“Negação” e “incompetência” de Bolsonaro transformam Brasil em “novo epicentro” da pandemia, diz site","Bolsonaro's ""denial"" and ""incompetence"" turn Brazil into ""new epicenter"" of the pandemic, says website",0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-21 13:02:32.927000+00:00,2020-05-21 13:31:41.193000+00:00,1748266.0
5647,O Antagonista,['Bolsonaro'],"Jair Bolsonaro decidiu que não entregará o celular, diz jornalista","Jair Bolsonaro decided he will not deliver the phone, says journalist",-0.20000000298023224,-0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-05-22 20:02:33.397000+00:00,2020-05-22 20:32:34.489000+00:00,1801092.0
5648,UOL,"['Guedes', 'Weintraub']",Time de Guedes teme estragos de Weintraub no Banco Mundial,Guedes team fears weintraub damage at World Bank,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-06-20 09:32:06.927000+00:00,2020-06-20 13:32:00.521000+00:00,14393594.0
5649,R7,['Bolsonaro'],"Estou chateado com o inquérito do STF, diz Bolsonaro","I'm upset about the Supreme Court inquiry, says Bolsonaro",-0.6000000238418579,-0.800000011920929,0.6000000238418579,0.800000011920929,False,2020-05-28 23:32:11.210000+00:00,2020-05-29 07:32:31.306000+00:00,28820096.0
5650,G1,['Bolsonaro'],Coronavírus: Bolsonaro inclui construção civil e indústria em lista de atividades essenciais na pandemia,Coronavirus: Bolsonaro includes construction and industry in list of essential activities in the pandemic,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-07 20:31:10.039000+00:00,2020-05-07 21:02:07.384000+00:00,1857345.0
5651,UOL,['Heleno'],PSOL pede investigação e afastamento de Heleno,PSOL calls for investigation and removal of Heleno,0.0,-0.20000000298023224,0.0,0.20000000298023224,False,2020-05-23 00:33:14.648000+00:00,2020-05-23 09:03:43.311000+00:00,30628663.0
5652,G1,['Bolsonaro'],Bolsonaro e pelo menos 11 ministros participam de ato pró-governo no Palácio do Planalto,Bolsonaro and at least 11 ministers participate in pro-government act in the Planalto Palace,0.0,0.0,0.0,0.0,False,2020-05-17 18:31:03.777000+00:00,2020-05-17 20:02:44.433000+00:00,5500656.0
5653,O Antagonista,['Bolsonaro'],Eduardo Bolsonaro diz que esquerda tenta ‘tomar o poder’ com protestos contra racismo,Eduardo Bolsonaro says left tries to 'take power' with protests against racism,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-15 17:32:33.320000+00:00,2020-06-15 19:03:14.776000+00:00,5441456.0
5654,UOL,['Weintraub'],Escolha do sucessor de Weintraub tem disputa entre grupos governistas,Weintraub's successor's choice has dispute between ruling groups,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-18 21:32:09.801000+00:00,2020-06-18 23:03:03.422000+00:00,5453621.0
5655,R7,['Weintraub'],Ministro entra com recurso para impedir depoimento de Abraham Weintraub,Minister enters appeal to prevent testimony of Abraham Weintraub,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-28 10:32:11.236000+00:00,2020-05-28 11:05:22.644000+00:00,1991408.0
5656,UOL,['Bolsonaro'],"Gilmar diz que incentivar invasão é crime, e Carlos Bolsonaro ataca ministro","Gilmar says encouraging invasion is a crime, and Carlos Bolsonaro attacks minister",-0.30000001192092896,-0.699999988079071,0.30000001192092896,0.699999988079071,False,2020-06-14 19:31:53.651000+00:00,2020-06-14 23:31:30.586000+00:00,14376935.0
5657,O Antagonista,['Bolsonaro'],Bolsonaro diz que é preciso ter ‘calma’ na reabertura das escolas,Bolsonaro says it is necessary to be 'calm' in the reopening of schools,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-21 22:32:05.403000+00:00,2020-05-22 01:04:04.798000+00:00,9119395.0
5658,G1,['Weintraub'],"Antes de sair, Weintraub anulou portaria sobre cotas em pós-graduação","Before leaving, Weintraub annulled ordinance on graduate quotas",0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-18 22:02:14.874000+00:00,2020-06-19 08:31:56.295000+00:00,37781421.0
5659,O Antagonista,"['Bolsonaro', 'Damares']",Damares: índios seriam contaminados de propósito para culpar Bolsonaro,Damares: Indians would be contaminated on purpose to blame Bolsonaro,0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-22 21:32:31.125000+00:00,2020-05-22 23:02:51.115000+00:00,5419990.0
5660,O Antagonista,['Bolsonaro'],Quando Bolsonaro endossou o “direito garantido” de abrir o inquérito das fake news,"When Bolsonaro endorsed the ""guaranteed right"" to open the investigation of fake news",-0.5,-0.5,0.5,0.5,False,2020-05-28 18:31:51.909000+00:00,2020-05-28 20:04:07.645000+00:00,5535736.0
5661,UOL,['Bolsonaro'],Relação de defensor chamado de 'Anjo' com Bolsonaros não se limita à advocacia,Relationship of defender called 'Angel' with Bolsonaros is not limited to advocacy,0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-19 09:04:21.769000+00:00,2020-06-19 10:32:06.362000+00:00,5264593.0
5662,UOL,['Weintraub'],Cerca de 50 pessoas furam proibição em ato no DF; ministro Weintraub participa,About 50 people stick prohibition in act in df; Minister Weintraub participates,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-06-14 19:31:53.845000+00:00,2020-06-14 20:32:14.725000+00:00,3620880.0
5663,O Antagonista,['Bolsonaro'],Nova presidente do Iphan se reúne com Bolsonaro no Planalto,New president of Iphan meets with Bolsonaro in the Plateau,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-03 13:02:27.835000+00:00,2020-06-03 14:31:50.273000+00:00,5362438.0
5664,UOL,['Bolsonaro'],"Aliado de Bolsonaro, Crivella adota isolamento, mas é poupado de ataques","Bolsonaro ally, Crivella adopts isolation, but is spared attacks",0.0,0.4000000059604645,0.0,0.4000000059604645,False,2020-05-06 11:31:08.971000+00:00,2020-05-06 17:01:31.830000+00:00,19822859.0
5665,R7,['Bolsonaro'],"Bolsonaro convoca empresários contra lockdown em São Paulo""","Bolsonaro summons businessmen against lockdown in Sao Paulo""",0.20000000298023224,0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-05-14 17:30:59.828000+00:00,2020-05-14 19:32:39.369000+00:00,7299541.0
5666,UOL,['Bolsonaro'],"Bolsonaro reconhece falta de comprovação da cloroquina, mas diz que muitos foram curados","Bolsonaro recognizes lack of proof of chloroquine, but says many have been cured",-0.30000001192092896,-0.30000001192092896,0.30000001192092896,0.30000001192092896,False,2020-05-22 05:32:01.639000+00:00,2020-05-22 11:32:25.956000+00:00,21624317.0
5667,O Antagonista,['Bolsonaro'],Bolsonaro volta a participar de manifestação em Brasília,Bolsonaro returns to participate in demonstration in Brasilia,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-31 15:31:43.251000+00:00,2020-05-31 21:01:47.565000+00:00,19804314.0
5668,Folha de SP,['Bolsonaro'],Bolsonaro vai de helicóptero a região goiana e causa aglomeração,Bolsonaro goes by helicopter to the region of Goiás and causes agglomeration,-0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-05-30 16:01:37.990000+00:00,2020-05-30 20:03:31.875000+00:00,14513885.0
5669,O Antagonista,['Bolsonaro'],"Bolsonaro: “Poderíamos ter destruído a fita, não teria penalidade alguma”","Bolsonaro: ""We could have destroyed the tape, there would be no penalty""",-0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-05-24 22:03:39.272000+00:00,2020-05-25 02:31:57.086000+00:00,16097814.0
5670,UOL,['Crivella'],"No Rio, Crivella libera funcionamento de salões de beleza, mas só em shoppings","In Rio, Crivella releases operation of beauty salons, but only in malls",0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-23 02:03:56.875000+00:00,2020-06-23 09:03:54.403000+00:00,25197528.0
5671,UOL,['Bolsonaro'],Kotscho: Síndrome suicida de Bolsonaro é contagiosa?,Kotscho: Is Bolsonaro Suicide Syndrome Contagious?,0.0,0.10000000149011612,0.0,0.10000000149011612,False,2020-05-30 00:04:10.274000+00:00,2020-05-30 09:04:44.383000+00:00,32434109.0
5672,Folha de SP,['Bolsonaro'],Fux será relator de processo que pode reabrir investigação da facada em Bolsonaro,Fux will be rapporteur of process that can reopen investigation of the stabbing in Bolsonaro,0.10000000149011612,-0.10000000149011612,0.10000000149011612,0.10000000149011612,False,2020-06-21 18:02:05.039000+00:00,2020-06-21 20:03:05.680000+00:00,7260641.0
5673,UOL,['Bolsonaro'],"Aproximação de Bolsonaro com Centrão é tardia e equivocada, diz Collor","Bolsonaro's approach to Centrão is late and misguided, says Collor",-0.5,-0.699999988079071,0.5,0.699999988079071,False,2020-04-28 16:31:34.387000+00:00,2020-04-28 19:31:16.656000+00:00,10782269.0
5674,UOL,['Bolsonaro'],Bolsonaro não é de recuar; só joga no ataque,Bolsonaro is not to retreat; only plays on the attack,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-08 18:30:55.380000+00:00,2020-05-09 15:31:53.364000+00:00,75657984.0
5675,O Antagonista,['Bolsonaro'],As “forças nada ocultas” de Bolsonaro,"Bolsonaro's ""un hidden forces""",0.0,0.0,0.0,0.0,False,2020-06-08 11:03:37.286000+00:00,2020-06-08 13:31:16.667000+00:00,8859381.0
